fold,date,method,return
37,2025-05-08,AUR,-0.006931837928514514
37,2025-05-08,QAUR,0.006197359473966031
37,2025-05-09,AUR,-0.0018685327740478725
37,2025-05-09,QAUR,-0.0015131859101271564
37,2025-05-12,AUR,-0.005751799117769174
37,2025-05-12,QAUR,-0.004445321242242792
37,2025-05-13,AUR,0.0009371997018787078
37,2025-05-13,QAUR,-0.001268982453886548
37,2025-05-14,AUR,0.00869727143138467
37,2025-05-14,QAUR,-0.0007037872926707848
37,2025-05-15,AUR,0.006890076769026314
37,2025-05-15,QAUR,0.006198565852442701
37,2025-05-16,AUR,-0.0029834177094375247
37,2025-05-16,QAUR,-7.421833936117105e-05
37,2025-05-19,AUR,-0.0034754642396584976
37,2025-05-19,QAUR,0.001494061955606065
37,2025-05-20,AUR,0.0013350657105203505
37,2025-05-20,QAUR,7.005552305387809e-05
37,2025-05-21,AUR,0.007569704974992865
37,2025-05-21,QAUR,0.008716760652734133
37,2025-05-22,AUR,-0.004852566526433883
37,2025-05-22,QAUR,-0.008003671207140382
37,2025-05-23,AUR,0.0024354741560332566
37,2025-05-23,QAUR,0.002308129444030829
37,2025-05-26,AUR,0.0021671947100310625
37,2025-05-26,QAUR,0.0016860462159298943
37,2025-05-27,AUR,0.006931404025923323
37,2025-05-27,QAUR,0.013221337043467247
37,2025-05-28,AUR,0.007291097361082263
37,2025-05-28,QAUR,-0.0004285588166038627
37,2025-05-29,AUR,0.003666262980181695
37,2025-05-29,QAUR,-0.0005317627368816534
37,2025-05-30,AUR,-0.018827950813036284
37,2025-05-30,QAUR,-0.01457106864264772
38,2025-06-02,AUR,0.0008508850112350652
38,2025-06-02,QAUR,0.00017696126407773342
38,2025-06-03,AUR,0.001445856873637318
38,2025-06-03,QAUR,0.0019142335409224466
38,2025-06-04,AUR,0.009084899234012535
38,2025-06-04,QAUR,0.007767772494413206
38,2025-06-05,AUR,-0.014307108804050336
38,2025-06-05,QAUR,-0.01622758859163163
38,2025-06-06,AUR,-0.0012079697652453804
38,2025-06-06,QAUR,-0.0006723246119091435
38,2025-06-09,AUR,-0.009043909725586056
38,2025-06-09,QAUR,-0.008554825715135498
38,2025-06-10,AUR,-0.0018735448350454208
38,2025-06-10,QAUR,6.0012073182043325e-05
38,2025-06-11,AUR,0.01201524561392161
38,2025-06-11,QAUR,0.011590676002186199
38,2025-06-12,AUR,-0.001270097746623395
38,2025-06-12,QAUR,-0.0008036280604730359
38,2025-06-13,AUR,-0.004744361196509247
38,2025-06-13,QAUR,-0.005194842107626057
38,2025-06-16,AUR,0.0018780726127295196
38,2025-06-16,QAUR,0.0009437576758386206
38,2025-06-17,AUR,0.0023366071205221575
38,2025-06-17,QAUR,0.003513706592584598
38,2025-06-18,AUR,8.058494277722855e-05
38,2025-06-18,QAUR,-0.0003434164499568886
38,2025-06-19,AUR,0.0010428472869974809
38,2025-06-19,QAUR,0.0016331727849559475
38,2025-06-20,AUR,0.017090516785926844
38,2025-06-20,QAUR,0.01763983075035794
38,2025-06-23,AUR,0.004149405459061008
38,2025-06-23,QAUR,0.0023225227039752726
38,2025-06-24,AUR,0.004220058234580394
38,2025-06-24,QAUR,0.00499984841789272
38,2025-06-25,AUR,-0.006157158785401961
38,2025-06-25,QAUR,-0.005373183140338836
38,2025-06-26,AUR,0.0031732440266339186
38,2025-06-26,QAUR,0.0034969846778764983
38,2025-06-27,AUR,-0.005437829122376067
38,2025-06-27,QAUR,-0.0058310833576454835
38,2025-06-30,AUR,0.01060217556831382
38,2025-06-30,QAUR,0.010201845472087514
38,2025-07-01,AUR,0.005140223962056459
38,2025-07-01,QAUR,0.0050417915054789915
39,2025-07-02,AUR,0.011614265989252637
39,2025-07-02,QAUR,0.01059165725171425
39,2025-07-03,AUR,-0.003052883800302363
39,2025-07-03,QAUR,0.0012674386349353064
39,2025-07-04,AUR,-0.005979064773745419
39,2025-07-04,QAUR,-0.012153777130733881
39,2025-07-07,AUR,-0.0046307824380750345
39,2025-07-07,QAUR,-0.004035790192839868
39,2025-07-08,AUR,0.011321060961273926
39,2025-07-08,QAUR,0.0096615944472979
39,2025-07-09,AUR,-0.0008394553817877293
39,2025-07-09,QAUR,-0.00790564232242312
39,2025-07-10,AUR,0.0013216173046489287
39,2025-07-10,QAUR,0.002191853356297973
39,2025-07-11,AUR,-0.003866819772344969
39,2025-07-11,QAUR,-0.006598783321465418
39,2025-07-14,AUR,-0.011730097529235118
39,2025-07-14,QAUR,-0.004670854842856677
39,2025-07-15,AUR,-0.007976918588473898
39,2025-07-15,QAUR,-0.005383987800231828
39,2025-07-16,AUR,0.0038245786628684497
39,2025-07-16,QAUR,0.002858387501954174
39,2025-07-17,AUR,-0.0054044505340143795
39,2025-07-17,QAUR,-0.004994710120773625
39,2025-07-18,AUR,-0.0010239927752389918
39,2025-07-18,QAUR,0.0059830293159176245
39,2025-07-21,AUR,0.0044670776120406125
39,2025-07-21,QAUR,0.002605645868874211
39,2025-07-22,AUR,0.004924887220515822
39,2025-07-22,QAUR,0.0021580919333702236
39,2025-07-23,AUR,-0.0008885300059852487
39,2025-07-23,QAUR,-0.005034939116040124
39,2025-07-24,AUR,0.0008220089683284533
39,2025-07-24,QAUR,9.013424817105684e-05
39,2025-07-25,AUR,0.004019037687762432
39,2025-07-25,QAUR,0.003198959560719121
39,2025-07-28,AUR,0.005391374419702647
39,2025-07-28,QAUR,0.0055936355163418855
39,2025-07-29,AUR,0.0013130114203237177
39,2025-07-29,QAUR,-0.0018612787289224698
39,2025-07-30,AUR,0.019387089732429315
39,2025-07-30,QAUR,0.01939101334935815
39,2025-07-31,AUR,0.01453653508346491
39,2025-07-31,QAUR,0.019494696562857506
39,2025-08-01,AUR,0.011880942905171766
39,2025-08-01,QAUR,0.010704354606190424
40,2025-08-04,AUR,0.01258535806902023
40,2025-08-04,QAUR,0.00015079221733580692
40,2025-08-05,AUR,-0.02156551808393673
40,2025-08-05,QAUR,-0.01583197069177259
40,2025-08-06,AUR,0.02948621578629428
40,2025-08-06,QAUR,0.015345143715521134
40,2025-08-07,AUR,0.010701657920435034
40,2025-08-07,QAUR,0.003235321856221343
40,2025-08-08,AUR,0.008820752542522221
40,2025-08-08,QAUR,0.0025353469626972374
40,2025-08-11,AUR,0.0022894884114300395
40,2025-08-11,QAUR,0.004767616855651212
40,2025-08-12,AUR,0.016276756433345356
40,2025-08-12,QAUR,0.019379610280129488
40,2025-08-13,AUR,-0.0004889162376653341
40,2025-08-13,QAUR,-0.001319999107886562
40,2025-08-14,AUR,0.002419689108523255
40,2025-08-14,QAUR,0.004007398745617641
40,2025-08-15,AUR,0.01757067923197028
40,2025-08-15,QAUR,0.013904054105398678
40,2025-08-18,AUR,0.035108722775709277
40,2025-08-18,QAUR,0.020769464983118303
40,2025-08-19,AUR,0.008769292489426485
40,2025-08-19,QAUR,0.0160501192252439
40,2025-08-20,AUR,0.0005632965363454015
40,2025-08-20,QAUR,0.005892716414394457
40,2025-08-21,AUR,-0.008226357484289643
40,2025-08-21,QAUR,-0.00636517027286886
40,2025-08-22,AUR,-0.0368792300682608
40,2025-08-22,QAUR,-0.025930779635313095
40,2025-08-25,AUR,-0.020990131754199358
40,2025-08-25,QAUR,-0.00813657462818485
40,2025-08-26,AUR,0.022603115285061405
40,2025-08-26,QAUR,0.010068553678754255
40,2025-08-27,AUR,7.389204521272242e-05
40,2025-08-27,QAUR,0.013067619794746327
40,2025-08-28,AUR,-0.003345365296742314
40,2025-08-28,QAUR,-0.005325805174525153
40,2025-08-29,AUR,-0.0007643154855104664
40,2025-08-29,QAUR,0.0014415289796209552
41,2025-09-03,AUR,0.0033202651956711743
41,2025-09-03,QAUR,0.013336668076977143
41,2025-09-04,AUR,-0.002639479231422593
41,2025-09-04,QAUR,-0.0011834700423771181
41,2025-09-05,AUR,0.0025196632675825717
41,2025-09-05,QAUR,0.000731170323573366
41,2025-09-08,AUR,0.0024091410044611663
41,2025-09-08,QAUR,0.0015092071523948299
41,2025-09-09,AUR,-0.006306836571284273
41,2025-09-09,QAUR,-0.009962910309105372
41,2025-09-10,AUR,0.005855840177618592
41,2025-09-10,QAUR,0.009851413187500841
41,2025-09-11,AUR,0.0027616248394800036
41,2025-09-11,QAUR,-0.0010394083108900406
41,2025-09-12,AUR,0.0003036966376878961
41,2025-09-12,QAUR,0.00019422406013694764
41,2025-09-15,AUR,0.0024997430731905105
41,2025-09-15,QAUR,0.00783921542824009
41,2025-09-16,AUR,-0.005313921265403247
41,2025-09-16,QAUR,-0.003966712071584628
41,2025-09-17,AUR,-0.0009282799033008551
41,2025-09-17,QAUR,-0.0004373226373956175
41,2025-09-18,AUR,-0.0030746928370337526
41,2025-09-18,QAUR,-0.01033048039967353
41,2025-09-19,AUR,-0.003838278625131898
41,2025-09-19,QAUR,0.009632269768771103
41,2025-09-22,AUR,-0.001549372461558588
41,2025-09-22,QAUR,-0.003198911042521324
41,2025-09-23,AUR,0.0014084096737947186
41,2025-09-23,QAUR,0.004445621832405942
41,2025-09-24,AUR,0.011303735913989043
41,2025-09-24,QAUR,-0.0006583912214961046
41,2025-09-25,AUR,0.003089549810848633
41,2025-09-25,QAUR,0.004902200078176299
41,2025-09-26,AUR,-0.003967135946739317
41,2025-09-26,QAUR,-0.007535935246362489
41,2025-09-29,AUR,-0.0067197492844584105
41,2025-09-29,QAUR,0.0002184013189964711
41,2025-09-30,AUR,0.0007208289952949599
41,2025-09-30,QAUR,0.0003672663193710536
41,2025-10-01,AUR,0.0038046107007974686
41,2025-10-01,QAUR,0.002781924844186167
42,2025-10-02,AUR,-0.0073262140188526505
42,2025-10-02,QAUR,-0.010190593460749122
42,2025-10-03,AUR,0.009515480860929279
42,2025-10-03,QAUR,0.00430592229019198
42,2025-10-06,AUR,0.000802142193068348
42,2025-10-06,QAUR,0.013918489974453949
42,2025-10-07,AUR,-0.0036554201157111325
42,2025-10-07,QAUR,-0.005416886114839632
42,2025-10-08,AUR,-0.001012179843140597
42,2025-10-08,QAUR,-0.0027974185247430774
42,2025-10-09,AUR,0.005905638482688202
42,2025-10-09,QAUR,-0.00046064112416248533
42,2025-10-10,AUR,-0.0007092941999879296
42,2025-10-10,QAUR,0.0016100811242949896
42,2025-10-13,AUR,0.006967112116479083
42,2025-10-13,QAUR,-0.0010671018211260222
42,2025-10-14,AUR,-0.011017308673996229
42,2025-10-14,QAUR,-0.009386535419596987
42,2025-10-15,AUR,-0.005618795189420863
42,2025-10-15,QAUR,-0.0033423002832175053
42,2025-10-16,AUR,0.006997527765283594
42,2025-10-16,QAUR,0.0023033946166637924
42,2025-10-17,AUR,0.0005334354285524594
42,2025-10-17,QAUR,0.0030496286657610452
42,2025-10-20,AUR,-0.01802187939629341
