fold,decision_time,ticker,xgb_signal,momentum_signal,liquidity_20d,volatility_20d,return_20d,return_60d
0,2022-04-01,AAM,0.3818181818181818,0.8090909090909091,1810177159.8513007,0.0434368290706921,0.1246861924686193,0.1872791519434629
0,2022-04-01,ASM,0.8181818181818182,0.9636363636363636,176441982532.8947,0.0334857464774123,0.404585798816568,0.4778210116731518
0,2022-04-01,ASP,0.6545454545454545,0.2363636363636363,7332226988.826816,0.0381719593760332,-0.1443850267379679,-0.0108191653786707
0,2022-04-01,AST,0.5,0.6090909090909091,1309028645.1612904,0.010182054938439,0.0085547050877983,0.1373445036811373
0,2022-04-01,BKG,0.3545454545454545,0.2636363636363636,9831545659.708736,0.02124678398151,-0.0133333333333333,-0.1364452423698384
0,2022-04-01,BMP,0.3181818181818182,0.6681818181818182,5191841123.061531,0.0206952758588809,0.0431852221667499,0.1185760171306209
0,2022-04-01,BTP,0.8636363636363636,0.4613636363636363,145652905.2808047,0.0154153089866382,0.0,0.0057660626029654
0,2022-04-01,BWE,0.7454545454545455,0.7772727272727272,15460545123.932764,0.0184800558818484,0.0608784998715643,0.2076023391812864
0,2022-04-01,CCI,0.7090909090909091,0.7363636363636363,215269281.1083123,0.0361666573508583,0.0118884316415179,0.4342190537913155
0,2022-04-01,CCL,0.4272727272727272,0.1636363636363636,10053280038.602942,0.0223600828896622,-0.0652360515021459,-0.1196443007275667
0,2022-04-01,CIG,0.1909090909090909,0.8227272727272728,14553160000.0,0.0398837477817051,0.1764705882352941,0.167883211678832
0,2022-04-01,CLC,0.2545454545454545,0.6772727272727272,853072007.5456712,0.0175458832848463,0.0661386138613862,0.0965376782077394
0,2022-04-01,CLL,0.1727272727272727,0.5636363636363637,3097562914.1104293,0.0226007093322707,0.0248582642825991,0.0491071428571427
0,2022-04-01,CSM,0.5909090909090909,0.3318181818181818,789367049.522673,0.0120592380584288,-0.0264239577216676,-0.0520297312750143
0,2022-04-01,CTI,0.4181818181818181,0.5045454545454545,32063609171.511627,0.023619412991991,0.0890846793930495,-0.0858668857847164
0,2022-04-01,DAH,0.3454545454545454,0.4090909090909091,27443748000.0,0.0323304660451431,-0.0404411764705882,0.0566801619433199
0,2022-04-01,DCL,0.3727272727272727,0.1545454545454545,4854625000.0,0.0215421475624479,-0.0657894736842105,-0.1234567901234567
0,2022-04-01,DCM,0.4454545454545454,0.8181818181818181,417707904492.9245,0.0413318506544779,0.0942176870748299,0.2116760828625234
0,2022-04-01,DGW,0.1272727272727272,0.8545454545454545,95855862418.0588,0.0357810565262496,0.2152187435206303,0.1869177804779263
0,2022-04-01,DHC,0.6727272727272727,0.5181818181818182,22534945239.52569,0.0215352241717924,0.0534465534465533,-0.0482851985559567
0,2022-04-01,DLG,0.9818181818181818,0.2,64530523300.0,0.0365530186257101,-0.0253333333333333,-0.2502564102564102
0,2022-04-01,DMC,0.2363636363636363,0.5181818181818182,1505211739.1304348,0.0124129218679421,-0.0086536526464077,0.0966162065894924
0,2022-04-01,DQC,0.8454545454545455,0.4863636363636363,31162425821.675373,0.0526708786436391,-0.1486880466472303,0.4604868289429811
0,2022-04-01,DSN,0.6,0.409090909090909,541401463.4146341,0.0160859757191484,0.000831485587583,-0.0434437086092714
0,2022-04-01,DTA,0.8,0.6363636363636364,1373313613.5857463,0.0304475807271627,0.1585831062670299,-0.0111627906976744
0,2022-04-01,DTL,0.9090909090909092,0.6454545454545455,102555000.0,0.0317576709286993,-0.0293040293040293,0.536231884057971
0,2022-04-01,DXV,0.4636363636363636,0.65,953454000.0,0.0343883412834488,0.113821138211382,0.0223880597014927
0,2022-04-01,EIB,0.4545454545454545,0.7681818181818182,24809894969.11701,0.0223349288487181,0.1812408402540302,0.1005917159763314
0,2022-04-01,FDC,0.0272727272727272,0.990909090909091,3746090000.0,0.0424819467577766,0.4624505928853755,1.3197492163009406
0,2022-04-01,FTM,0.9636363636363636,0.3818181818181818,8820838800.0,0.0415413833341909,0.0729927007299269,-0.302491103202847
0,2022-04-01,GTA,0.7,0.4818181818181818,725543274.2355238,0.0311155297725934,0.0083217753120665,0.0167832167832167
0,2022-04-01,GVR,0.5818181818181818,0.2681818181818182,62297118023.25581,0.0172041069213256,-0.0403920403920402,-0.0661849710982658
0,2022-04-01,HAG,0.0545454545454545,0.5363636363636364,309413195750.0,0.0340093297915685,0.1050420168067227,-0.0771929824561403
0,2022-04-01,HAR,0.9,0.2,32591983750.0,0.0384020814422455,-0.018348623853211,-0.2818791946308725
0,2022-04-01,HBC,0.209090909090909,0.3545454545454545,163578387065.56018,0.0256154417842425,-0.0073901205756514,-0.0753623188405797
0,2022-04-01,HNG,0.7818181818181819,0.2659090909090909,135461697600.0,0.028437656650696,0.0,-0.223076923076923
0,2022-04-01,HPX,0.7545454545454545,0.2636363636363636,14412781000.0,0.0147880653638383,-0.0307941653160453,-0.0966767371601208
0,2022-04-01,HQC,0.9545454545454546,0.6590909090909091,230809672000.0,0.0490333031341444,0.1716514954486345,-0.0055187637969095
0,2022-04-01,HSG,0.0454545454545454,0.2136363636363636,448356164381.42126,0.0256341362907146,-0.1236984589754268,-0.0308613542146476
0,2022-04-01,HSL,0.6181818181818182,0.359090909090909,2170966822.3140497,0.0221650184262731,-0.0354609929078014,0.0012269938650306
0,2022-04-01,HTI,0.1363636363636363,0.55,483125746.2932455,0.0080777740701969,0.0308848080133556,0.0360738255033556
0,2022-04-01,HTL,0.1,0.4909090909090909,88778279.50819673,0.025063817374126,0.0311475409836066,-0.0202492211838005
0,2022-04-01,HTV,0.1181818181818181,0.7863636363636364,422269454.10235584,0.0249784655433881,0.1631799163179916,0.1319218241042346
0,2022-04-01,HU1,0.6818181818181818,0.759090909090909,790371722.4149896,0.0410929877694785,0.0538085255066387,0.1977760127084988
0,2022-04-01,ICT,0.5181818181818182,0.6,3750909456.0,0.0215575297334046,0.0469845722300139,0.0368055555555555
0,2022-04-01,ITC,0.990909090909091,0.3045454545454545,18262416189.665653,0.0297472855514266,0.0162748643761301,-0.2336363636363636
0,2022-04-01,JVC,0.6090909090909091,0.8363636363636364,82687043000.0,0.042728590909148,0.1502347417840375,0.2068965517241379
0,2022-04-01,KMR,0.6454545454545455,0.3363636363636363,3979838700.0,0.029175317836781,-0.0011049723756906,-0.0914572864321607
0,2022-04-01,LDG,0.0636363636363636,0.2136363636363636,211784400470.3437,0.0407339094175278,-0.0622222222222221,-0.0772594752186589
0,2022-04-01,LGL,0.6272727272727273,0.1545454545454545,5382584500.0,0.029814248278151,-0.043859649122807,-0.1925925925925925
0,2022-04-01,LM8,0.5272727272727272,0.4772727272727273,206659532.00371057,0.0237846354788379,0.0202205882352941,-0.0159574468085106
0,2022-04-01,MCG,0.5636363636363636,0.4045454545454545,15857354400.0,0.0365009679840746,-0.01010101010101,-0.015075376884422
0,2022-04-01,MDG,0.5545454545454546,0.7772727272727272,236655685.66775244,0.0281270692411418,0.0495185694635489,0.2227564102564103
0,2022-04-01,MHC,0.8727272727272727,0.1181818181818181,8955119843.212238,0.0188945807858608,-0.069090909090909,-0.1565074135090609
0,2022-04-01,NAF,0.8909090909090909,0.4590909090909091,6683484427.302997,0.0214451060158986,0.0333154218162279,-0.055036855036855
0,2022-04-01,NBB,0.9272727272727272,0.0954545454545454,59735780750.0,0.0364519336420825,-0.0589970501474926,-0.2863534675615212
0,2022-04-01,NCT,0.7363636363636363,0.4863636363636363,879886554.6666666,0.0065030451833605,-0.0058211324748632,0.0379373848987107
0,2022-04-01,NVT,0.009090909090909,0.9954545454545456,3693968500.0,0.0485462190546118,0.9146757679180888,1.2991803278688523
0,2022-04-01,OGC,0.0181818181818181,0.981818181818182,70614764750.0,0.0496358053039997,0.6280991735537189,0.7433628318584071
0,2022-04-01,PAN,0.4363636363636363,0.1954545454545454,78519472941.9585,0.0173407659794332,-0.0331950207468879,-0.1702279202279202
0,2022-04-01,PET,0.2272727272727272,0.9636363636363636,60041896452.32816,0.0400950122566841,0.2461139896373056,0.8040318799812471
0,2022-04-01,PGC,0.4727272727272727,0.1954545454545454,3557574202.598937,0.0232227744894198,-0.1471074380165289,-0.0355140186915887
0,2022-04-01,PHR,0.3636363636363636,0.5681818181818181,47502781180.20095,0.018162220307131,-0.0085752971265232,0.1411255411255412
0,2022-04-01,PIT,0.2,0.8590909090909091,1542307500.0,0.0529992954851153,0.1394230769230768,0.2254395036194416
0,2022-04-01,PTL,0.3909090909090909,0.0772727272727272,11504391250.0,0.0278775338577141,-0.1229235880398671,-0.2119402985074626
0,2022-04-01,PVD,0.0909090909090909,0.4136363636363637,316969860074.6813,0.0319628163969802,-0.0513478818998716,0.1046337817638265
0,2022-04-01,PXI,0.9727272727272728,0.0318181818181818,3388403000.0,0.0353426459068338,-0.159178433889602,-0.2539863325740319
0,2022-04-01,PXS,0.3272727272727272,0.3136363636363636,15224284000.0,0.0399881579002823,-0.1191335740072202,0.0427350427350428
0,2022-04-01,QBS,0.6363636363636364,0.4409090909090909,19449682000.0,0.0323226925039923,0.0611961057023644,-0.128
0,2022-04-01,QCG,0.8545454545454545,0.6181818181818182,19144920000.0,0.0421408065820335,0.1605839416058394,-0.0304878048780488
