sensitivity_factor,fold,depth_p,shots,seed,cardinality,candidate_size,qubit_budget,uniform_probability_noise_proxy,depolarizing_probability,readout_error_probability,noise_model,transaction_cost_bps,energy,optimality_gap,feasibility_rate,runtime_seconds,net_cumulative_return
core_partial_factorial,0,2,256,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.09412455243351334,0.0,0.87890625,0.02899359999992157,0.018715852752278606
core_partial_factorial,0,2,256,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.09412455243351334,0.0,0.87890625,0.02899359999992157,0.01769713689952712
core_partial_factorial,0,2,256,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.09412455243351334,0.0,0.87890625,0.02899359999992157,0.016169063120397897
core_partial_factorial,0,2,256,11,4,7,8,0.0,0.0,0.0,ideal,0,-0.09914970383138068,0.0,1.0,0.03312310000001162,-0.010847903062518927
core_partial_factorial,0,2,256,11,4,7,8,0.0,0.0,0.0,ideal,10,-0.09914970383138068,0.0,1.0,0.03312310000001162,-0.011837055159456544
core_partial_factorial,0,2,256,11,4,7,8,0.0,0.0,0.0,ideal,25,-0.09914970383138068,0.0,1.0,0.03312310000001162,-0.013320783304862305
core_partial_factorial,0,2,256,23,4,7,8,0.0,0.0,0.0,ideal,0,-0.09914970383138068,0.0,1.0,0.030679800000143587,-0.010847903062518927
core_partial_factorial,0,2,256,23,4,7,8,0.0,0.0,0.0,ideal,10,-0.09914970383138068,0.0,1.0,0.030679800000143587,-0.011837055159456544
core_partial_factorial,0,2,256,23,4,7,8,0.0,0.0,0.0,ideal,25,-0.09914970383138068,0.0,1.0,0.030679800000143587,-0.013320783304862305
core_partial_factorial,0,2,256,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.09040716702337345,0.08817511772689789,0.8515625,0.03506350000043312,-0.0793732004162504
core_partial_factorial,0,2,256,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.09040716702337345,0.08817511772689789,0.8515625,0.03506350000043312,-0.08029382721583378
core_partial_factorial,0,2,256,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.09040716702337345,0.08817511772689789,0.8515625,0.03506350000043312,-0.08167476741520951
core_partial_factorial,0,2,256,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.09268584526685474,0.0651929185331056,0.875,0.02982889999930194,-0.08876119171335461
core_partial_factorial,0,2,256,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.09268584526685474,0.0651929185331056,0.875,0.02982889999930194,-0.08967243052164142
core_partial_factorial,0,2,256,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.09268584526685474,0.0651929185331056,0.875,0.02982889999930194,-0.09103928873407152
core_partial_factorial,0,2,2048,11,3,7,8,0.0,0.0,0.0,ideal,0,-0.09412455243351334,0.0,1.0,0.07678420000047481,0.018715852752278606
core_partial_factorial,0,2,2048,11,3,7,8,0.0,0.0,0.0,ideal,10,-0.09412455243351334,0.0,1.0,0.07678420000047481,0.01769713689952712
core_partial_factorial,0,2,2048,11,3,7,8,0.0,0.0,0.0,ideal,25,-0.09412455243351334,0.0,1.0,0.07678420000047481,0.016169063120397897
core_partial_factorial,0,2,2048,23,3,7,8,0.0,0.0,0.0,ideal,0,-0.09412455243351334,0.0,1.0,0.06638740000016696,0.018715852752278606
core_partial_factorial,0,2,2048,23,3,7,8,0.0,0.0,0.0,ideal,10,-0.09412455243351334,0.0,1.0,0.06638740000016696,0.01769713689952712
core_partial_factorial,0,2,2048,23,3,7,8,0.0,0.0,0.0,ideal,25,-0.09412455243351334,0.0,1.0,0.06638740000016696,0.016169063120397897
core_partial_factorial,0,2,2048,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.08718672809506471,0.07370897559672945,0.86279296875,0.08773289999953704,-0.002624165857470384
core_partial_factorial,0,2,2048,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.08718672809506471,0.07370897559672945,0.86279296875,0.08773289999953704,-0.003621541691612329
core_partial_factorial,0,2,2048,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.08718672809506471,0.07370897559672945,0.86279296875,0.08773289999953704,-0.005117605442825912
core_partial_factorial,0,2,2048,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.09387439199536914,0.0026577596564748454,0.8603515625,0.08424210000066523,-0.05890831728374901
core_partial_factorial,0,2,2048,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.09387439199536914,0.0026577596564748454,0.8603515625,0.08424210000066523,-0.05984940896646507
core_partial_factorial,0,2,2048,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.09387439199536914,0.0026577596564748454,0.8603515625,0.08424210000066523,-0.06126104649053943
core_partial_factorial,0,2,2048,11,4,7,8,0.0,0.0,0.0,ideal,0,-0.09914970383138068,0.0,1.0,0.114263899999969,-0.010847903062518927
core_partial_factorial,0,2,2048,11,4,7,8,0.0,0.0,0.0,ideal,10,-0.09914970383138068,0.0,1.0,0.114263899999969,-0.011837055159456544
core_partial_factorial,0,2,2048,11,4,7,8,0.0,0.0,0.0,ideal,25,-0.09914970383138068,0.0,1.0,0.114263899999969,-0.013320783304862305
core_partial_factorial,0,2,2048,23,4,7,8,0.0,0.0,0.0,ideal,0,-0.09914970383138068,0.0,1.0,0.08410210000056395,-0.010847903062518927
core_partial_factorial,0,2,2048,23,4,7,8,0.0,0.0,0.0,ideal,10,-0.09914970383138068,0.0,1.0,0.08410210000056395,-0.011837055159456544
core_partial_factorial,0,2,2048,23,4,7,8,0.0,0.0,0.0,ideal,25,-0.09914970383138068,0.0,1.0,0.08410210000056395,-0.013320783304862305
core_partial_factorial,0,2,2048,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.09914970383138068,0.0,0.86376953125,0.141683899999407,-0.010847903062518927
core_partial_factorial,0,2,2048,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.09914970383138068,0.0,0.86376953125,0.141683899999407,-0.011837055159456544
core_partial_factorial,0,2,2048,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.09914970383138068,0.0,0.86376953125,0.141683899999407,-0.013320783304862305
core_partial_factorial,0,2,2048,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.09730509251456,0.01860430485943879,0.86279296875,0.08376320000024862,-0.0036309735132404874
core_partial_factorial,0,2,2048,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.09730509251456,0.01860430485943879,0.86279296875,0.08376320000024862,-0.004627342539726742
core_partial_factorial,0,2,2048,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.09730509251456,0.01860430485943879,0.86279296875,0.08376320000024862,-0.006121896079456679
candidate_size_and_qubit_budget,0,2,2048,11,4,5,5,0.0,0.0,0.0,ideal,10,-0.09143889075170164,0.0,1.0,0.1002331999998205,-0.036587575650441795
candidate_size_and_qubit_budget,0,2,2048,23,4,5,5,0.0,0.0,0.0,ideal,10,-0.09143889075170164,0.0,1.0,0.09751070000038453,-0.036587575650441795
candidate_size_and_qubit_budget,0,2,2048,11,4,7,7,0.0,0.0,0.0,ideal,10,-0.09914970383138068,0.0,1.0,0.07452519999969809,-0.011837055159456544
candidate_size_and_qubit_budget,0,2,2048,23,4,7,7,0.0,0.0,0.0,ideal,10,-0.09914970383138068,0.0,1.0,0.06751139999960287,-0.011837055159456544
core_partial_factorial,6,1,256,11,3,7,8,0.0,0.0,0.0,ideal,0,-0.03852693910166942,0.0,1.0,0.042691800000284275,-0.1775394886654047
core_partial_factorial,6,1,256,11,3,7,8,0.0,0.0,0.0,ideal,10,-0.03852693910166942,0.0,1.0,0.042691800000284275,-0.17836194917673898
core_partial_factorial,6,1,256,11,3,7,8,0.0,0.0,0.0,ideal,25,-0.03852693910166942,0.0,1.0,0.042691800000284275,-0.17959563994374128
core_partial_factorial,6,1,256,23,3,7,8,0.0,0.0,0.0,ideal,0,-0.03852693910166942,0.0,1.0,0.04025369999999384,-0.1775394886654047
core_partial_factorial,6,1,256,23,3,7,8,0.0,0.0,0.0,ideal,10,-0.03852693910166942,0.0,1.0,0.04025369999999384,-0.17836194917673898
core_partial_factorial,6,1,256,23,3,7,8,0.0,0.0,0.0,ideal,25,-0.03852693910166942,0.0,1.0,0.04025369999999384,-0.17959563994374128
core_partial_factorial,6,1,256,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.03852693910166942,0.0,0.86328125,0.038937999999689055,-0.1775394886654047
core_partial_factorial,6,1,256,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.03852693910166942,0.0,0.86328125,0.038937999999689055,-0.17836194917673898
core_partial_factorial,6,1,256,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.03852693910166942,0.0,0.86328125,0.038937999999689055,-0.17959563994374128
core_partial_factorial,6,1,256,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.03810933904472036,0.010839170374687939,0.8828125,0.04095520000009856,-0.15764432503556747
core_partial_factorial,6,1,256,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.03810933904472036,0.010839170374687939,0.8828125,0.04095520000009856,-0.15848668071053218
core_partial_factorial,6,1,256,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.03810933904472036,0.010839170374687939,0.8828125,0.04095520000009856,-0.15975021422297886
core_partial_factorial,6,1,256,11,4,7,8,0.0,0.0,0.0,ideal,0,-0.04010735223598232,0.0,1.0,0.043354599999474885,-0.15692371996715193
core_partial_factorial,6,1,256,11,4,7,8,0.0,0.0,0.0,ideal,10,-0.04010735223598232,0.0,1.0,0.043354599999474885,-0.15776679624718537
core_partial_factorial,6,1,256,11,4,7,8,0.0,0.0,0.0,ideal,25,-0.04010735223598232,0.0,1.0,0.043354599999474885,-0.15903141066723436
core_partial_factorial,6,1,256,23,4,7,8,0.0,0.0,0.0,ideal,0,-0.04010735223598232,0.0,1.0,0.03932949999943958,-0.15692371996715193
core_partial_factorial,6,1,256,23,4,7,8,0.0,0.0,0.0,ideal,10,-0.04010735223598232,0.0,1.0,0.03932949999943958,-0.15776679624718537
core_partial_factorial,6,1,256,23,4,7,8,0.0,0.0,0.0,ideal,25,-0.04010735223598232,0.0,1.0,0.03932949999943958,-0.15903141066723436
core_partial_factorial,6,1,256,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.03542448118172875,0.11675841941856173,0.8515625,0.04134410000006028,-0.16416965384620086
core_partial_factorial,6,1,256,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.03542448118172875,0.11675841941856173,0.8515625,0.04134410000006028,-0.16500548419235495
core_partial_factorial,6,1,256,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.03542448118172875,0.11675841941856173,0.8515625,0.04134410000006028,-0.16625922971158558
core_partial_factorial,6,1,256,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.03670451981601248,0.08484310806316828,0.87890625,0.041318499999761116,-0.16934991630911056
core_partial_factorial,6,1,256,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.03670451981601248,0.08484310806316828,0.87890625,0.041318499999761116,-0.1701805663928021
core_partial_factorial,6,1,256,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.03670451981601248,0.08484310806316828,0.87890625,0.041318499999761116,-0.1714265415183378
core_partial_factorial,6,1,2048,11,3,7,8,0.0,0.0,0.0,ideal,0,-0.03852693910166942,0.0,1.0,0.09487540000009176,-0.1775394886654047
core_partial_factorial,6,1,2048,11,3,7,8,0.0,0.0,0.0,ideal,10,-0.03852693910166942,0.0,1.0,0.09487540000009176,-0.17836194917673898
core_partial_factorial,6,1,2048,11,3,7,8,0.0,0.0,0.0,ideal,25,-0.03852693910166942,0.0,1.0,0.09487540000009176,-0.17959563994374128
core_partial_factorial,6,1,2048,23,3,7,8,0.0,0.0,0.0,ideal,0,-0.03852693910166942,0.0,1.0,0.09027820000028441,-0.1775394886654047
core_partial_factorial,6,1,2048,23,3,7,8,0.0,0.0,0.0,ideal,10,-0.03852693910166942,0.0,1.0,0.09027820000028441,-0.17836194917673898
core_partial_factorial,6,1,2048,23,3,7,8,0.0,0.0,0.0,ideal,25,-0.03852693910166942,0.0,1.0,0.09027820000028441,-0.17959563994374128
core_partial_factorial,6,1,2048,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.03852693910166942,0.0,0.86181640625,0.0738389999996798,-0.1775394886654047
core_partial_factorial,6,1,2048,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.03852693910166942,0.0,0.86181640625,0.0738389999996798,-0.17836194917673898
core_partial_factorial,6,1,2048,11,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.03852693910166942,0.0,0.86181640625,0.0738389999996798,-0.17959563994374128
core_partial_factorial,6,1,2048,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.03810933904472036,0.010839170374687939,0.861328125,0.1225179000002754,-0.15764432503556747
core_partial_factorial,6,1,2048,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.03810933904472036,0.010839170374687939,0.861328125,0.1225179000002754,-0.15848668071053218
core_partial_factorial,6,1,2048,23,3,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.03810933904472036,0.010839170374687939,0.861328125,0.1225179000002754,-0.15975021422297886
core_partial_factorial,6,1,2048,11,4,7,8,0.0,0.0,0.0,ideal,0,-0.04010735223598232,0.0,1.0,0.12250680000033753,-0.15692371996715193
core_partial_factorial,6,1,2048,11,4,7,8,0.0,0.0,0.0,ideal,10,-0.04010735223598232,0.0,1.0,0.12250680000033753,-0.15776679624718537
core_partial_factorial,6,1,2048,11,4,7,8,0.0,0.0,0.0,ideal,25,-0.04010735223598232,0.0,1.0,0.12250680000033753,-0.15903141066723436
