fold,configuration,selector,solver,selected_tickers,objective,optimality_gap,feasibility_rate,turnover,transaction_cost,covariance_method,expected_return_source
10,xgboost_xy_qaoa,xgboost,xy_qaoa_dicke_ideal_statevector,CTG|BRC|SZL|SMB,-0.06482324552740337,0.0,1.0,2.0,0.004494051669358883,ewma,xgboost_calibrated
10,adaptive_penalty_qaoa,adaptive,penalty_qaoa_ideal_statevector,CTG|MBB|IMP|SAB,-0.05838669340872113,0.0005758968806301647,0.4970703125,2.0,0.004333107454815108,ewma,xgboost_calibrated
10,adaptive_xy_qaoa,adaptive,xy_qaoa_dicke_ideal_statevector,CTG|VNM|IMP|SAB,-0.058420337498852656,0.0,1.0,2.0,0.004333107210940859,ewma,xgboost_calibrated
10,adaptive_simulated_annealing,adaptive,simulated_annealing,CTG|VNM|IMP|SAB,-0.058420337498852656,0.0,1.0,2.0,0.004333107210940859,ewma,xgboost_calibrated
11,liquidity_topk_exact,liquidity,exact,SHB|FPT|VIC|HDB,-0.06526131276637398,0.0,1.0,1.6000000000049506,0.0037056819069830266,ewma,ewma
11,ewma_topk_exact,ewma,exact,HID|VTB|GEE|VIC,-0.4586752501756531,0.0,1.0,1.9999999999815705,0.004594303240323383,ewma,ewma
11,xgboost_topk_exact,xgboost,exact,STB|SZL|HTG|SMB,-0.0059018287487667565,0.0,1.0,0.986729721993495,0.002160964935678061,ewma,xgboost_calibrated
11,adaptive_exact,adaptive,exact,DXG|STB|GAS|SMB,0.009247979192730663,0.0,1.0,1.9999999999999944,0.004490986455718511,ewma,xgboost_calibrated
11,xgboost_penalty_qaoa,xgboost,penalty_qaoa_ideal_statevector,STB|SZL|HTG|SMB,-0.0059018287487667565,0.0,0.49951171875,1.2379818006718937,0.002737674375540265,ewma,xgboost_calibrated
11,xgboost_xy_qaoa,xgboost,xy_qaoa_dicke_ideal_statevector,STB|SZL|HTG|SMB,-0.0059018287487667565,0.0,1.0,0.986729721993495,0.002160964935678061,ewma,xgboost_calibrated
11,adaptive_penalty_qaoa,adaptive,penalty_qaoa_ideal_statevector,VIX|STB|GAS|SMB,0.011240545825415553,0.2154596794546942,0.474609375,1.9999999999999927,0.004608302530674361,ewma,xgboost_calibrated
11,adaptive_xy_qaoa,adaptive,xy_qaoa_dicke_ideal_statevector,DXG|STB|GAS|SMB,0.009247979192730663,0.0,1.0,1.9999999999999944,0.004490986455718511,ewma,xgboost_calibrated
11,adaptive_simulated_annealing,adaptive,simulated_annealing,DXG|STB|GAS|SMB,0.009247979192730663,0.0,1.0,1.9999999999999944,0.004490986455718511,ewma,xgboost_calibrated
