fold,decision_time,ticker,security_id,company_name,sector,signal,xgboost_expected_return,selected_by_solver,target_weight,previous_weight,trade_weight,estimated_cost,liquidity_20d,adv_20d,adv_participation,selection_reason
11,2025-11-28,SMB,VN000000SMB9,Công ty Cổ phần Bia Sài Gòn - Miền Trung,,0.5547259449958801,0.008151206102129216,True,0.4,0.0,0.4,78231.44303840122,20.685291347973095,962737500.0,0.04154818940780846,selected_by_xy_qaoa_then_classical_weighting
11,2025-11-28,DXG,VN000000DXG7,Công ty Cổ phần Bluemarq Group,,0.5882830619812012,0.023142673232242644,True,0.3999999999999978,0.0,0.3999999999999978,60978.051535816594,26.535972663195803,334523397982.1273,0.00011957310083923298,selected_by_xy_qaoa_then_classical_weighting
11,2025-11-28,GAS,VN000000GAS3,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,,0.5492275357246399,0.005694820415189372,True,0.11393754472963259,0.0,0.11393754472963259,17495.386840789994,24.533090543878156,45142525000.0,0.0002523951523084555,selected_by_xy_qaoa_then_classical_weighting
11,2025-11-28,STB,VN000000STB4,Ngân hàng Thương mại Cổ phần Sài Gòn Tài Lộc,,0.5657150745391846,0.013060542455698293,True,0.08606245527036407,0.0,0.08606245527036407,12992.247277790728,26.863160402055726,464004646000.0,1.854775722878518e-05,selected_by_xy_qaoa_then_classical_weighting
