policy_id,lookback,threshold,switching_cost_bps,sample,method,mean_exposure,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_zero_rf,sortino_zero_rf,maximum_drawdown
MG_L200_T-2_C50,200,-0.02,50.0,bridge,QAUR,1.0,22,-0.004261013285338566,-0.04773531502797379,0.17620952118709393,-0.27090088382505667,-0.4735245860962242,-0.050549381198343624
MG_L200_T-2_C50,200,-0.02,50.0,development,AUR,0.6206896551724138,604,-0.033783150707695,-0.01423623741446256,0.12737403567888964,-0.11176718503567055,-0.09907307397656816,-0.3020331947999101
MG_L200_T-2_C50,200,-0.02,50.0,development,QAUR,0.6206896551724138,604,-0.033783150707695,-0.01423623741446256,0.12737403567888964,-0.11176718503567055,-0.09907307397656816,-0.3020331947999101
MG_L200_T-2_C50,200,-0.02,50.0,historical_holdout,AUR,0.9333333333333333,312,0.14804363815531185,0.11796430010192283,0.1355023817239521,0.8705699383368909,1.0686189884471753,-0.13096078514839304
MG_L200_T-2_C50,200,-0.02,50.0,historical_holdout,QAUR,0.9333333333333333,312,0.20936262795852678,0.1659509627653144,0.13890520380855834,1.1947065928072143,1.502001234463308,-0.13096078514839304
MG_L200_T-2_C50,200,-0.02,50.0,observed_2026,AUR,0.875,160,0.15099076732781036,0.2479240310378652,0.14794132704127477,1.6758267348020734,2.5877339185880923,-0.10778780420055822
MG_L200_T-2_C50,200,-0.02,50.0,observed_2026,QAUR,0.875,160,0.15092337176760307,0.24780894547595644,0.14794873100319905,1.6749649949386733,2.5862583543140842,-0.10778780420055745
MG_L200_T-2_C100,200,-0.02,100.0,bridge,AUR,1.0,22,0.0016570682302721185,0.019146237094389118,0.13637363349341663,0.14039544598123063,0.39307262830926787,-0.05739971099287133
MG_L200_T-2_C100,200,-0.02,100.0,bridge,QAUR,1.0,22,-0.004261013285338566,-0.04773531502797379,0.17620952118709393,-0.27090088382505667,-0.4735245860962242,-0.050549381198343624
MG_L200_T-2_C100,200,-0.02,100.0,development,AUR,0.6206896551724138,604,-0.04827445976315958,-0.020431766690629294,0.12773269265247367,-0.15995722212024951,-0.1419658230669513,-0.30203319479990987
MG_L200_T-2_C100,200,-0.02,100.0,development,QAUR,0.6206896551724138,604,-0.04827445976315958,-0.020431766690629294,0.12773269265247367,-0.15995722212024951,-0.1419658230669513,-0.30203319479990987
MG_L200_T-2_C100,200,-0.02,100.0,historical_holdout,AUR,0.9333333333333333,312,0.13652096514295886,0.10889258655481959,0.13604744791133758,0.8004015380412364,0.9814329979461703,-0.13096078514839304
MG_L200_T-2_C100,200,-0.02,100.0,historical_holdout,QAUR,0.9333333333333333,312,0.19724733660211968,0.15650767200426619,0.13933769407493224,1.123225650053462,1.4132369723563802,-0.13096078514839304
MG_L200_T-2_C100,200,-0.02,100.0,observed_2026,AUR,0.875,160,0.14520689412515808,0.23806152476699904,0.14839094900547778,1.6042860185374994,2.4809640172290357,-0.10778780420055822
MG_L200_T-2_C100,200,-0.02,100.0,observed_2026,QAUR,0.875,160,0.14513983723610768,0.2379473487412862,0.14839831120661787,1.6034370391856243,2.4795166387219814,-0.10778780420055745
MG_L200_T0_C0,200,0.0,0.0,bridge,AUR,1.0,22,0.0016570682302721185,0.019146237094389118,0.13637363349341663,0.14039544598123063,0.39307262830926787,-0.05739971099287133
MG_L200_T0_C0,200,0.0,0.0,bridge,QAUR,1.0,22,-0.004261013285338566,-0.04773531502797379,0.17620952118709393,-0.27090088382505667,-0.4735245860962242,-0.050549381198343624
MG_L200_T0_C0,200,0.0,0.0,development,AUR,0.5862068965517241,604,-0.05100899805000725,-0.02160702839776185,0.12643395699491178,-0.170895769707116,-0.1477421394898617,-0.30203319479990975
MG_L200_T0_C0,200,0.0,0.0,development,QAUR,0.5862068965517241,604,-0.05100899805000725,-0.02160702839776185,0.12643395699491178,-0.170895769707116,-0.1477421394898617,-0.30203319479990975
MG_L200_T0_C0,200,0.0,0.0,historical_holdout,AUR,0.9333333333333333,312,0.1596244284353805,0.12706414349929318,0.13525306778469334,0.9394547981829444,1.1466188173589134,-0.13096078514839304
