fold,strategy,turnover,commission_cost,sell_tax_cost,slippage_cost,market_impact_cost,transaction_cost
0,adaptive_exact,0.9999999999999999,0.0009999999999999998,0.0,0.0004999999999999999,4.132821201434132e-05,0.001541328212014341
0,adaptive_penalty_qaoa,1.0,0.001,0.0,0.0005,6.161412539219973e-05,0.0015616141253921997
0,adaptive_simulated_annealing,0.9999999999999999,0.0009999999999999998,0.0,0.0004999999999999999,4.132821201434132e-05,0.001541328212014341
0,adaptive_xy_qaoa,0.9999999999999987,0.0009999999999999987,0.0,0.0004999999999999994,4.575312426668874e-05,0.0015457531242666868
0,equal_weight_candidates,1.0,0.0009999999999999998,0.0,0.0004999999999999999,9.742667709330301e-05,0.001597426677093303
0,equal_weight_universe,1.0,0.001,0.0,0.0005,2.882422718730406e-05,0.001528824227187304
0,ewma_topk_exact,1.0000000000000284,0.0010000000000000284,0.0,0.0005000000000000142,0.0002876197578537744,0.0017876197578538173
0,full_pipeline_xy_qaoa,0.221172072265625,0.000221172072265625,0.0,0.0001105860361328125,4.3505758289665225e-06,0.000336108684227404
0,liquidity_topk_exact,0.999999999996917,0.000999999999996917,0.0,0.0004999999999984585,0.0002876197578528799,0.0017876197578482553
0,markowitz_mean_variance,1.0,0.001,0.0,0.0005,0.0002709098612399236,0.0017709098612399238
0,minimum_variance,1.0000000000000002,0.001,0.0,0.0005,0.0001221246591094751,0.0016221246591094753
0,xgboost_penalty_qaoa,0.999999999999996,0.0009999999999999961,0.0,0.0004999999999999981,0.00019621570533073608,0.00169621570533073
0,xgboost_topk_exact,1.0,0.001,0.0,0.0005,0.000250447249071531,0.001750447249071531
0,xgboost_xy_qaoa,1.0,0.001,0.0,0.0005,0.000250447249071531,0.001750447249071531
1,adaptive_exact,1.9999999999999625,0.0019999999999999623,0.0009999999999999998,0.0009999999999999812,0.00030828174212979174,0.004308281742129735
1,adaptive_penalty_qaoa,1.9999999999999625,0.0019999999999999627,0.001,0.0009999999999999814,0.00031741768432751324,0.004317417684327457
1,adaptive_simulated_annealing,1.9999999999999625,0.0019999999999999623,0.0009999999999999998,0.0009999999999999812,0.00030828174212979174,0.004308281742129735
1,adaptive_xy_qaoa,1.9999999999999614,0.0019999999999999614,0.0009999999999999987,0.0009999999999999807,0.00032619562658581073,0.004326195626585752
1,equal_weight_candidates,1.148889475750674,0.0011488894757506738,0.0005744447378753369,0.0005744447378753369,0.00011838908749800005,0.002416168038999348
