fold,decision_time,signal_mode,selected_xgboost_weight,selected_technical_weight,validation_mean_daily_rank_ic,validation_rank_ic_standard_error,validation_objective,validation_days,validation_positive_ic_ratio,grid,calibration_method,calibration_slope,calibration_r_squared
20,2023-12-29,validation_blend,1.0,0.0,0.05496589955917212,0.043467821291488705,0.04409894423629994,30,0.43333333333333335,"[{""technical_weight"": 0.75, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": -0.10160765277017922, ""validation_objective"": -0.11261318151430398, ""validation_positive_ic_ratio"": 0.36666666666666664, ""validation_rank_ic_standard_error"": 0.04402211497649905, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": -0.030499653205935846, ""validation_objective"": -0.043121437438137414, ""validation_positive_ic_ratio"": 0.4, ""validation_rank_ic_standard_error"": 0.050487136928806284, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": 0.021426308808193018, ""validation_objective"": 0.009378632388896685, ""validation_positive_ic_ratio"": 0.43333333333333335, ""validation_rank_ic_standard_error"": 0.04819070567718533, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": 0.05496589955917212, ""validation_objective"": 0.04409894423629994, ""validation_positive_ic_ratio"": 0.43333333333333335, ""validation_rank_ic_standard_error"": 0.043467821291488705, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.017149281044341696,0.0028260715275948423
21,2024-01-30,validation_blend,1.0,0.0,-0.02099295265976606,0.026154452152160664,-0.027531565697806227,32,0.5,"[{""technical_weight"": 0.75, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": -0.0879906927163366, ""validation_objective"": -0.09615847423767585, ""validation_positive_ic_ratio"": 0.40625, ""validation_rank_ic_standard_error"": 0.032671126085356966, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": -0.06291169361606463, ""validation_objective"": -0.07140507366752029, ""validation_positive_ic_ratio"": 0.53125, ""validation_rank_ic_standard_error"": 0.03397352020582264, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": -0.03782988044822078, ""validation_objective"": -0.045487513092654995, ""validation_positive_ic_ratio"": 0.53125, ""validation_rank_ic_standard_error"": 0.030630530577736854, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": -0.02099295265976606, ""validation_objective"": -0.027531565697806227, ""validation_positive_ic_ratio"": 0.5, ""validation_rank_ic_standard_error"": 0.026154452152160664, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,-0.011390903062999141,0.002280572348549059
22,2024-02-28,validation_blend,1.0,0.0,0.12305737250604998,0.012610263836728482,0.11990480654686786,32,0.9375,"[{""technical_weight"": 0.75, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.05629683717723993, ""validation_objective"": 0.05253177085837724, ""validation_positive_ic_ratio"": 0.6875, ""validation_rank_ic_standard_error"": 0.015060265275450775, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.10672490719301472, ""validation_objective"": 0.10293455280363274, ""validation_positive_ic_ratio"": 0.90625, ""validation_rank_ic_standard_error"": 0.015161417557527904, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.12296583506751046, ""validation_objective"": 0.11963145451495934, ""validation_positive_ic_ratio"": 0.9375, ""validation_rank_ic_standard_error"": 0.013337522210204535, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.12305737250604998, ""validation_objective"": 0.11990480654686786, ""validation_positive_ic_ratio"": 0.9375, ""validation_rank_ic_standard_error"": 0.012610263836728482, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.02703740376258082,0.015278646282669728
23,2024-03-29,validation_blend,0.75,0.25,0.15749151534596798,0.01414834756549736,0.15395442845459364,30,1.0,"[{""technical_weight"": 0.75, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": 0.12368785035296298, ""validation_objective"": 0.11953853369771351, ""validation_positive_ic_ratio"": 0.8333333333333334, ""validation_rank_ic_standard_error"": 0.016597266620997864, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": 0.15667790888061076, ""validation_objective"": 0.1528561678789506, ""validation_positive_ic_ratio"": 1.0, ""validation_rank_ic_standard_error"": 0.01528696400664062, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": 0.15749151534596798, ""validation_objective"": 0.15395442845459364, ""validation_positive_ic_ratio"": 1.0, ""validation_rank_ic_standard_error"": 0.01414834756549736, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": 0.1422545071550939, ""validation_objective"": 0.13888700317317895, ""validation_positive_ic_ratio"": 1.0, ""validation_rank_ic_standard_error"": 0.013470015927659852, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.05043387570024026,0.024087291587845505
24,2024-04-29,validation_blend,0.5,0.5,0.11127313731216697,0.012283507997929282,0.10820226031268465,31,0.9354838709677419,"[{""technical_weight"": 0.75, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.09514849389197971, ""validation_objective"": 0.09219573950806159, ""validation_positive_ic_ratio"": 0.9032258064516129, ""validation_rank_ic_standard_error"": 0.011811017535672473, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.11127313731216697, ""validation_objective"": 0.10820226031268465, ""validation_positive_ic_ratio"": 0.9354838709677419, ""validation_rank_ic_standard_error"": 0.012283507997929282, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.10122744344234348, ""validation_objective"": 0.09863091396930129, ""validation_positive_ic_ratio"": 0.9354838709677419, ""validation_rank_ic_standard_error"": 0.010386117892168766, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.08470646683153601, ""validation_objective"": 0.08235192239957516, ""validation_positive_ic_ratio"": 0.967741935483871, ""validation_rank_ic_standard_error"": 0.009418177727843416, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.03980883138016777,0.009837000288296927
25,2024-05-30,validation_blend,1.0,0.0,0.14249880344158689,0.005138566313682551,0.14121416186316624,32,1.0,"[{""technical_weight"": 0.75, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.034298192664691585, ""validation_objective"": 0.030250233605272105, ""validation_positive_ic_ratio"": 0.625, ""validation_rank_ic_standard_error"": 0.016191836237677917, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.11017404835173457, ""validation_objective"": 0.10782659752759695, ""validation_positive_ic_ratio"": 1.0, ""validation_rank_ic_standard_error"": 0.009389803296550474, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.14115722860630556, ""validation_objective"": 0.13994676837626324, ""validation_positive_ic_ratio"": 1.0, ""validation_rank_ic_standard_error"": 0.004841840920169259, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.14249880344158689, ""validation_objective"": 0.14121416186316624, ""validation_positive_ic_ratio"": 1.0, ""validation_rank_ic_standard_error"": 0.005138566313682551, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.02987727523576392,0.010613364293407312
26,2024-06-28,validation_blend,1.0,0.0,0.005159801298037492,0.022250985532153225,-0.0004029450850008146,30,0.7,"[{""technical_weight"": 0.75, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": -0.08824258727270501, ""validation_objective"": -0.09402755866256343, ""validation_positive_ic_ratio"": 0.23333333333333334, ""validation_rank_ic_standard_error"": 0.02313988555943369, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": -0.05082347138069557, ""validation_objective"": -0.057086204546596395, ""validation_positive_ic_ratio"": 0.4, ""validation_rank_ic_standard_error"": 0.02505093266360331, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": -0.016742950729356106, ""validation_objective"": -0.022776891810680683, ""validation_positive_ic_ratio"": 0.6, ""validation_rank_ic_standard_error"": 0.0241357643252983, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": 0.005159801298037492, ""validation_objective"": -0.0004029450850008146, ""validation_positive_ic_ratio"": 0.7, ""validation_rank_ic_standard_error"": 0.022250985532153225, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,-0.003557074182514863,0.00011012525594644718
27,2024-07-30,validation_blend,0.75,0.25,0.0559927177163128,0.016403585646050677,0.05189182130480013,32,0.625,"[{""technical_weight"": 0.75, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.027257333376358345, ""validation_objective"": 0.022492781843572264, ""validation_positive_ic_ratio"": 0.625, ""validation_rank_ic_standard_error"": 0.019058206131144322, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.04658609706368272, ""validation_objective"": 0.04265483503812907, ""validation_positive_ic_ratio"": 0.59375, ""validation_rank_ic_standard_error"": 0.015725048102214593, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.0559927177163128, ""validation_objective"": 0.05189182130480013, ""validation_positive_ic_ratio"": 0.625, ""validation_rank_ic_standard_error"": 0.016403585646050677, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.0551296578440722, ""validation_objective"": 0.050633540969611125, ""validation_positive_ic_ratio"": 0.625, ""validation_rank_ic_standard_error"": 0.0179844674978443, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.014416609431116587,0.001183917097033027
28,2024-08-30,validation_blend,0.25,0.75,0.14033814661360774,0.014210360833521968,0.13678555640522724,31,1.0,"[{""technical_weight"": 0.75, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.14033814661360774, ""validation_objective"": 0.13678555640522724, ""validation_positive_ic_ratio"": 1.0, ""validation_rank_ic_standard_error"": 0.014210360833521968, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.13742853750176554, ""validation_objective"": 0.13542881140410337, ""validation_positive_ic_ratio"": 1.0, ""validation_rank_ic_standard_error"": 0.00799890439064862, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.11215007371832529, ""validation_objective"": 0.11030736743006823, ""validation_positive_ic_ratio"": 1.0, ""validation_rank_ic_standard_error"": 0.007370825153028205, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.0821099559266132, ""validation_objective"": 0.0798879048159793, ""validation_positive_ic_ratio"": 0.967741935483871, ""validation_rank_ic_standard_error"": 0.008888204442535649, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.070132913216967,0.01797266401957176
29,2024-09-27,validation_blend,0.75,0.25,0.06394661105671925,0.015955517969946875,0.059957731564232536,31,0.6774193548387096,"[{""technical_weight"": 0.75, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.018106112974384456, ""validation_objective"": 0.013310767055213139, ""validation_positive_ic_ratio"": 0.5161290322580645, ""validation_rank_ic_standard_error"": 0.019181383676685267, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.04817061186935005, ""validation_objective"": 0.04562005615778198, ""validation_positive_ic_ratio"": 0.7741935483870968, ""validation_rank_ic_standard_error"": 0.010202222846272275, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.06394661105671925, ""validation_objective"": 0.059957731564232536, ""validation_positive_ic_ratio"": 0.6774193548387096, ""validation_rank_ic_standard_error"": 0.015955517969946875, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.06382391336539965, ""validation_objective"": 0.05877283594109196, ""validation_positive_ic_ratio"": 0.5806451612903226, ""validation_rank_ic_standard_error"": 0.020204309697230777, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.02145188884991764,0.0029534393464127895
30,2024-10-30,validation_blend,1.0,0.0,0.12498564587728067,0.011305272856693284,0.12215932766310734,32,1.0,"[{""technical_weight"": 0.75, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.02067547034552067, ""validation_objective"": 0.0169641693275989, ""validation_positive_ic_ratio"": 0.6875, ""validation_rank_ic_standard_error"": 0.01484520407168707, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.08754167000050012, ""validation_objective"": 0.08581969240397377, ""validation_positive_ic_ratio"": 0.96875, ""validation_rank_ic_standard_error"": 0.006887910386105379, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.1163354588755742, ""validation_objective"": 0.11430565111906227, ""validation_positive_ic_ratio"": 1.0, ""validation_rank_ic_standard_error"": 0.008119231026047705, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.12498564587728067, ""validation_objective"": 0.12215932766310734, ""validation_positive_ic_ratio"": 1.0, ""validation_rank_ic_standard_error"": 0.011305272856693284, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.020644153741175127,0.009005604254785915
31,2024-11-29,validation_blend,1.0,0.0,0.07756249719665093,0.008107246786789335,0.0755356854999536,31,0.9354838709677419,"[{""technical_weight"": 0.75, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.04871275886478988, ""validation_objective"": 0.046261239542605616, ""validation_positive_ic_ratio"": 0.7419354838709677, ""validation_rank_ic_standard_error"": 0.009806077288737053, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.06784734612677643, ""validation_objective"": 0.06551205375424587, ""validation_positive_ic_ratio"": 0.8709677419354839, ""validation_rank_ic_standard_error"": 0.009341169490122219, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.07764077704614349, ""validation_objective"": 0.07546619124186842, ""validation_positive_ic_ratio"": 0.9032258064516129, ""validation_rank_ic_standard_error"": 0.008698343217100283, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.07756249719665093, ""validation_objective"": 0.0755356854999536, ""validation_positive_ic_ratio"": 0.9354838709677419, ""validation_rank_ic_standard_error"": 0.008107246786789335, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.01335240946249205,0.003881658608383076
32,2024-12-30,validation_blend,1.0,0.0,0.04915154152519262,0.01092659917375307,0.04641989173175435,32,0.75,"[{""technical_weight"": 0.75, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.031289117456342844, ""validation_objective"": 0.028451129593484843, ""validation_positive_ic_ratio"": 0.75, ""validation_rank_ic_standard_error"": 0.011351951451431995, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.04370624847241549, ""validation_objective"": 0.040803082277730426, ""validation_positive_ic_ratio"": 0.75, ""validation_rank_ic_standard_error"": 0.011612664778740274, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.04793552730160591, ""validation_objective"": 0.045143694813993114, ""validation_positive_ic_ratio"": 0.78125, ""validation_rank_ic_standard_error"": 0.011167329950451188, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.04915154152519262, ""validation_objective"": 0.04641989173175435, ""validation_positive_ic_ratio"": 0.75, ""validation_rank_ic_standard_error"": 0.01092659917375307, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.0039946224600989335,0.00026765360329283894
33,2025-01-30,validation_blend,1.0,0.0,0.09282565207966653,0.009679319339219982,0.09040582224486153,32,0.96875,"[{""technical_weight"": 0.75, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.042598466572066236, ""validation_objective"": 0.04022581287306746, ""validation_positive_ic_ratio"": 0.84375, ""validation_rank_ic_standard_error"": 0.009490614795995101, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.07372340129594165, ""validation_objective"": 0.07140310880697864, ""validation_positive_ic_ratio"": 0.90625, ""validation_rank_ic_standard_error"": 0.00928116995585207, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.08731202628426402, ""validation_objective"": 0.08481523350387307, ""validation_positive_ic_ratio"": 0.9375, ""validation_rank_ic_standard_error"": 0.009987171121563762, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.09282565207966653, ""validation_objective"": 0.09040582224486153, ""validation_positive_ic_ratio"": 0.96875, ""validation_rank_ic_standard_error"": 0.009679319339219982, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.013877922772441582,0.0032465744104430705
34,2025-02-27,validation_blend,1.0,0.0,0.1085001604193851,0.00799044588062021,0.10650254894923004,32,1.0,"[{""technical_weight"": 0.75, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.0348772664440264, ""validation_objective"": 0.03262039700112705, ""validation_positive_ic_ratio"": 0.78125, ""validation_rank_ic_standard_error"": 0.009027477771597413, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.0753674315285507, ""validation_objective"": 0.07308001957472111, ""validation_positive_ic_ratio"": 0.9375, ""validation_rank_ic_standard_error"": 0.00914964781531836, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.09723222568985093, ""validation_objective"": 0.09503035078693749, ""validation_positive_ic_ratio"": 0.96875, ""validation_rank_ic_standard_error"": 0.008807499611653799, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.1085001604193851, ""validation_objective"": 0.10650254894923004, ""validation_positive_ic_ratio"": 1.0, ""validation_rank_ic_standard_error"": 0.00799044588062021, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.016710663847183806,0.005095528180066311
35,2025-03-28,validation_blend,1.0,0.0,0.1061695086348906,0.011610055881622262,0.10326699466448502,30,0.9666666666666667,"[{""technical_weight"": 0.75, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": 0.0012183526333630489, ""validation_objective"": -0.002193346824309914, ""validation_positive_ic_ratio"": 0.5333333333333333, ""validation_rank_ic_standard_error"": 0.01364679783069185, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": 0.05575105945429838, ""validation_objective"": 0.05272335745631782, ""validation_positive_ic_ratio"": 0.8666666666666667, ""validation_rank_ic_standard_error"": 0.012110807991922228, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": 0.0913036244866658, ""validation_objective"": 0.08839266033759048, ""validation_positive_ic_ratio"": 0.9666666666666667, ""validation_rank_ic_standard_error"": 0.01164385659630128, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": 0.1061695086348906, ""validation_objective"": 0.10326699466448502, ""validation_positive_ic_ratio"": 0.9666666666666667, ""validation_rank_ic_standard_error"": 0.011610055881622262, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.01625562795839876,0.003784118727479413
36,2025-04-29,validation_blend,1.0,0.0,0.029885715209299852,0.010000003697531984,0.027385714284916856,30,0.7,"[{""technical_weight"": 0.75, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": -0.03632585804205625, ""validation_objective"": -0.03954244285936425, ""validation_positive_ic_ratio"": 0.4, ""validation_rank_ic_standard_error"": 0.012866339269232004, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": -0.009286522039980784, ""validation_objective"": -0.01141726276585859, ""validation_positive_ic_ratio"": 0.5666666666666667, ""validation_rank_ic_standard_error"": 0.008522962903511216, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": 0.014994705790066575, ""validation_objective"": 0.012908313489216764, ""validation_positive_ic_ratio"": 0.6, ""validation_rank_ic_standard_error"": 0.008345569203399248, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": 0.029885715209299852, ""validation_objective"": 0.027385714284916856, ""validation_positive_ic_ratio"": 0.7, ""validation_rank_ic_standard_error"": 0.010000003697531984, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.002714315635770117,7.687902888331433e-05
37,2025-05-30,validation_blend,0.25,0.75,0.08814196494434229,0.024939126504633858,0.08190718331818382,31,0.8064516129032258,"[{""technical_weight"": 0.75, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.08814196494434229, ""validation_objective"": 0.08190718331818382, ""validation_positive_ic_ratio"": 0.8064516129032258, ""validation_rank_ic_standard_error"": 0.024939126504633858, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.08137486341372015, ""validation_objective"": 0.07804517827400989, ""validation_positive_ic_ratio"": 0.8064516129032258, ""validation_rank_ic_standard_error"": 0.01331874055884104, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.07062130459146507, ""validation_objective"": 0.06749930469938561, ""validation_positive_ic_ratio"": 0.8387096774193549, ""validation_rank_ic_standard_error"": 0.012487999568317804, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.056821681522804444, ""validation_objective"": 0.05293594174252308, ""validation_positive_ic_ratio"": 0.7741935483870968, ""validation_rank_ic_standard_error"": 0.015542959121125464, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.05853937995130178,0.008706867513776473
38,2025-06-27,validation_blend,1.0,0.0,0.11519401367048304,0.02991691370016469,0.10771478524544187,31,0.7096774193548387,"[{""technical_weight"": 0.75, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": -0.12680928207522862, ""validation_objective"": -0.13554367848832236, ""validation_positive_ic_ratio"": 0.22580645161290322, ""validation_rank_ic_standard_error"": 0.03493758565237493, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.010897994770832467, ""validation_objective"": 0.00715175864067431, ""validation_positive_ic_ratio"": 0.5161290322580645, ""validation_rank_ic_standard_error"": 0.014984944520632626, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.09161986041016042, ""validation_objective"": 0.08551426927977057, ""validation_positive_ic_ratio"": 0.7419354838709677, ""validation_rank_ic_standard_error"": 0.024422364521559374, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 31, ""validation_mean_daily_rank_ic"": 0.11519401367048304, ""validation_objective"": 0.10771478524544187, ""validation_positive_ic_ratio"": 0.7096774193548387, ""validation_rank_ic_standard_error"": 0.02991691370016469, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.023018808097067453,0.004889449272847068
39,2025-07-30,validation_blend,1.0,0.0,0.03560417445520715,0.020781387244829565,0.030408827643999763,32,0.5625,"[{""technical_weight"": 0.75, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": -0.13034830771342987, ""validation_objective"": -0.1338807591849243, ""validation_positive_ic_ratio"": 0.0, ""validation_rank_ic_standard_error"": 0.014129805885977719, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": -0.0507345370142155, ""validation_objective"": -0.053864995379555414, ""validation_positive_ic_ratio"": 0.25, ""validation_rank_ic_standard_error"": 0.012521833461359669, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.008619250721151961, ""validation_objective"": 0.0041294950820650825, ""validation_positive_ic_ratio"": 0.53125, ""validation_rank_ic_standard_error"": 0.017959022556347515, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 32, ""validation_mean_daily_rank_ic"": 0.03560417445520715, ""validation_objective"": 0.030408827643999763, ""validation_positive_ic_ratio"": 0.5625, ""validation_rank_ic_standard_error"": 0.020781387244829565, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,0.005316022208967436,0.0004131812063702389
40,2025-08-29,validation_blend,1.0,0.0,-0.06718721264505315,0.017635955430455527,-0.07159620150266703,30,0.26666666666666666,"[{""technical_weight"": 0.75, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": -0.0966958121234212, ""validation_objective"": -0.10229736515670663, ""validation_positive_ic_ratio"": 0.13333333333333333, ""validation_rank_ic_standard_error"": 0.02240621213314178, ""xgboost_weight"": 0.25}, {""technical_weight"": 0.5, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": -0.09416296585696861, ""validation_objective"": -0.09913940915926901, ""validation_positive_ic_ratio"": 0.16666666666666666, ""validation_rank_ic_standard_error"": 0.0199057732092016, ""xgboost_weight"": 0.5}, {""technical_weight"": 0.25, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": -0.07944519876728558, ""validation_objective"": -0.08393680124067537, ""validation_positive_ic_ratio"": 0.3, ""validation_rank_ic_standard_error"": 0.017966409893559212, ""xgboost_weight"": 0.75}, {""technical_weight"": 0.0, ""validation_days"": 30, ""validation_mean_daily_rank_ic"": -0.06718721264505315, ""validation_objective"": -0.07159620150266703, ""validation_positive_ic_ratio"": 0.26666666666666666, ""validation_rank_ic_standard_error"": 0.017635955430455527, ""xgboost_weight"": 1.0}]",purged_validation_blended_signal_to_return,-0.024416454930886573,0.006046766858436969
