fold,decision_time,ticker,security_id,company_name,sector,signal,xgboost_signal,technical_factor_signal,xgboost_expected_return,optimization_expected_return,selected_by_solver,target_weight,previous_weight,trade_weight,estimated_cost,liquidity_20d,adv_20d,adv_participation,selection_reason
43,2025-11-28,SMB,VN000000SMB9,Công ty Cổ phần Bia Sài Gòn - Miền Trung,,0.9175167224080267,0.5547259449958801,0.7352842809364548,0.008151206102129216,0.007353949417297723,True,0.0804,0.0,0.0804,13702.915137073705,20.685291347973095,962737500.0,0.008351186070969501,selected_by_xy_qaoa_then_classical_weighting
43,2025-11-28,KOS,VN000000KOS6,Công ty Cổ phần KOSY,,0.8627926421404684,0.5359115600585938,0.6618729096989966,-0.0002540223173446432,0.003955188498419707,True,0.03895,0.0,0.03895,5978.673528634741,23.49168002988833,15933346750.0,0.0002444558611014977,selected_by_xy_qaoa_then_classical_weighting
43,2025-11-28,HTG,VN000000HTG6,Tổng Công ty Cổ phần Dệt may Hòa Thọ,,0.9145066889632107,0.5547259449958801,0.7232441471571905,0.008151206102129216,0.007167004584479379,True,0.03891666796875,0.0,0.03891666796875,6287.122266039439,21.10015689994438,1457745497.296875,0.0026696476196231725,selected_by_xy_qaoa_then_classical_weighting
43,2025-11-28,TLD,VN000000TLD5,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,,0.9036789297658863,0.5473689436912537,0.7351170568561872,0.00486450411033551,0.006494522477535597,True,0.03276,0.0,0.03276,5216.393932126198,21.376867370087655,1922452150.0,0.0017040736228467375,selected_by_xy_qaoa_then_classical_weighting
