cumulative_return,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,calmar,positive_day_ratio,observations,strategy,regime
-0.437248939125808,-0.5979547587243248,0.3358326548084871,-2.6279942716053712,-2.3566272136544195,-0.45612225547841934,-1.3109528235958134,0.4339622641509434,159,adaptive_exact,bear_high_vol
-0.029998424612245556,-0.4220318413967521,0.14901321002545273,-3.804845934744803,-8.79452588753747,-0.05361352156258614,-7.871742595831726,0.42857142857142855,14,adaptive_exact,bear_low_vol
-0.10773964842006045,-0.654918597391065,0.2699179088586276,-3.911334542414057,-2.823982222134026,-0.13064993003509895,-5.012774191422237,0.4444444444444444,27,adaptive_exact,bull_high_vol
1.0959245795283952,0.8897527960277984,0.2127397498000408,2.9622055837994057,5.280000542896,-0.09829659582564543,9.051715255795902,0.5324232081911263,293,adaptive_exact,bull_low_vol
0.1295531744442171,0.2809141639512174,0.19984879471816874,1.189954882316707,1.416770004758675,-0.06677404377453589,4.206936529105989,0.46774193548387094,124,adaptive_exact,sideway_high_vol
-0.21023733196832872,-0.16723887872849097,0.1857831164855252,-1.0500564749756842,-1.1384242394298267,-0.28026432943504587,-0.5967183874794537,0.47384615384615386,325,adaptive_exact,sideway_low_vol
-0.22697297157453922,-0.3350344995685618,0.38187401153817874,-0.9531885196268784,-1.1714341409781643,-0.3161441859115287,-1.059752209589328,0.4968553459119497,159,adaptive_penalty_qaoa,bear_high_vol
-0.006407233772948828,-0.10925872311198315,0.27983445468764845,-0.39127481759162314,-1.0059763238195158,-0.05438144675008805,-2.009117624510537,0.35714285714285715,14,adaptive_penalty_qaoa,bear_low_vol
-0.16998811435292693,-0.8242938726061729,0.3215036486976881,-5.32611327000609,-3.460287447207929,-0.19309697785007662,-4.268807734765104,0.37037037037037035,27,adaptive_penalty_qaoa,bull_high_vol
0.39154155562806703,0.3286681054705545,0.2562123963760854,1.1235440451882666,1.234683161469716,-0.28507011919338965,1.1529377628231468,0.5426621160409556,293,adaptive_penalty_qaoa,bull_low_vol
0.24184479887357968,0.5529914875405841,0.25366306361802204,1.7461666649556857,2.148976620111218,-0.11066012582343876,4.997206386904865,0.5403225806451613,124,adaptive_penalty_qaoa,sideway_high_vol
-0.42486365112336266,-0.3487766161577006,0.2661596314811727,-1.5867149425011324,-1.5955845302230023,-0.43404118156492955,-0.8035565079336281,0.4492307692307692,325,adaptive_penalty_qaoa,sideway_low_vol
-0.437248939125808,-0.5979547587243248,0.3358326548084871,-2.6279942716053712,-2.3566272136544195,-0.45612225547841934,-1.3109528235958134,0.4339622641509434,159,adaptive_simulated_annealing,bear_high_vol
-0.029998424612245556,-0.4220318413967521,0.14901321002545273,-3.804845934744803,-8.79452588753747,-0.05361352156258614,-7.871742595831726,0.42857142857142855,14,adaptive_simulated_annealing,bear_low_vol
-0.10773964842006045,-0.654918597391065,0.2699179088586276,-3.911334542414057,-2.823982222134026,-0.13064993003509895,-5.012774191422237,0.4444444444444444,27,adaptive_simulated_annealing,bull_high_vol
1.0959245795283952,0.8897527960277984,0.2127397498000408,2.9622055837994057,5.280000542896,-0.09829659582564543,9.051715255795902,0.5324232081911263,293,adaptive_simulated_annealing,bull_low_vol
0.1295531744442171,0.2809141639512174,0.19984879471816874,1.189954882316707,1.416770004758675,-0.06677404377453589,4.206936529105989,0.46774193548387094,124,adaptive_simulated_annealing,sideway_high_vol
-0.21023733196832872,-0.16723887872849097,0.1857831164855252,-1.0500564749756842,-1.1384242394298267,-0.28026432943504587,-0.5967183874794537,0.47384615384615386,325,adaptive_simulated_annealing,sideway_low_vol
-0.4131113494367916,-0.5702828997650725,0.33469691351230685,-2.439802469160536,-2.2416554023526687,-0.43918147588994805,-1.2985131001016454,0.4716981132075472,159,adaptive_xy_qaoa,bear_high_vol
-0.02810778795894686,-0.40141498984832635,0.15143845242278595,-3.5106993525030843,-7.919252066676984,-0.05182752998891549,-7.74520780624078,0.42857142857142855,14,adaptive_xy_qaoa,bear_low_vol
-0.11878047082388787,-0.6927784164522756,0.2587890850579384,-4.5375707495609,-3.1453934659283775,-0.1304627196477064,-5.310163840850569,0.37037037037037035,27,adaptive_xy_qaoa,bull_high_vol
0.7297913156233737,0.6021044915455078,0.2467891105197088,1.9150166165958762,2.715934778364593,-0.14239821957304188,4.228314745442893,0.5324232081911263,293,adaptive_xy_qaoa,bull_low_vol
0.16197152977070517,0.35673195721428086,0.20589046831672986,1.4405680429307925,1.8832530418141664,-0.06277958515444948,5.682292362025868,0.43548387096774194,124,adaptive_xy_qaoa,sideway_high_vol
-0.20920914218101228,-0.1663983533408323,0.20737087632330906,-0.9152148026474378,-1.0068908781863666,-0.3043879484954152,-0.5466653793730558,0.48,325,adaptive_xy_qaoa,sideway_low_vol
-0.3876908970342292,-0.5404119985878333,0.3306231337187577,-2.270768385717873,-2.0445766279525945,-0.3826743473284733,-1.4121981323298998,0.5031446540880503,159,equal_weight_candidates,bear_high_vol
-0.014288570221487329,-0.2282151242031102,0.17814792641138302,-1.5376475648686365,-3.727834031251182,-0.04539110457815232,-5.02774995947014,0.2857142857142857,14,equal_weight_candidates,bear_low_vol
-0.10779726457737537,-0.6551265163918755,0.24097755829425227,-4.414047969921663,-3.3531993638562527,-0.12524411019605253,-5.230797004077593,0.4074074074074074,27,equal_weight_candidates,bull_high_vol
1.0704566803350666,0.8699864602599692,0.21415296793374847,2.8959495730671754,4.26711239866986,-0.08924690630946319,9.748085353718544,0.5802047781569966,293,equal_weight_candidates,bull_low_vol
0.10603520334706329,0.22729736503257314,0.22329170772416423,0.8961589842002415,0.9025281583312917,-0.0955808896647109,2.378062872504239,0.5241935483870968,124,equal_weight_candidates,sideway_high_vol
-0.37229853575296334,-0.303083258144495,0.21481211911890907,-1.7087721682735588,-1.6465083389935193,-0.3889189420442205,-0.779296725820143,0.46153846153846156,325,equal_weight_candidates,sideway_low_vol
-0.3602476230653492,-0.5073401444643773,0.32397571349847654,-2.1107665752117977,-2.0951008867210037,-0.4142359072781797,-1.2247613872924674,0.5283018867924528,159,equal_weight_universe,bear_high_vol
-0.048562902022956767,-0.5918296424450258,0.17615615059999842,-5.16404830395088,-5.6144429445827875,-0.07336325290539358,-8.067112880180305,0.35714285714285715,14,equal_weight_universe,bear_low_vol
0.020733571151123176,0.21110664539937019,0.19730336221757708,0.9167189862544044,1.1327869832096091,-0.07587388739853496,2.782335960862425,0.6666666666666666,27,equal_weight_universe,bull_high_vol
0.6701089204776183,0.5544463188270516,0.13352483472267976,3.1520747910254503,4.119591017821542,-0.06412054764212016,8.646936734252739,0.6518771331058021,293,equal_weight_universe,bull_low_vol
0.22285081448944277,0.5051003390197477,0.1757402339983775,2.2467644884333065,3.1568172076555636,-0.06356340761597734,7.946401207300682,0.6209677419354839,124,equal_weight_universe,sideway_high_vol
-0.15715603950707369,-0.12415852912464909,0.1511199574047571,-0.9961861755620712,-0.9548984966416965,-0.1940786463712788,-0.6397330744317422,0.5446153846153846,325,equal_weight_universe,sideway_low_vol
-0.42008681135608905,-0.5783494640292033,0.4277363389916121,-1.8697394604715534,-2.0537642156964564,-0.42797781895302145,-1.3513538282054938,0.5283018867924528,159,ewma_topk_exact,bear_high_vol
-0.10453894914458894,-0.86296212740661,0.4255470507920979,-4.5219972269279385,-3.1332568566213306,-0.11463352671648586,-7.528008185082771,0.42857142857142855,14,ewma_topk_exact,bear_low_vol
0.1170505967427431,1.809828969421598,0.41431236271237315,2.6259281224322333,6.8458446923608225,-0.08824412573019347,20.509342173723297,0.48148148148148145,27,ewma_topk_exact,bull_high_vol
0.2936491768080849,0.24787141577053284,0.37401685985371164,0.6997836847259647,0.8526416544501527,-0.34888398200263326,0.7104694642262538,0.4948805460750853,293,ewma_topk_exact,bull_low_vol
0.6663753628761775,1.8229269147659402,0.3316294518899562,3.2101241108756455,8.140716240226414,-0.12702778653977198,14.350615439521869,0.5241935483870968,124,ewma_topk_exact,sideway_high_vol
-0.48805706452618525,-0.40497547439725057,0.403127674153819,-1.15836410031187,-1.6383825152778533,-0.5481350439050576,-0.7388242713184313,0.4369230769230769,325,ewma_topk_exact,sideway_low_vol
-0.10610675536940573,-0.1628710537655922,0.06544464758950477,-3.134590501872195,-3.581778655896184,-0.10565267355385999,-1.541570584889773,0.44654088050314467,159,full_pipeline_xy_qaoa,bear_high_vol
-0.006872534709361111,-0.11673734764481103,0.026787905676655125,-5.723847936025667,-22.607307275836778,-0.01113884084465977,-10.480206089018477,0.42857142857142855,14,full_pipeline_xy_qaoa,bear_low_vol
-0.021273264175417195,-0.18183627655762702,0.06777917925490105,-3.3632171821075323,-3.6854727294066,-0.030315111394940697,-5.998205785513748,0.48148148148148145,27,full_pipeline_xy_qaoa,bull_high_vol
0.3939242942265646,0.3306245955555265,0.11267542873649859,2.3302249787462257,3.2759323893986436,-0.06722175045989509,4.918416930436513,0.5324232081911263,293,full_pipeline_xy_qaoa,bull_low_vol
0.022668939207346472,0.04660827856230765,0.04201398605009724,0.40164013029881834,0.390829852515092,-0.014294206472791005,3.2606412011066457,0.5,124,full_pipeline_xy_qaoa,sideway_high_vol
-0.062414730013483966,-0.0487436122896322,0.03936262722570323,-2.000702768448739,-2.121061569283598,-0.07536075550279109,-0.6468036574796137,0.4646153846153846,325,full_pipeline_xy_qaoa,sideway_low_vol
-0.4109603448352186,-0.5677840698128664,0.4952639115561918,-1.5033178458708965,-1.8731875248766514,-0.5260444636683695,-1.0793461561279931,0.4716981132075472,159,liquidity_topk_exact,bear_high_vol
-0.043568735531596015,-0.551494518380391,0.18732622013335917,-4.344425877224334,-4.89016001537443,-0.06574296148355552,-8.388647330989766,0.42857142857142855,14,liquidity_topk_exact,bear_low_vol
-0.06684281598732089,-0.4757020380864092,0.3382524390213706,-1.8301348189719018,-1.980574380534996,-0.11534847837490736,-4.124042594998742,0.48148148148148145,27,liquidity_topk_exact,bull_high_vol
1.2208068564714023,0.986199790182122,0.3064154177629272,2.300324208972383,3.5620155582542647,-0.14890518213429405,6.623005163733603,0.5426621160409556,293,liquidity_topk_exact,bull_low_vol
0.3848986692488039,0.9381967758982124,0.2963178959758157,2.284386208648747,3.4181506121472465,-0.10605521912175708,8.846304629488456,0.5241935483870968,124,liquidity_topk_exact,sideway_high_vol
-0.26185550551990366,-0.20976027365017857,0.29217482503537595,-0.7594700020169264,-0.9791486504314064,-0.38864404978860834,-0.5397233632272811,0.4707692307692308,325,liquidity_topk_exact,sideway_low_vol
-0.5113782671552283,-0.6785960589432196,0.44741874247381824,-2.372525995297266,-2.380978898278642,-0.505750787830151,-1.3417597664150671,0.5157232704402516,159,markowitz_mean_variance,bear_high_vol
-0.11199502202759248,-0.8821099352286265,0.43368989986502726,-4.773487059696389,-2.985845479724656,-0.12166760507755237,-7.2501627254548096,0.35714285714285715,14,markowitz_mean_variance,bear_low_vol
0.1797174067070546,3.676574777920857,0.4671709730750973,3.473503692716857,11.886442828757994,-0.10929318824476697,33.639560131478675,0.5925925925925926,27,markowitz_mean_variance,bull_high_vol
0.3126914281485691,0.26365332406288866,0.38312048022666517,0.7249450226796609,0.8822667824953097,-0.37525300059242694,0.7026015079070617,0.5051194539249146,293,markowitz_mean_variance,bull_low_vol
0.8917239863286273,2.652972787246651,0.3734063496019892,3.582544123759785,12.256667364835668,-0.12677734042848,20.926237908763323,0.5080645161290323,124,markowitz_mean_variance,sideway_high_vol
