fold,decision_time,ticker,signal,xgboost_signal,technical_factor_signal,xgboost_expected_return,optimization_expected_return,ewma_signal,liquidity_20d,adv_20d,volatility_20d,signal_z,liquidity_z,risk_z,base_score,selected_candidate,decision_reason,eligible_count,selected_m,signal_dispersion,relative_signal_dispersion,average_abs_correlation,candidate_size_reason,aur_eligible,liquidity_floor,risk_ceiling,minimum_expected_return,expected_return_column,expected_return_filter_status,force_defensive_exposure,correlation_cluster,cluster_cap,sector_candidate_cap,weight,pre_trade_weight,trade_weight,transaction_cost,security_id,company_name,target_weight,previous_weight,selected_by_solver,estimated_cost,adv_participation,selection_reason
0,2022-04-29,GEX,0.9608843537414966,0.6123854517936707,0.15697278911564624,0.11906978837943355,0.09010307567405557,-0.007728436357550117,27.12142137829686,600735982702.9065,0.04359353238848279,1.5399975384053306,2.0315552633627387,0.9663992209172244,1.1820834744015074,True,selected_by_signal_liquidity_risk_and_correlation,269,8,0.27912286131116326,0.5161139699706305,0.2299669642332347,full_budget_supported,True,21.556967223638562,0.04695926680967176,0.0,optimization_expected_return,enforced,False,GEX,2,,,,0.0,,VN000000GEX5,Công ty Cổ phần Tập đoàn GELEX,0.0,0.0,False,0.0,0.0,aur_candidate_not_selected_by_xy_qaoa
0,2022-04-29,SHB,0.9659863945578231,0.613855242729187,0.21496598639455783,0.11981884999743653,0.09042002563682248,-0.006816163184313511,25.940255367612775,184378282561.85928,0.031996946733735245,1.5582763737265997,1.3952385097058921,-0.08398152878899683,1.1242412572060516,True,selected_by_signal_liquidity_risk_and_correlation,269,8,0.27912286131116326,0.5161139699706305,0.2299669642332347,full_budget_supported,True,21.556967223638562,0.04695926680967176,0.0,optimization_expected_return,enforced,False,SHB,2,,,,0.0,,VN000000SHB9,Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội,0.0,0.0,False,0.0,0.0,aur_candidate_not_selected_by_xy_qaoa
0,2022-04-29,PVD,0.9608843537414966,0.6123854517936707,0.12670068027210885,0.11906978837943355,0.09010307567405557,-0.008212053102655771,25.88738426902193,174883219157.98642,0.0406294414187216,1.5399975384053306,1.366755836217757,0.6979215682953435,0.9896753227940458,True,selected_by_signal_liquidity_risk_and_correlation,269,8,0.27912286131116326,0.5161139699706305,0.2299669642332347,full_budget_supported,True,21.556967223638562,0.04695926680967176,0.0,optimization_expected_return,enforced,False,PVD,2,,0.0531074658203125,0.0,0.0531074658203125,8.031560025150137e-05,VN000000PVD2,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,0.0531074658203125,0.0,True,8031.560025150137,3.036738806388059e-05,selected_by_xy_qaoa_then_classical_weighting
0,2022-04-29,NKG,0.8231292517006803,0.5907768607139587,0.4574829931972789,0.10805722475163643,0.08154542667934878,-0.004217308040569603,26.089851891575897,214130588303.00275,0.03151077583956141,1.0464689847310586,1.4758290224920094,-0.12801729617011326,0.9543303461901438,True,selected_by_signal_liquidity_risk_and_correlation,269,8,0.27912286131116326,0.5161139699706305,0.2299669642332347,full_budget_supported,True,21.556967223638562,0.04695926680967176,0.0,optimization_expected_return,enforced,False,HPG,2,,,,0.0,,VN000000NKG3,Công ty Cổ phần Thép Nam Kim,0.0,0.0,False,0.0,0.0,aur_candidate_not_selected_by_xy_qaoa
0,2022-04-29,SBT,0.9132653061224489,0.605449378490448,0.2785714285714286,0.11553490041302095,0.08714487602156433,-0.006078093440278021,24.887029857423503,64313143569.87154,0.02861055224325576,1.3693950754068165,0.8278457541997722,-0.39071005127049546,0.8961105518232212,True,selected_by_signal_liquidity_risk_and_correlation,269,8,0.27912286131116326,0.5161139699706305,0.2299669642332347,full_budget_supported,True,21.556967223638562,0.04695926680967176,0.0,optimization_expected_return,enforced,False,LSS,2,,0.0933413564453125,0.0,0.0933413564453125,0.00014252650372082305,VN000000SBT4,Công ty Cổ phần Thành Thành Công - Biên Hòa,0.0933413564453125,0.0,True,14252.650372082306,0.0001451357393903533,selected_by_xy_qaoa_then_classical_weighting
0,2022-04-29,SZC,0.9795918367346939,0.6168733835220337,0.2547619047619048,0.12135700986155096,0.09126522553753427,-0.005851020934018142,24.869905636696316,63221207067.6082,0.037279110990484594,1.607019934583318,0.8186206085018226,0.3944596104617071,0.8701562452397091,True,selected_by_signal_liquidity_risk_and_correlation,269,8,0.27912286131116326,0.5161139699706305,0.2299669642332347,full_budget_supported,True,21.556967223638562,0.04695926680967176,0.0,optimization_expected_return,enforced,False,SZC,2,,0.03872325,0.0,0.03872325,5.876253415588355e-05,VN000000SZC9,Công ty Cổ phần Sonadezi Châu Đức,0.03872325,0.0,True,5876.253415588355,6.125041231590169e-05,selected_by_xy_qaoa_then_classical_weighting
0,2022-04-29,CII,0.891156462585034,0.6046867370605469,0.23503401360544218,0.11514622920160328,0.08577142618290767,-0.006965465267642157,25.872512671840106,172301669828.38654,0.04231941884331431,1.2901867890146497,1.3587442219697738,0.8509941887268203,0.8639860649862576,True,selected_by_signal_liquidity_risk_and_correlation,269,8,0.27912286131116326,0.5161139699706305,0.2299669642332347,full_budget_supported,True,21.556967223638562,0.04695926680967176,0.0,optimization_expected_return,enforced,False,CII,2,,,,0.0,,VN000000CII6,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TP.HCM,0.0,0.0,False,0.0,0.0,aur_candidate_not_selected_by_xy_qaoa
0,2022-04-29,KSB,0.8741496598639455,0.6036127209663391,0.3297619047619048,0.1145988695643595,0.08471492630701795,-0.005752656885672231,25.243095289653116,91819937000.0,0.03261722510135174,1.2292573379437517,1.0196650225129105,-0.02779874566637708,0.8527555049069758,True,selected_by_signal_liquidity_risk_and_correlation,269,8,0.27912286131116326,0.5161139699706305,0.2299669642332347,full_budget_supported,True,21.556967223638562,0.04695926680967176,0.0,optimization_expected_return,enforced,False,C32,2,,0.036,0.0,0.036,5.450404609919603e-05,VN000000KSB3,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,0.036,0.0,True,5450.404609919603,3.92071713140034e-05,selected_by_xy_qaoa_then_classical_weighting
1,2022-05-30,KDC,0.8070974576271186,0.4899923801422119,0.9021186440677966,-0.05048567020242503,-0.03270178922882821,0.0015153889354216838,24.889025689798714,64441630000.0,0.01628844322907696,1.7451005476147765,1.1155290089126442,-1.9033890286747142,1.3739837264665433,True,selected_by_signal_liquidity_risk_and_correlation,275,8,0.1803473550754426,0.36321877280865966,0.3004081047845119,liquidity_risk_threshold_relaxed_for_feasibility|retained_4_prior_candidates,True,20.76581571690051,0.046556019120700225,0.0,optimization_expected_return,insufficient_positive_defensive_topk,True,KDC,2,,0.0546,0.0,0.0546,8.302380434713754e-05,VN000000KDC3,Công ty Cổ phần Tập đoàn Kido,0.0546,0.0,True,8302.380434713754,8.472783820024416e-05,selected_by_xy_qaoa_then_classical_weighting
1,2022-05-30,VIC,0.6299576271186441,0.4809785783290863,0.6794915254237289,-0.051990059446630155,-0.044239896120224116,-0.0009457878468227168,25.745208570317057,151705741500.0,0.008098305616490565,0.7628858074352411,1.5388974885418334,-2.723515699084374,1.2522957988263943,True,selected_by_signal_liquidity_risk_and_correlation,275,8,0.1803473550754426,0.36321877280865966,0.3004081047845119,liquidity_risk_threshold_relaxed_for_feasibility|retained_4_prior_candidates,True,20.76581571690051,0.046556019120700225,0.0,optimization_expected_return,insufficient_positive_defensive_topk,True,VIC,2,,0.039,0.0,0.039,5.8942161478673294e-05,VN000000VIC9,Tập đoàn Vingroup - Công ty Cổ phần,0.039,0.0,True,5894.21614786733,2.5707662488172867e-05,selected_by_xy_qaoa_then_classical_weighting
