method,energy_mean,feasibility_rate,optimality_gap_mean,runtime_seconds,runs
exact,-0.005610481673596656,1.0,0.0,0.0,44
penalty_qaoa_ideal_statevector,0.0009971946266027541,0.5694912997159091,0.3259635725597364,0.29014910151476436,132
penalty_stochastic_baseline,-0.005610481673596656,0.2744140625,0.0,0.0047688977263698525,44
simulated_annealing,-0.005610481673596656,1.0,0.0,0.0255701477279107,132
xy_qaoa_dicke_ideal_statevector,-0.00511535140835527,1.0,0.03400011134868394,0.15262837045200728,132
