sensitivity_factor,fold,depth_p,shots,seed,cardinality,candidate_size,qubit_budget,uniform_probability_noise_proxy,depolarizing_probability,readout_error_probability,noise_model,transaction_cost_bps,energy,optimality_gap,feasibility_rate,runtime_seconds,net_cumulative_return
core_partial_factorial,0,2,256,11,4,7,8,0.0,0.0,0.0,ideal,0,-0.04275249952056319,0.03938804287656514,1.0,0.021476900001289323,-0.021155072889229798
core_partial_factorial,0,2,256,11,4,7,8,0.0,0.0,0.0,ideal,10,-0.04275249952056319,0.03938804287656514,1.0,0.021476900001289323,-0.022133917816340776
core_partial_factorial,0,2,256,11,4,7,8,0.0,0.0,0.0,ideal,25,-0.04275249952056319,0.03938804287656514,1.0,0.021476900001289323,-0.023602185207006188
core_partial_factorial,0,2,256,23,4,7,8,0.0,0.0,0.0,ideal,0,-0.04229910537872364,0.0495754199612925,1.0,0.01991249999264255,-0.023291867775551478
core_partial_factorial,0,2,256,23,4,7,8,0.0,0.0,0.0,ideal,10,-0.04229910537872364,0.0495754199612925,1.0,0.01991249999264255,-0.02426857590777587
core_partial_factorial,0,2,256,23,4,7,8,0.0,0.0,0.0,ideal,25,-0.04229910537872364,0.0495754199612925,1.0,0.01991249999264255,-0.02573363810611251
core_partial_factorial,0,2,256,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.04022035126658396,0.09628324005105633,0.85546875,0.024370600003749132,-0.04806716356232377
core_partial_factorial,0,2,256,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.04022035126658396,0.09628324005105633,0.85546875,0.024370600003749132,-0.04901909639876134
core_partial_factorial,0,2,256,11,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.04022035126658396,0.09628324005105633,0.85546875,0.024370600003749132,-0.05044699565341748
core_partial_factorial,0,2,256,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,0,-0.035453976756293026,0.20337958290709182,0.87890625,0.029608799988636747,-0.032079952183584726
core_partial_factorial,0,2,256,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,10,-0.035453976756293026,0.20337958290709182,0.87890625,0.029608799988636747,-0.03304787223140082
core_partial_factorial,0,2,256,23,4,7,8,0.0,0.02,0.02,phenomenological_depolarizing_plus_readout_sampling,25,-0.035453976756293026,0.20337958290709182,0.87890625,0.029608799988636747,-0.03449975230312574
core_partial_factorial,0,2,1024,11,3,7,8,0.0,0.0,0.0,ideal,0,-0.05486624627413408,0.0,1.0,0.05046739999670535,0.018715852752278606
core_partial_factorial,0,2,1024,11,3,7,8,0.0,0.0,0.0,ideal,10,-0.05486624627413408,0.0,1.0,0.05046739999670535,0.01769713689952712
core_partial_factorial,0,2,1024,11,3,7,8,0.0,0.0,0.0,ideal,25,-0.05486624627413408,0.0,1.0,0.05046739999670535,0.016169063120397897
core_partial_factorial,0,2,1024,23,3,7,8,0.0,0.0,0.0,ideal,0,-0.047650423568745964,0.13151660985159094,1.0,0.04107950002071448,0.0090475908712353
core_partial_factorial,0,2,1024,23,3,7,8,0.0,0.0,0.0,ideal,10,-0.047650423568745964,0.13151660985159094,1.0,0.04107950002071448,0.008038543280363575
core_partial_factorial,0,2,1024,23,3,7,8,0.0,0.0,0.0,ideal,25,-0.047650423568745964,0.13151660985159094,1.0,0.04107950002071448,0.006524971894057874
