config_id,family,candidate_size,portfolio_cardinality,weight_upper,weight_lower,weight_mode,signal_blend,correlation_penalty,stability_weight,covariance_span,covariance_shrinkage,risk_aversion_qubo,risk_aversion_weights,turnover_penalty,volatility_target,transaction_cost_bps,qa_warm_start,market_regime_lookback,minimum_validation_ic,method,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_zero_rf,sortino_zero_rf,maximum_drawdown,mean_max_weight,mean_effective_names
W_K10P6_CP75,warm_started_qaur,10,6,0.25,0.02,normalized_mean_variance,0.7,0.75,0.0,60,0.2,0.55,2.0,0.15,0.0,25.0,True,0,-1.0,QAUR,140,-0.1408991822442882,-0.23918434842076275,0.14091459465126624,-1.6973710140719869,-2.2643788972569374,-0.16677748961342753,0.24999999999999997,4.498635927334947
P_K10P6_CP30_NONE,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.0,25.0,True,0,-1.0,AUR,140,-0.1271699557416348,-0.21715922799059517,0.1422910345847255,-1.5261624080840477,-1.967621013888426,-0.1665821894524525,0.24999999999929529,4.545741896060106
P_K10P6_CP30_NONE,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.0,25.0,True,0,-1.0,QAUR,140,-0.13165637808982134,-0.2243872964813035,0.13477475853636725,-1.6649059432056446,-2.1485149210142382,-0.1772684650648786,0.2499999999992953,4.529990956593791
P_K10P6_CP30_IC0,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.0,25.0,True,0,0.0,AUR,140,-0.1271699557416348,-0.21715922799059517,0.1422910345847255,-1.5261624080840477,-1.967621013888426,-0.1665821894524525,0.24999999999929529,4.545741896060106
P_K10P6_CP30_IC0,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.0,25.0,True,0,0.0,QAUR,140,-0.13165637808982134,-0.2243872964813035,0.13477475853636725,-1.6649059432056446,-2.1485149210142382,-0.1772684650648786,0.2499999999992953,4.529990956593791
P_K10P6_CP30_M60,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.0,25.0,True,60,-1.0,AUR,140,-0.14511866728254097,-0.2458972908943987,0.10113102966570577,-2.4314722366342543,-1.863409747732927,-0.1859461269856295,0.24999999999999997,4.634826885838684
P_K10P6_CP30_M60,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.0,25.0,True,60,-1.0,QAUR,140,-0.14156301697012463,-0.24024222138261198,0.10150249661469926,-2.3668602191585983,-1.84369857559387,-0.1889266941012523,0.25,4.606462545122849
P_K10P6_CP30_M120,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.0,25.0,True,120,-1.0,AUR,140,-0.04135580209281475,-0.07320558807281319,0.09235554623769807,-0.7926496139647304,-0.6493732181958981,-0.051445982973601145,0.2499999999999999,4.639861532763722
P_K10P6_CP30_M120,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.0,25.0,True,120,-1.0,QAUR,140,-0.02591087572183215,-0.04615534582549485,0.09137230481554881,-0.5051349631452068,-0.4205083682083925,-0.05062342316622259,0.25,4.72017043918038
P_K10P6_CP30_M200,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.0,25.0,True,200,-1.0,AUR,140,-0.008260580940047113,-0.014819887786025943,0.12068060146898037,-0.12280256814791592,-0.15144511080039605,-0.06203382398805202,0.24999999999917785,4.530577641281908
P_K10P6_CP30_M200,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.0,25.0,True,200,-1.0,QAUR,140,-0.013407555343382449,-0.024004054432529842,0.11180321038039123,-0.21469915175834547,-0.27297958854897736,-0.06122044566355067,0.24999999999917788,4.512198359117751
P_K10P6_CP30_IC0_M120,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.0,25.0,True,120,0.0,AUR,140,-0.04135580209281475,-0.07320558807281319,0.09235554623769807,-0.7926496139647304,-0.6493732181958981,-0.051445982973601145,0.2499999999999999,4.639861532763722
P_K10P6_CP30_IC0_M120,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.0,25.0,True,120,0.0,QAUR,140,-0.02591087572183215,-0.04615534582549485,0.09137230481554881,-0.5051349631452068,-0.4205083682083925,-0.05062342316622259,0.25,4.72017043918038
P_K10P6_CP30_M120_VT15,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.15,25.0,True,120,-1.0,AUR,140,-0.04135000453072568,-0.07319549914713874,0.09235469352081178,-0.7925476914786622,-0.649284126783442,-0.05144598266946765,0.25,4.639861533824587
P_K10P6_CP30_M120_VT15,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.15,25.0,True,120,-1.0,QAUR,140,-0.02591087572183215,-0.04615534582549485,0.09137230481554881,-0.5051349631452068,-0.4205083682083925,-0.05062342316622259,0.25,4.72017043918038
P_K10P6_CP30_IC0_M120_VT15,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.15,25.0,True,120,0.0,AUR,140,-0.04135000453072568,-0.07319549914713874,0.09235469352081178,-0.7925476914786622,-0.649284126783442,-0.05144598266946765,0.25,4.639861533824587
P_K10P6_CP30_IC0_M120_VT15,common_risk_overlay,10,6,0.25,0.02,normalized_mean_variance,0.7,0.3,0.0,60,0.2,0.55,2.0,0.15,0.15,25.0,True,120,0.0,QAUR,140,-0.02591087572183215,-0.04615534582549485,0.09137230481554881,-0.5051349631452068,-0.4205083682083925,-0.05062342316622259,0.25,4.72017043918038
