config_id,fold,method,fold_return
P_K10P6_CP30_M120,46,AUR,0.012619152803857725
P_K10P6_CP30_M120,46,QAUR,0.024968078926954185
P_K10P6_CP30_M120,47,AUR,-0.038869432050843256
P_K10P6_CP30_M120,47,QAUR,-0.038869432050843256
P_K10P6_CP30_M120,48,AUR,-0.0012499999999999734
P_K10P6_CP30_M120,48,QAUR,-0.0012499999999999734
P_K10P6_CP30_M120,49,AUR,0.0
P_K10P6_CP30_M120,49,QAUR,0.0
P_K10P6_CP30_M120,50,AUR,0.0
P_K10P6_CP30_M120,50,QAUR,0.0
P_K10P6_CP30_M120,51,AUR,0.0
P_K10P6_CP30_M120,51,QAUR,0.0
P_K10P6_CP30_M200,45,AUR,-0.013783808305198986
P_K10P6_CP30_M200,45,QAUR,-0.009968136843840125
P_K10P6_CP30_M200,46,AUR,0.012619152803857725
P_K10P6_CP30_M200,46,QAUR,0.024968078926954185
P_K10P6_CP30_M200,47,AUR,-0.038869432050843256
P_K10P6_CP30_M200,47,QAUR,-0.038869432050843256
P_K10P6_CP30_M200,48,AUR,0.025728162815696898
P_K10P6_CP30_M200,48,QAUR,0.025728162815696898
P_K10P6_CP30_M200,49,AUR,0.030864747983254004
P_K10P6_CP30_M200,49,QAUR,0.0180324053942178
P_K10P6_CP30_M200,50,AUR,-0.021623169878764115
P_K10P6_CP30_M200,50,QAUR,-0.030059243540715652
P_K10P6_CP30_M200,51,AUR,-0.0012499999999999734
P_K10P6_CP30_M200,51,QAUR,-0.0012499999999999734
P_K10P6_CP30_IC0_M120,45,AUR,-0.013783808305198986
P_K10P6_CP30_IC0_M120,45,QAUR,-0.009968136843840125
P_K10P6_CP30_IC0_M120,46,AUR,0.012619152803857725
P_K10P6_CP30_IC0_M120,46,QAUR,0.024968078926954185
P_K10P6_CP30_IC0_M120,47,AUR,-0.038869432050843256
P_K10P6_CP30_IC0_M120,47,QAUR,-0.038869432050843256
P_K10P6_CP30_IC0_M120,48,AUR,-0.0012499999999999734
P_K10P6_CP30_IC0_M120,48,QAUR,-0.0012499999999999734
P_K10P6_CP30_IC0_M120,49,AUR,0.0
P_K10P6_CP30_IC0_M120,49,QAUR,0.0
P_K10P6_CP30_IC0_M120,50,AUR,0.0
P_K10P6_CP30_IC0_M120,50,QAUR,0.0
P_K10P6_CP30_IC0_M120,51,AUR,0.0
P_K10P6_CP30_IC0_M120,51,QAUR,0.0
P_K10P6_CP30_M120_VT15,45,AUR,-0.013777844146715235
P_K10P6_CP30_M120_VT15,45,QAUR,-0.009968136843840125
P_K10P6_CP30_M120_VT15,46,AUR,0.012619152957746405
P_K10P6_CP30_M120_VT15,46,QAUR,0.024968078926954185
P_K10P6_CP30_M120_VT15,47,AUR,-0.038869432050843256
P_K10P6_CP30_M120_VT15,47,QAUR,-0.038869432050843256
P_K10P6_CP30_M120_VT15,48,AUR,-0.0012499999999999734
P_K10P6_CP30_M120_VT15,48,QAUR,-0.0012499999999999734
P_K10P6_CP30_M120_VT15,49,AUR,0.0
P_K10P6_CP30_M120_VT15,49,QAUR,0.0
P_K10P6_CP30_M120_VT15,50,AUR,0.0
P_K10P6_CP30_M120_VT15,50,QAUR,0.0
P_K10P6_CP30_M120_VT15,51,AUR,0.0
P_K10P6_CP30_M120_VT15,51,QAUR,0.0
P_K10P6_CP30_IC0_M120_VT15,45,AUR,-0.013777844146715235
P_K10P6_CP30_IC0_M120_VT15,45,QAUR,-0.009968136843840125
P_K10P6_CP30_IC0_M120_VT15,46,AUR,0.012619152957746405
P_K10P6_CP30_IC0_M120_VT15,46,QAUR,0.024968078926954185
P_K10P6_CP30_IC0_M120_VT15,47,AUR,-0.038869432050843256
P_K10P6_CP30_IC0_M120_VT15,47,QAUR,-0.038869432050843256
P_K10P6_CP30_IC0_M120_VT15,48,AUR,-0.0012499999999999734
P_K10P6_CP30_IC0_M120_VT15,48,QAUR,-0.0012499999999999734
P_K10P6_CP30_IC0_M120_VT15,49,AUR,0.0
P_K10P6_CP30_IC0_M120_VT15,49,QAUR,0.0
P_K10P6_CP30_IC0_M120_VT15,50,AUR,0.0
P_K10P6_CP30_IC0_M120_VT15,50,QAUR,0.0
P_K10P6_CP30_IC0_M120_VT15,51,AUR,0.0
P_K10P6_CP30_IC0_M120_VT15,51,QAUR,0.0
