config_id,market_gate_lookback,sample,method,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_zero_rf,sortino_zero_rf,maximum_drawdown
C1_EW_X,30,historical_holdout_2024_2025,AUR,312,0.14609119209026455,0.1164283907232333,0.1369225006238184,0.8503232864780149,0.9969628463133448,-0.1273705871678006
C1_EW_X,30,historical_holdout_2024_2025,QAUR,312,0.1857409669168104,0.14752197859608995,0.1392470354867161,1.0594263503021812,1.2678131702280284,-0.1273705871678006
C1_EW_X,30,observed_2026,AUR,160,0.06648587699377129,0.10669843582081184,0.12630251832115624,0.8447847061093743,0.99605884380269,-0.08409561689610245
C1_EW_X,30,observed_2026,QAUR,160,0.06648587699377129,0.10669843582081184,0.12630251832115624,0.8447847061093743,0.99605884380269,-0.08409561689610245
C1_EW_X,40,development_2022_2024,AUR,604,0.1686311398091338,0.06717658789608238,0.09615956106999288,0.6985949930364773,0.6413428494561382,-0.18142193904365667
C1_EW_X,40,development_2022_2024,QAUR,604,0.1686311398091338,0.06717658789608238,0.09615956106999288,0.6985949930364773,0.6413428494561382,-0.18142193904365667
C1_EW_X,40,historical_holdout_2024_2025,AUR,312,0.11807633774993187,0.09433432739418612,0.13469350453536044,0.700362855058248,0.7781894600738156,-0.1273705871678006
C1_EW_X,40,historical_holdout_2024_2025,QAUR,312,0.13095911337418276,0.10450746037654168,0.13492544270289691,0.7745571056354804,0.8690710920043463,-0.1273705871678006
C1_EW_X,40,observed_2026,AUR,160,0.03307244205379134,0.052582082791960305,0.11080555008269032,0.4745437638522631,0.4724666482380831,-0.049905198010032126
C1_EW_X,40,observed_2026,QAUR,160,0.03307244205379134,0.052582082791960305,0.11080555008269032,0.4745437638522631,0.4724666482380831,-0.049905198010032126
C1_EW_M,0,development_2022_2024,AUR,604,-0.09903582145383705,-0.04257858069034415,0.18264894458100858,-0.2331170365534725,-0.249523360382715,-0.44635103342226
C1_EW_M,0,development_2022_2024,QAUR,604,-0.13589122570905643,-0.05911798610582919,0.1825986647496939,-0.3237591369403937,-0.34497650024081444,-0.4616836556906785
C1_EW_M,0,historical_holdout_2024_2025,AUR,312,0.2619687150568295,0.20674683303449126,0.1493160188972785,1.3846259400789551,1.9723400872134262,-0.13864071719566262
C1_EW_M,0,historical_holdout_2024_2025,QAUR,312,0.2619687150568295,0.20674683303449126,0.1493160188972785,1.3846259400789551,1.9723400872134262,-0.13864071719566262
C1_EW_M,0,observed_2026,AUR,160,0.0049581172856685285,0.00782015837661132,0.15517579952768118,0.05039547661693416,0.06427597049473453,-0.08788615445389392
C1_EW_M,0,observed_2026,QAUR,160,0.0049581172856685285,0.00782015837661132,0.15517579952768118,0.05039547661693416,0.06427597049473453,-0.08788615445389392
C1_EW_M,20,development_2022_2024,AUR,604,0.1423899047889059,0.05711253260158067,0.09613439082806917,0.5940905445973351,0.5181154008219243,-0.1661923275976549
C1_EW_M,20,development_2022_2024,QAUR,604,0.07145984121507887,0.029215932446382098,0.09455507613677325,0.30898322586215743,0.2667991361555734,-0.1661923275976549
C1_EW_M,20,historical_holdout_2024_2025,AUR,312,0.3424804777753041,0.268557889617425,0.11279642307858712,2.3809078540577153,3.7222666039607604,-0.049158190246127664
C1_EW_M,20,historical_holdout_2024_2025,QAUR,312,0.3424804777753041,0.268557889617425,0.11279642307858712,2.3809078540577153,3.7222666039607604,-0.049158190246127664
C1_EW_M,20,observed_2026,AUR,160,-0.05380496963020742,-0.08342175770726057,0.10822684636226636,-0.7708046617936549,-0.6039235828950901,-0.09716681448006936
C1_EW_M,20,observed_2026,QAUR,160,-0.05380496963020742,-0.08342175770726057,0.10822684636226636,-0.7708046617936549,-0.6039235828950901,-0.09716681448006936
C1_EW_M,30,development_2022_2024,AUR,604,0.19073477730795685,0.07555206821452898,0.10246422389291139,0.7373507097803311,0.7066253742272037,-0.1661923275976549
C1_EW_M,30,development_2022_2024,QAUR,604,0.1168110046469073,0.047171982885490404,0.10097204056502068,0.4671786627419313,0.44430443699917316,-0.1661923275976549
C1_EW_M,30,historical_holdout_2024_2025,AUR,312,0.17425260101230933,0.13853359984991354,0.14249508291484628,0.9721991595506486,1.2172185009229999,-0.13864071719566295
C1_EW_M,30,historical_holdout_2024_2025,QAUR,312,0.17425260101230933,0.13853359984991354,0.14249508291484628,0.9721991595506486,1.2172185009229999,-0.13864071719566295
C1_EW_M,30,observed_2026,AUR,160,-0.06317696878706736,-0.09767985068964302,0.1273772670267494,-0.766854659153035,-0.7494755302847576,-0.10546142842935602
C1_EW_M,30,observed_2026,QAUR,160,-0.06317696878706736,-0.09767985068964302,0.1273772670267494,-0.766854659153035,-0.7494755302847576,-0.10546142842935602
C1_EW_M,40,development_2022_2024,AUR,604,0.1419759263047633,0.05695268942477383,0.09925934678421143,0.5737765890056507,0.5106990843209966,-0.1661923275976549
C1_EW_M,40,development_2022_2024,QAUR,604,0.07108725445550101,0.029066596061448235,0.09766688940096219,0.29760951986622686,0.2630436976511821,-0.1661923275976549
C1_EW_M,40,historical_holdout_2024_2025,AUR,312,0.1462715082060504,0.1165702591059472,0.1403347378454179,0.8306586159326579,0.9879832943437353,-0.13864071719566295
C1_EW_M,40,historical_holdout_2024_2025,QAUR,312,0.1462715082060504,0.1165702591059472,0.1403347378454179,0.8306586159326579,0.9879832943437353,-0.13864071719566295
