config_id,market_gate_lookback,sample,method,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_zero_rf,sortino_zero_rf,maximum_drawdown
C1_EW_M,40,observed_2026,AUR,160,-0.05989457298673895,-0.09269546496692116,0.11249002161491474,-0.8240327776293264,-0.6797870239825241,-0.08134086445852828
C1_EW_M,40,observed_2026,QAUR,160,-0.05989457298673895,-0.09269546496692116,0.11249002161491474,-0.8240327776293264,-0.6797870239825241,-0.08134086445852828
C1_IV_X,0,development_2022_2024,AUR,604,-0.15983494869259618,-0.07008444226023292,0.1623314192954188,-0.4317367676844478,-0.5098976105986952,-0.487181617801849
C1_IV_X,0,development_2022_2024,QAUR,604,-0.15983494869259618,-0.07008444226023292,0.1623314192954188,-0.4317367676844478,-0.5098976105986952,-0.487181617801849
C1_IV_X,0,historical_holdout_2024_2025,AUR,312,0.18527413790450398,0.14715706384801863,0.13814042888808625,1.0652715141577935,1.3671019587374762,-0.13096078514839338
C1_IV_X,0,historical_holdout_2024_2025,QAUR,312,0.24855810479343643,0.1963785346582223,0.14155598705005315,1.3872852625356236,1.817632666991406,-0.13096078514839338
C1_IV_X,0,observed_2026,AUR,160,0.18052929449148514,0.2987360935165788,0.15970433866821235,1.870557155852895,2.8770990645859618,-0.10778780420055889
C1_IV_X,0,observed_2026,QAUR,160,0.18046016932089115,0.29861632198451704,0.15971129254618008,1.8697257859720404,2.8757220984192577,-0.10778780420055811
C1_IV_X,20,development_2022_2024,AUR,604,0.1408841954905975,0.05653099409077322,0.08734521702562072,0.6472133909082984,0.5781729400676161,-0.16374728273794992
C1_IV_X,20,development_2022_2024,QAUR,604,0.1408841954905975,0.05653099409077322,0.08734521702562072,0.6472133909082984,0.5781729400676161,-0.16374728273794992
C1_IV_X,20,historical_holdout_2024_2025,AUR,312,0.22981990037910038,0.18185528508764914,0.09686766407485936,1.877358010275868,2.527766498873322,-0.08963343757604791
C1_IV_X,20,historical_holdout_2024_2025,QAUR,312,0.28506377171740094,0.22455311197795202,0.10266479894586865,2.187245426705122,3.0904915781493876,-0.06571051517943882
C1_IV_X,20,observed_2026,AUR,160,0.0503453826864213,0.08043365981616768,0.10449893385051946,0.7697079467932566,0.7261334997693367,-0.0778449596164208
C1_IV_X,20,observed_2026,QAUR,160,0.0503453826864213,0.08043365981616768,0.10449893385051946,0.7697079467932566,0.7261334997693367,-0.0778449596164208
C1_IV_X,30,development_2022_2024,AUR,604,0.23625290605827454,0.09251871227758013,0.09427059854679268,0.9814164087613916,0.9657108623082943,-0.1576768981929032
C1_IV_X,30,development_2022_2024,QAUR,604,0.23625290605827454,0.09251871227758013,0.09427059854679268,0.9814164087613916,0.9657108623082943,-0.1576768981929032
C1_IV_X,30,historical_holdout_2024_2025,AUR,312,0.14430048952154606,0.11501927590377381,0.13199145653910097,0.871414551514557,0.9845646337478909,-0.13096078514839327
C1_IV_X,30,historical_holdout_2024_2025,QAUR,312,0.1957028037921127,0.15530246507473877,0.13635997573960057,1.138915317580517,1.3270107975106962,-0.13096078514839327
C1_IV_X,30,observed_2026,AUR,160,0.08806889061322631,0.14217807583933872,0.12310319179318305,1.1549503613050265,1.4008467072596325,-0.07784495961642102
C1_IV_X,30,observed_2026,QAUR,160,0.08800517940501562,0.14207274233955292,0.1231118175889783,1.154013847914078,1.3996270194316682,-0.0778449596164208
C1_IV_X,40,development_2022_2024,AUR,604,0.18470425985207894,0.0732760447261962,0.09025173698499146,0.8119073069849253,0.7451038733698377,-0.16963346095223863
C1_IV_X,40,development_2022_2024,QAUR,604,0.18470425985207894,0.0732760447261962,0.09025173698499146,0.8119073069849253,0.7451038733698377,-0.16963346095223863
C1_IV_X,40,historical_holdout_2024_2025,AUR,312,0.11473023593845433,0.09168833392171116,0.12980045643553917,0.7063791333218074,0.7552840404369592,-0.13096078514839327
C1_IV_X,40,historical_holdout_2024_2025,QAUR,312,0.14273574103100417,0.11378761853507147,0.1325632088652732,0.8583649981701652,0.9402411246189533,-0.13096078514839327
C1_IV_X,40,observed_2026,AUR,160,0.04248634213346292,0.0677285091599229,0.10932621849969121,0.6195083859057486,0.6391328047031467,-0.05014955772766716
C1_IV_X,40,observed_2026,QAUR,160,0.04242514529237007,0.06762979198953034,0.10933779993082535,0.6185399014093719,0.6380461055782618,-0.05014955772766805
C1_IV_M,0,development_2022_2024,AUR,604,-0.10156464877402638,-0.043700686916885556,0.17952049760465316,-0.24343006787517302,-0.25918631098867606,-0.46033431183117013
C1_IV_M,0,development_2022_2024,QAUR,604,-0.13728416382716602,-0.05975107733859597,0.1797987033598272,-0.33232207030446403,-0.3534650337595534,-0.47570863608499314
C1_IV_M,0,historical_holdout_2024_2025,AUR,312,0.2592018746951703,0.20460941605833138,0.14589400237848765,1.402452552693156,1.9842408256676072,-0.14363263931762582
C1_IV_M,0,historical_holdout_2024_2025,QAUR,312,0.2592018746951703,0.20460941605833138,0.14589400237848765,1.402452552693156,1.9842408256676072,-0.14363263931762582
C1_IV_M,0,observed_2026,AUR,160,0.010813173334193849,0.017083612181208796,0.15336108372531493,0.11139470174719981,0.14121034614901673,-0.08662726564555734
C1_IV_M,0,observed_2026,QAUR,160,0.010813173334193849,0.017083612181208796,0.15336108372531493,0.11139470174719981,0.14121034614901673,-0.08662726564555734
C1_IV_M,20,development_2022_2024,AUR,604,0.1848012463609796,0.07331270249732369,0.0908659405883144,0.8068226887066626,0.7231040567382452,-0.14048159450495823
C1_IV_M,20,development_2022_2024,QAUR,604,0.11855257072274838,0.04785297904565833,0.0900868993267359,0.5311868807039357,0.4736901193693668,-0.14048159450495823
C1_IV_M,20,historical_holdout_2024_2025,AUR,312,0.3384184333647069,0.2654567636102676,0.10692962434815795,2.482537138126966,4.05064796699003,-0.044019185345663736
C1_IV_M,20,historical_holdout_2024_2025,QAUR,312,0.3384184333647069,0.2654567636102676,0.10692962434815795,2.482537138126966,4.05064796699003,-0.044019185345663736
C1_IV_M,20,observed_2026,AUR,160,-0.05446305057113898,-0.08442559169258923,0.1068601736995137,-0.7900566578713454,-0.620238434961359,-0.0949449022641784
C1_IV_M,20,observed_2026,QAUR,160,-0.05446305057113898,-0.08442559169258923,0.1068601736995137,-0.7900566578713454,-0.620238434961359,-0.0949449022641784
C1_IV_M,30,development_2022_2024,AUR,604,0.2290795572559403,0.08986933965578903,0.0970857510075713,0.9256697169575431,0.9126643948572789,-0.14048159450495823
C1_IV_M,30,development_2022_2024,QAUR,604,0.16036167575021532,0.06401941970459779,0.09634678284572022,0.6644686808807293,0.6524801809666992,-0.14048159450495823
C1_IV_M,30,historical_holdout_2024_2025,AUR,312,0.172386295826791,0.13707182886423674,0.13811789354442494,0.9924262913852524,1.2268275347815718,-0.1436326393176256
C1_IV_M,30,historical_holdout_2024_2025,QAUR,312,0.172386295826791,0.13707182886423674,0.13811789354442494,0.9924262913852524,1.2268275347815718,-0.1436326393176256
C1_IV_M,30,observed_2026,AUR,160,-0.052416985426799734,-0.08130321587426026,0.12607623259197442,-0.6448734563427598,-0.6318548727540179,-0.10759465935080648
C1_IV_M,30,observed_2026,QAUR,160,-0.052416985426799734,-0.08130321587426026,0.12607623259197442,-0.6448734563427598,-0.6318548727540179,-0.10759465935080648
C1_IV_M,40,development_2022_2024,AUR,604,0.18318233165989573,0.07270057576871203,0.09370909757180756,0.7758112888986356,0.7116699742201678,-0.14048159450495823
C1_IV_M,40,development_2022_2024,QAUR,604,0.11703887499218668,0.047261121098491676,0.09289325074050815,0.5087680829526878,0.4650077866107643,-0.14076192559230039
C1_IV_M,40,historical_holdout_2024_2025,AUR,312,0.142810121313786,0.11384617267803065,0.13599568554394606,0.8371307679554442,0.9828993791888853,-0.1436326393176256
C1_IV_M,40,historical_holdout_2024_2025,QAUR,312,0.142810121313786,0.11384617267803065,0.13599568554394606,0.8371307679554442,0.9828993791888853,-0.1436326393176256
C1_IV_M,40,observed_2026,AUR,160,-0.05607670902706208,-0.08688535957428944,0.11281269149822215,-0.7701736251515522,-0.6461888824196924,-0.0851415808344872
C1_IV_M,40,observed_2026,QAUR,160,-0.05607670902706208,-0.08688535957428944,0.11281269149822215,-0.7701736251515522,-0.6461888824196924,-0.0851415808344872
C1_NMV_X,0,development_2022_2024,AUR,604,-0.16370913926351138,-0.07187590616251083,0.1839096710498405,-0.3908217863270066,-0.4491643751819093,-0.5199093184409587
C1_NMV_X,0,development_2022_2024,QAUR,604,-0.16370913926351138,-0.07187590616251083,0.1839096710498405,-0.3908217863270066,-0.4491643751819093,-0.5199093184409587
C1_NMV_X,0,historical_holdout_2024_2025,AUR,312,0.14852998180441856,0.11834680856395785,0.14158683897086635,0.8358602354863612,1.1229097261986325,-0.12004766121712362
C1_NMV_X,0,historical_holdout_2024_2025,QAUR,312,0.23546604376162406,0.18623584096319123,0.14554090712985407,1.279611654454156,1.7836855501601252,-0.12004766121712362
C1_NMV_X,0,observed_2026,AUR,160,0.10209586594255615,0.16545500957551074,0.16150218146013312,1.0244753852835937,1.5671341808817223,-0.09814904279280035
C1_NMV_X,0,observed_2026,QAUR,160,0.10209586594255615,0.16545500957551074,0.16150218146013312,1.0244753852835937,1.5671341808817225,-0.09814904279280035
C1_NMV_X,20,development_2022_2024,AUR,604,0.1777890070808279,0.07065778043460957,0.09894434019488586,0.7141164446135916,0.6187744848642592,-0.19432351821350546
C1_NMV_X,20,development_2022_2024,QAUR,604,0.1777890070808279,0.07065778043460957,0.09894434019488586,0.7141164446135916,0.6187744848642592,-0.19432351821350546
C1_NMV_X,20,historical_holdout_2024_2025,AUR,312,0.20056657769705932,0.15909668197763716,0.10333902979027655,1.5395604381086128,2.074436093026012,-0.0846481025386725
C1_NMV_X,20,historical_holdout_2024_2025,QAUR,312,0.2815067118348724,0.2218146559572669,0.10964337322774785,2.023055743610882,2.941975121823363,-0.06801434048013721
C1_NMV_X,20,observed_2026,AUR,160,0.0432945603159014,0.06903256569337524,0.11198149975490618,0.6164640216863211,0.5933143682906906,-0.06652701034133202
C1_NMV_X,20,observed_2026,QAUR,160,0.0432945603159014,0.06903256569337524,0.11198149975490618,0.6164640216863211,0.5933143682906906,-0.06652701034133202
C1_NMV_X,30,development_2022_2024,AUR,604,0.25295111819167193,0.0986514524930282,0.10768555871970695,0.9161066132349883,0.8773819612237178,-0.19295101963521843
C1_NMV_X,30,development_2022_2024,QAUR,604,0.25295111819167193,0.0986514524930282,0.10768555871970695,0.9161066132349883,0.8773819612237178,-0.19295101963521843
C1_NMV_X,30,historical_holdout_2024_2025,AUR,312,0.13050971043732584,0.10415295714536144,0.13594679265888931,0.7661303007471215,0.9141878403315821,-0.12004766121712374
C1_NMV_X,30,historical_holdout_2024_2025,QAUR,312,0.20672673105639094,0.1638979616066114,0.14086605658137577,1.1635021635743066,1.4521719617064912,-0.12004766121712374
C1_NMV_X,30,observed_2026,AUR,160,0.022496934545826353,0.03566112117714515,0.12763449807302482,0.2794003323203574,0.32197145856840775,-0.06652701034133202
C1_NMV_X,30,observed_2026,QAUR,160,0.022496934545826353,0.03566112117714515,0.12763449807302482,0.2794003323203574,0.32197145856840775,-0.06652701034133202
C1_NMV_X,40,development_2022_2024,AUR,604,0.2248008574457312,0.08828477124685863,0.10459358725211149,0.8440744176223517,0.7550185960771875,-0.1900467785826221
C1_NMV_X,40,development_2022_2024,QAUR,604,0.2248008574457312,0.08828477124685863,0.10459358725211149,0.8440744176223517,0.7550185960771875,-0.1900467785826221
C1_NMV_X,40,historical_holdout_2024_2025,AUR,312,0.10501742543514836,0.08399907090462522,0.1333798052483308,0.629773530919715,0.7103655525736727,-0.12004766121712374
C1_NMV_X,40,historical_holdout_2024_2025,QAUR,312,0.1294238527325502,0.10329628641233435,0.13582304927815658,0.7605210379336309,0.8909559867193247,-0.12004766121712374
C1_NMV_X,40,observed_2026,AUR,160,-0.02804109641244512,-0.04380725026184906,0.11774782437581724,-0.3720429697454868,-0.3662719639544787,-0.06592696972454892
C1_NMV_X,40,observed_2026,QAUR,160,-0.02804109641244512,-0.04380725026184906,0.11774782437581724,-0.3720429697454868,-0.3662719639544787,-0.06592696972454892
C1_NMV_M,0,development_2022_2024,AUR,604,-0.09090764564154419,-0.038984278922831295,0.195053739301291,-0.19986429925659605,-0.21773308510479314,-0.47291947783225075
C1_NMV_M,0,development_2022_2024,QAUR,604,-0.16472094512477797,-0.07234457132147343,0.19341991946854115,-0.3740285463888839,-0.40556190622664234,-0.5034105999823704
C1_NMV_M,0,historical_holdout_2024_2025,AUR,312,0.30989529145235184,0.2436296985344224,0.15844406599553126,1.5376385161770192,2.2880870968616893,-0.13793394492655164
C1_NMV_M,0,historical_holdout_2024_2025,QAUR,312,0.30989529145235184,0.2436296985344224,0.15844406599553126,1.5376385161770192,2.2880870968616893,-0.13793394492655164
C1_NMV_M,0,observed_2026,AUR,160,-0.015701413033363365,-0.024617841968291754,0.15620440938376043,-0.1576001731667577,-0.22350192249951925,-0.09989665778327728
C1_NMV_M,0,observed_2026,QAUR,160,-0.015701413033363365,-0.024617841968291754,0.15620440938376043,-0.1576001731667577,-0.22350192249951925,-0.09989665778327728
C1_NMV_M,20,development_2022_2024,AUR,604,0.20010143200418473,0.07907392764869647,0.10289780910213542,0.7684704692809194,0.6700487548726918,-0.1815340158001073
C1_NMV_M,20,development_2022_2024,QAUR,604,0.0939712879204504,0.038183194953332,0.09899186612205418,0.3857205288589387,0.3323865443407518,-0.1815340158001073
C1_NMV_M,20,historical_holdout_2024_2025,AUR,312,0.3710019657748571,0.29028188809331,0.1258213683195906,2.307095304797386,3.587833019256907,-0.06064406273999812
C1_NMV_M,20,historical_holdout_2024_2025,QAUR,312,0.3710019657748571,0.29028188809331,0.1258213683195906,2.307095304797386,3.587833019256907,-0.06064406273999812
C1_NMV_M,20,observed_2026,AUR,160,-0.05297774355658458,-0.08215934084408627,0.10832472339553112,-0.7584541946541052,-0.6636679489916854,-0.10026466711576398
C1_NMV_M,20,observed_2026,QAUR,160,-0.05297774355658458,-0.08215934084408627,0.10832472339553112,-0.7584541946541052,-0.6636679489916854,-0.10026466711576398
C1_NMV_M,30,development_2022_2024,AUR,604,0.24864951585013895,0.09707618356994585,0.10996855141714831,0.8827631383603727,0.8418602829110299,-0.1815340158001073
C1_NMV_M,30,development_2022_2024,QAUR,604,0.13823557938427267,0.05550695308626952,0.10631340068269154,0.5221068344143974,0.49279788234030214,-0.1815340158001073
C1_NMV_M,30,historical_holdout_2024_2025,AUR,312,0.20485681346894724,0.1624410301121082,0.15124067638336045,1.0740564905988481,1.4197371196609436,-0.13793394492655164
C1_NMV_M,30,historical_holdout_2024_2025,QAUR,312,0.20485681346894724,0.1624410301121082,0.15124067638336045,1.0740564905988481,1.4197371196609436,-0.13793394492655164
C1_NMV_M,30,observed_2026,AUR,160,-0.08204403783054037,-0.12613487205184848,0.12602426269930989,-1.0008776829966664,-1.04898384597066,-0.11011171062374503
C1_NMV_M,30,observed_2026,QAUR,160,-0.08204403783054037,-0.12613487205184848,0.12602426269930989,-1.0008776829966664,-1.04898384597066,-0.11011171062374503
C1_NMV_M,40,development_2022_2024,AUR,604,0.19208489987672883,0.07606070735195325,0.10582068988991881,0.7187697172554467,0.6329104731005141,-0.1815340158001073
C1_NMV_M,40,development_2022_2024,QAUR,604,0.08668301006765988,0.03529183709311501,0.1019486070583035,0.34617282287076195,0.3016468899788539,-0.1907127521375207
C1_NMV_M,40,historical_holdout_2024_2025,AUR,312,0.1774229919386494,0.14101576368699598,0.14882758787469463,0.947510913136106,1.1902440649258037,-0.13793394492655164
C1_NMV_M,40,historical_holdout_2024_2025,QAUR,312,0.1774229919386494,0.14101576368699598,0.14882758787469463,0.947510913136106,1.1902440649258037,-0.13793394492655164
C1_NMV_M,40,observed_2026,AUR,160,-0.09701576989223759,-0.14847723888953568,0.10999980869794264,-1.3497954282561648,-1.1904537862187163,-0.09964413354279711
C1_NMV_M,40,observed_2026,QAUR,160,-0.09701576989223759,-0.14847723888953568,0.10999980869794264,-1.3497954282561648,-1.1904537862187163,-0.09964413354279711
C1_NMVT_X,0,development_2022_2024,AUR,604,-0.28832899795530065,-0.13230284723066887,0.1859332112943919,-0.7115611369783263,-0.8064764451861097,-0.5834195126228292
C1_NMVT_X,0,development_2022_2024,QAUR,604,-0.28832899795530065,-0.13230284723066887,0.1859332112943919,-0.7115611369783263,-0.8064764451861097,-0.5834195126228292
C1_NMVT_X,0,historical_holdout_2024_2025,AUR,312,0.1255127582448181,0.10020937448330769,0.13974605559808853,0.7170819530785981,0.9625304172461088,-0.12077065487563565
C1_NMVT_X,0,historical_holdout_2024_2025,QAUR,312,0.21106234365704357,0.1672743511294683,0.14387671257296689,1.162622832688336,1.6200119063126286,-0.12077065487563565
C1_NMVT_X,0,observed_2026,AUR,160,0.11600116937767346,0.18869879710955195,0.15850597007150516,1.1904838475448352,1.8025278218138356,-0.09598829624990746
C1_NMVT_X,0,observed_2026,QAUR,160,0.11599892318715899,0.18869502890847567,0.15850605383833977,1.1904594451699972,1.8024902362574926,-0.09598829624990712
C1_NMVT_X,20,development_2022_2024,AUR,604,0.16895929759649064,0.06730160505337124,0.09731964241405189,0.6915521202496078,0.5980225873451027,-0.19239788129579782
C1_NMVT_X,20,development_2022_2024,QAUR,604,0.16895929759649064,0.06730160505337124,0.09731964241405189,0.6915521202496078,0.5980225873451027,-0.19239788129579782
C1_NMVT_X,20,historical_holdout_2024_2025,AUR,312,0.16704685846427325,0.13288727562510627,0.10066667147046306,1.3200722114279617,1.7866592282297131,-0.0838599478836145
C1_NMVT_X,20,historical_holdout_2024_2025,QAUR,312,0.24609321560735742,0.19447050246660535,0.10730633907038219,1.8122927699457925,2.649456654076374,-0.06746473190418933
C1_NMVT_X,20,observed_2026,AUR,160,0.0419100003205255,0.06679893913389434,0.10925873987049665,0.6113830272348966,0.5743154732398724,-0.06638534832507337
C1_NMVT_X,20,observed_2026,QAUR,160,0.04191000030335279,0.06679893910620116,0.10925873984265755,0.6113830271372127,0.5743154729908677,-0.06638534832507281
C1_NMVT_X,30,development_2022_2024,AUR,604,0.2318072350560565,0.0908778271095334,0.10497270347048182,0.8657281760404325,0.8210227575633234,-0.1910305210209603
C1_NMVT_X,30,development_2022_2024,QAUR,604,0.2318072350560565,0.0908778271095334,0.10497270347048182,0.8657281760404325,0.8210227575633234,-0.1910305210209603
C1_NMVT_X,30,historical_holdout_2024_2025,AUR,312,0.10784112602438789,0.08623582252603645,0.13401873954798393,0.6434609280529807,0.767437429669146,-0.12077065487563565
C1_NMVT_X,30,historical_holdout_2024_2025,QAUR,312,0.18287736357594375,0.14528309801518313,0.13913373518295102,1.0441974969201115,1.3033557037907744,-0.12077065487563565
C1_NMVT_X,30,observed_2026,AUR,160,0.03307989842830672,0.052594048388892256,0.12436388052891338,0.4229045295564306,0.4779719073647869,-0.06638534832507326
C1_NMVT_X,30,observed_2026,QAUR,160,0.033077819134543995,0.05259071164283058,0.12436397447018994,0.42287737961797434,0.47794095332679604,-0.06638534832507348
C1_NMVT_X,40,development_2022_2024,AUR,604,0.20467454760043635,0.0807875988449962,0.10181338966787469,0.7934869775825489,0.7021248431208708,-0.18803985758653818
C1_NMVT_X,40,development_2022_2024,QAUR,604,0.20467454760043635,0.0807875988449962,0.10181338966787469,0.7934869775825489,0.7021248431208708,-0.18803985758653818
C1_NMVT_X,40,historical_holdout_2024_2025,AUR,312,0.0828624248805101,0.06641090032093055,0.1313907985910223,0.5054455946161537,0.5699177374011686,-0.12077065487563565
C1_NMVT_X,40,historical_holdout_2024_2025,QAUR,312,0.10710458864972883,0.08565249140939235,0.1339865130092199,0.6392620382881254,0.748727226467659,-0.12077065487563565
C1_NMVT_X,40,observed_2026,AUR,160,-0.015923754928800826,-0.024964835677227404,0.11370122001372901,-0.21956524014617426,-0.21178671666663887,-0.06342874109257679
C1_NMVT_X,40,observed_2026,QAUR,160,-0.015925735636607263,-0.024967926629152593,0.11370131474491679,-0.21959224205249417,-0.21181263333223507,-0.06342874107348007
C1_NMVT_M,0,development_2022_2024,AUR,604,-0.09626277116216475,-0.04135021432094277,0.19393842765954897,-0.21321310490116682,-0.23205483692857654,-0.47225903322671925
C1_NMVT_M,0,development_2022_2024,QAUR,604,-0.13647797325569389,-0.05938459067480728,0.19060883828129183,-0.311552135831027,-0.3368928672102359,-0.47576069678441735
C1_NMVT_M,0,historical_holdout_2024_2025,AUR,312,0.2362242473207805,0.18682379905493662,0.14965196420809565,1.248388553023951,1.783261885670147,-0.13766623557599644
C1_NMVT_M,0,historical_holdout_2024_2025,QAUR,312,0.23622424738438386,0.18682379910425584,0.14965196422099136,1.2483885532459351,1.7832618861136673,-0.13766623546170043
C1_NMVT_M,0,observed_2026,AUR,160,0.02119580874285698,0.03358622407257572,0.15649708201133394,0.21461246204030382,0.30315888439342803,-0.10027828413226048
C1_NMVT_M,0,observed_2026,QAUR,160,0.02119580874285698,0.03358622407257572,0.15649708201133394,0.21461246204030382,0.30315888439342803,-0.10027828413226048
C1_NMVT_M,20,development_2022_2024,AUR,604,0.18441289509896186,0.07316590772995357,0.10241757982887452,0.7143881729308932,0.618345947344002,-0.1815340158001073
C1_NMVT_M,20,development_2022_2024,QAUR,604,0.08106966667536786,0.033057235421395825,0.09845545951193002,0.3357582767402576,0.28583186741370936,-0.1820323207971698
C1_NMVT_M,20,historical_holdout_2024_2025,AUR,312,0.2920617344159826,0.22993634951473485,0.11402536292519899,2.0165368793044216,3.0688880541123713,-0.05464573194709699
C1_NMVT_M,20,historical_holdout_2024_2025,QAUR,312,0.292061734489651,0.22993634957137532,0.11402536295170163,2.0165368793324583,3.0688880527561047,-0.05464573194709654
C1_NMVT_M,20,observed_2026,AUR,160,-0.04428454138281579,-0.06885447180457327,0.10738524357146759,-0.6411911871182644,-0.5653411573662669,-0.09220293873403518
C1_NMVT_M,20,observed_2026,QAUR,160,-0.04428454138281579,-0.06885447180457327,0.10738524357146759,-0.6411911871182644,-0.5653411573662669,-0.09220293873403518
C1_NMVT_M,30,development_2022_2024,AUR,604,0.23270708444503563,0.0912102373328818,0.10953131967060577,0.8327320222853055,0.7890156069965778,-0.1815340158001073
C1_NMVT_M,30,development_2022_2024,QAUR,604,0.12515950871883286,0.05043085478063558,0.10582622768366964,0.4765440088385359,0.44516931072921223,-0.1815340158001073
C1_NMVT_M,30,historical_holdout_2024_2025,AUR,312,0.146541979718116,0.11678305153948787,0.14216952999516172,0.821435166476686,1.0385117970671018,-0.13766623557599633
C1_NMVT_M,30,historical_holdout_2024_2025,QAUR,312,0.14654197983289796,0.11678305162979008,0.14216953000787788,0.8214351670383866,1.038511797841387,-0.13766623546169976
C1_NMVT_M,30,observed_2026,AUR,160,-0.07017134416064885,-0.10826747173803764,0.12501095005114393,-0.8660639063517533,-0.9122221082132352,-0.09910531078555518
C1_NMVT_M,30,observed_2026,QAUR,160,-0.07017134416064885,-0.10826747173803764,0.12501095005114393,-0.8660639063517533,-0.9122221082132352,-0.09910531078555518
C1_NMVT_M,40,development_2022_2024,AUR,604,0.18631931862272832,0.07388625707047813,0.1058206281777778,0.6982216826982903,0.6136831877421106,-0.1815340158001073
C1_NMVT_M,40,development_2022_2024,QAUR,604,0.0828283565939234,0.0337580737331451,0.10192041448661607,0.33121994159058415,0.2868799842268117,-0.18621758324365045
C1_NMVT_M,40,historical_holdout_2024_2025,AUR,312,0.12043839196583872,0.09620124959016074,0.13957724494419296,0.6892330453192768,0.8259588887671562,-0.13766623557599633
C1_NMVT_M,40,historical_holdout_2024_2025,QAUR,312,0.12043839208131013,0.09620124968140864,0.1395772449570709,0.6892330459094302,0.8259588895283567,-0.13766623546169976
C1_NMVT_M,40,observed_2026,AUR,160,-0.10209539779182764,-0.1560094943356426,0.11070505334240041,-1.4092355283287725,-1.2449073144723724,-0.10468559660293719
C1_NMVT_M,40,observed_2026,QAUR,160,-0.10209539779182764,-0.1560094943356426,0.11070505334240041,-1.4092355283287725,-1.2449073144723724,-0.10468559660293719
C2_EW_X,0,development_2022_2024,AUR,604,-0.2101717093229568,-0.09374850426918035,0.15237757820149506,-0.6152381825179877,-0.6894894956920141,-0.4355175451831619
C2_EW_X,0,development_2022_2024,QAUR,604,-0.21182756340669917,-0.09454167601693331,0.1525268438049733,-0.6198363098486318,-0.6894502595422779,-0.4367009676928929
C2_EW_X,0,historical_holdout_2024_2025,AUR,312,0.15633291200160415,0.12447955206669903,0.12589856029413887,0.988728955882223,1.4030651475452913,-0.11304969675800447
C2_EW_X,0,historical_holdout_2024_2025,QAUR,312,0.1613700166171239,0.12843425587874702,0.12699684098192018,1.0113185090724537,1.4189023592660492,-0.11304969675800447
C2_EW_X,0,observed_2026,AUR,160,0.08853585997676916,0.14295022277609148,0.13730714022561138,1.041098245445997,1.3941282487278166,-0.07432306800311395
C2_EW_X,0,observed_2026,QAUR,160,0.05248149585193329,0.08389643720364637,0.135879064325472,0.6174346108440126,0.8150739410192882,-0.07432306800311295
C2_EW_X,20,development_2022_2024,AUR,604,-0.051226435958343974,-0.02170056446194535,0.08413003868933609,-0.25794074031129627,-0.20159677063063763,-0.1963695350514676
C2_EW_X,20,development_2022_2024,QAUR,604,-0.051620512361750914,-0.021870117599883887,0.08412377419585136,-0.2599754683969283,-0.20317190777136232,-0.1963695350514676
C2_EW_X,20,historical_holdout_2024_2025,AUR,312,0.2136239016159589,0.16926809017865185,0.08851840210893712,1.9122361694954497,2.875098992626634,-0.05000373050304907
C2_EW_X,20,historical_holdout_2024_2025,QAUR,312,0.20813963815642356,0.1649985290325906,0.08787140305258799,1.8777272616649208,2.7523767846403233,-0.04748612629326243
C2_EW_X,20,observed_2026,AUR,160,0.007308463395026665,0.011534991233000502,0.10652092146609074,0.10828850402568556,0.08704855227754933,-0.06451577654529617
C2_EW_X,20,observed_2026,QAUR,160,-0.022513252265757067,-0.03522812795694019,0.10646565799635721,-0.3308872421391088,-0.27108970372623437,-0.09144182856471594
C2_EW_X,30,development_2022_2024,AUR,604,0.06098665987499352,0.025006588133780205,0.09157554175447735,0.27307060001703537,0.23774579636788193,-0.1963695350514676
C2_EW_X,30,development_2022_2024,QAUR,604,0.0605459753715103,0.02482893998525526,0.09157014346219053,0.2711466756138388,0.23605683742960562,-0.1963695350514676
C2_EW_X,30,historical_holdout_2024_2025,AUR,312,0.12081488149618624,0.09649874970063976,0.1192441833357281,0.8092533069638348,0.9994958486422593,-0.11304969675800447
C2_EW_X,30,historical_holdout_2024_2025,QAUR,312,0.11575001412557251,0.0924949044766501,0.11875707382099474,0.7788580629400637,0.9414525604865347,-0.11304969675800447
C2_EW_X,30,observed_2026,AUR,160,0.031176213247146256,0.04954072726165393,0.11991472986600245,0.41313295970405584,0.40701926752674333,-0.06451577654529683
C2_EW_X,30,observed_2026,QAUR,160,-0.0029782910151908704,-0.004686790107142458,0.11811938660308899,-0.03967841555841513,-0.03852698720815967,-0.09144182856471683
C2_EW_X,40,development_2022_2024,AUR,604,-0.009667145376482722,-0.004044732125132899,0.0881509330937336,-0.04588416688490422,-0.03734318231864736,-0.2079453184438872
C2_EW_X,40,development_2022_2024,QAUR,604,-0.009667145376482722,-0.004044732125132899,0.0881509330937336,-0.04588416688490422,-0.03734318231864736,-0.2079453184438872
C2_EW_X,40,historical_holdout_2024_2025,AUR,312,0.10584911657758922,0.08465799651060424,0.1169573860446823,0.7238362567222696,0.8534379503330799,-0.11304969675800447
C2_EW_X,40,historical_holdout_2024_2025,QAUR,312,0.07726752298450834,0.06195838047179025,0.1152308029032914,0.5376893930331237,0.6131882379319942,-0.11304969675800447
C2_EW_X,40,observed_2026,AUR,160,0.031946541350591495,0.050775866631805444,0.10939287269059848,0.46416064760834513,0.39512715580597757,-0.06330296328853324
