config_id,fold,method,ticker,selected_downstream,weight,shadow_weight,executable_weight,cash_weight,market_growth,market_gate_exposure
C1_IV_X,53,AUR,NAF,True,0.3,0.3,0.0,1.0,-0.011352476251942245,0.0
C1_IV_X,53,AUR,STB,True,0.21066792936385936,0.21066792936385936,0.0,1.0,-0.011352476251942245,0.0
C1_IV_X,53,AUR,VCB,True,0.2468904760797061,0.2468904760797061,0.0,1.0,-0.011352476251942245,0.0
C1_IV_X,53,AUR,VJC,True,0.24244159455643466,0.24244159455643466,0.0,1.0,-0.011352476251942245,0.0
C1_IV_X,53,QAUR,NAF,True,0.3,0.3,0.0,1.0,-0.011352476251942245,0.0
C1_IV_X,53,QAUR,STB,True,0.21066792936385936,0.21066792936385936,0.0,1.0,-0.011352476251942245,0.0
C1_IV_X,53,QAUR,VCB,True,0.2468904760797061,0.2468904760797061,0.0,1.0,-0.011352476251942245,0.0
C1_IV_X,53,QAUR,VJC,True,0.24244159455643466,0.24244159455643466,0.0,1.0,-0.011352476251942245,0.0
