fold,decision_time,validation_rank_ic,validation_rmse,train_rows,universe_size,runtime_seconds
52,2026-07-31,0.12680190338677955,0.2860750596934544,48419,105,0.576421699981438
53,2026-08-28,0.20237142886891607,0.28315583364810565,48379,105,0.3553589999792166
