config_id,fold,date,method,return
C1_NMVT_M,0,2022-04-04,AUR,-0.015374657799868822
C1_NMVT_M,0,2022-04-05,AUR,0.022168718298505093
C1_NMVT_M,0,2022-04-06,AUR,-0.012553765889276815
C1_NMVT_M,0,2022-04-07,AUR,-0.031129633132080732
C1_NMVT_M,0,2022-04-08,AUR,-0.0074502334009399675
C1_NMVT_M,0,2022-04-12,AUR,-0.013410377172118518
C1_NMVT_M,0,2022-04-13,AUR,0.02384783531406835
C1_NMVT_M,0,2022-04-14,AUR,0.006724547711051244
C1_NMVT_M,0,2022-04-15,AUR,0.011106496717090004
C1_NMVT_M,0,2022-04-18,AUR,-0.00615034103818852
C1_NMVT_M,0,2022-04-19,AUR,-0.030075422528279595
C1_NMVT_M,0,2022-04-20,AUR,-0.03400698941474973
C1_NMVT_M,0,2022-04-21,AUR,-0.029829369653164836
C1_NMVT_M,0,2022-04-22,AUR,-0.013470909806477653
C1_NMVT_M,0,2022-04-25,AUR,-0.05941286888699357
C1_NMVT_M,0,2022-04-26,AUR,0.04192054625286867
C1_NMVT_M,0,2022-04-27,AUR,0.006773335374605875
C1_NMVT_M,0,2022-04-28,AUR,-0.01514995520875655
C1_NMVT_M,0,2022-04-29,AUR,0.028438527137248957
C1_NMVT_M,0,2022-04-04,QAUR,-0.015374657799868822
C1_NMVT_M,0,2022-04-05,QAUR,0.022168718298505093
C1_NMVT_M,0,2022-04-06,QAUR,-0.012553765889276815
C1_NMVT_M,0,2022-04-07,QAUR,-0.031129633132080732
C1_NMVT_M,0,2022-04-08,QAUR,-0.0074502334009399675
C1_NMVT_M,0,2022-04-12,QAUR,-0.013410377172118518
C1_NMVT_M,0,2022-04-13,QAUR,0.02384783531406835
C1_NMVT_M,0,2022-04-14,QAUR,0.006724547711051244
C1_NMVT_M,0,2022-04-15,QAUR,0.011106496717090004
C1_NMVT_M,0,2022-04-18,QAUR,-0.00615034103818852
C1_NMVT_M,0,2022-04-19,QAUR,-0.030075422528279595
C1_NMVT_M,0,2022-04-20,QAUR,-0.03400698941474973
C1_NMVT_M,0,2022-04-21,QAUR,-0.029829369653164836
C1_NMVT_M,0,2022-04-22,QAUR,-0.013470909806477653
C1_NMVT_M,0,2022-04-25,QAUR,-0.05941286888699357
C1_NMVT_M,0,2022-04-26,QAUR,0.04192054625286867
C1_NMVT_M,0,2022-04-27,QAUR,0.006773335374605875
C1_NMVT_M,0,2022-04-28,QAUR,-0.01514995520875655
C1_NMVT_M,0,2022-04-29,QAUR,0.028438527137248957
C1_NMVT_M,1,2022-05-04,AUR,-0.04293502699703
C1_NMVT_M,1,2022-05-05,AUR,-0.0030162234538813606
C1_NMVT_M,1,2022-05-06,AUR,-0.046550903924206806
C1_NMVT_M,1,2022-05-09,AUR,-0.0692499530502496
C1_NMVT_M,1,2022-05-10,AUR,-0.03520315947604722
C1_NMVT_M,1,2022-05-11,AUR,0.025007677538687795
C1_NMVT_M,1,2022-05-12,AUR,-0.06876715193477329
C1_NMVT_M,1,2022-05-13,AUR,-0.06867727009000685
C1_NMVT_M,1,2022-05-16,AUR,-0.061014437626225854
C1_NMVT_M,1,2022-05-17,AUR,0.06614107547980494
C1_NMVT_M,1,2022-05-18,AUR,0.051196986552918856
C1_NMVT_M,1,2022-05-19,AUR,0.01369776568150542
C1_NMVT_M,1,2022-05-20,AUR,0.02162908528526692
C1_NMVT_M,1,2022-05-23,AUR,-0.01091031436234378
C1_NMVT_M,1,2022-05-24,AUR,0.02379455167153606
C1_NMVT_M,1,2022-05-25,AUR,0.06488183825657262
C1_NMVT_M,1,2022-05-26,AUR,0.0024900675009897053
C1_NMVT_M,1,2022-05-27,AUR,0.01674460065023264
C1_NMVT_M,1,2022-05-30,AUR,0.004466322301590322
C1_NMVT_M,1,2022-05-31,AUR,0.016201200333827687
C1_NMVT_M,1,2022-06-01,AUR,0.008715055222924145
C1_NMVT_M,1,2022-05-04,QAUR,-0.04293502699703
C1_NMVT_M,1,2022-05-05,QAUR,-0.0030162234538813606
C1_NMVT_M,1,2022-05-06,QAUR,-0.046550903924206806
C1_NMVT_M,1,2022-05-09,QAUR,-0.0692499530502496
C1_NMVT_M,1,2022-05-10,QAUR,-0.03520315947604722
C1_NMVT_M,1,2022-05-11,QAUR,0.025007677538687795
C1_NMVT_M,1,2022-05-12,QAUR,-0.06876715193477329
C1_NMVT_M,1,2022-05-13,QAUR,-0.06867727009000685
C1_NMVT_M,1,2022-05-16,QAUR,-0.061014437626225854
C1_NMVT_M,1,2022-05-17,QAUR,0.06614107547980494
C1_NMVT_M,1,2022-05-18,QAUR,0.051196986552918856
C1_NMVT_M,1,2022-05-19,QAUR,0.01369776568150542
C1_NMVT_M,1,2022-05-20,QAUR,0.02162908528526692
C1_NMVT_M,1,2022-05-23,QAUR,-0.01091031436234378
C1_NMVT_M,1,2022-05-24,QAUR,0.02379455167153606
C1_NMVT_M,1,2022-05-25,QAUR,0.06488183825657262
C1_NMVT_M,1,2022-05-26,QAUR,0.0024900675009897053
C1_NMVT_M,1,2022-05-27,QAUR,0.01674460065023264
C1_NMVT_M,1,2022-05-30,QAUR,0.004466322301590322
C1_NMVT_M,1,2022-05-31,QAUR,0.016201200333827687
C1_NMVT_M,1,2022-06-01,QAUR,0.008715055222924145
C1_NMVT_M,2,2022-06-02,AUR,-0.010605941321373519
C1_NMVT_M,2,2022-06-03,AUR,-0.003928527838938156
C1_NMVT_M,2,2022-06-06,AUR,0.009757258770055838
C1_NMVT_M,2,2022-06-07,AUR,-0.005357582014629601
C1_NMVT_M,2,2022-06-08,AUR,7.231242134701809e-05
C1_NMVT_M,2,2022-06-09,AUR,-0.0005332195032786372
C1_NMVT_M,2,2022-06-10,AUR,0.0005547702635477674
C1_NMVT_M,2,2022-06-13,AUR,-0.03532515700878628
C1_NMVT_M,2,2022-06-14,AUR,-0.0045688961988904495
C1_NMVT_M,2,2022-06-15,AUR,0.0006640169020039237
C1_NMVT_M,2,2022-06-16,AUR,0.030603829740867616
C1_NMVT_M,2,2022-06-17,AUR,-0.0067089129539632825
C1_NMVT_M,2,2022-06-20,AUR,-0.00018013403089536697
C1_NMVT_M,2,2022-06-21,AUR,0.010111599596702417
C1_NMVT_M,2,2022-06-22,AUR,-0.011896037561866576
C1_NMVT_M,2,2022-06-23,AUR,-0.007880684398066412
C1_NMVT_M,2,2022-06-24,AUR,0.00014238969022464408
C1_NMVT_M,2,2022-06-27,AUR,0.010097016199342505
C1_NMVT_M,2,2022-06-28,AUR,0.006630640910140961
C1_NMVT_M,2,2022-06-29,AUR,-0.004195633106439419
C1_NMVT_M,2,2022-06-30,AUR,0.00017777755146282555
C1_NMVT_M,2,2022-07-01,AUR,-0.0006334123649388256
C1_NMVT_M,2,2022-06-02,QAUR,-0.010605941321373519
C1_NMVT_M,2,2022-06-03,QAUR,-0.003928527838938156
C1_NMVT_M,2,2022-06-06,QAUR,0.009757258770055838
C1_NMVT_M,2,2022-06-07,QAUR,-0.005357582014629601
C1_NMVT_M,2,2022-06-08,QAUR,7.231242134701809e-05
C1_NMVT_M,2,2022-06-09,QAUR,-0.0005332195032786372
C1_NMVT_M,2,2022-06-10,QAUR,0.0005547702635477674
C1_NMVT_M,2,2022-06-13,QAUR,-0.03532515700878628
