qa_seed,aur_sharpe,qaur_sharpe,qaur_minus_aur_sharpe,mean_objective_gap
7,1.2483885538640291,1.2483885535359522,-3.2807689898106673e-10,0.008748239706615181
42,1.2483885538640291,1.2483885535359522,-3.2807689898106673e-10,0.008748239706615181
99,1.2483885538640291,1.2483885535359522,-3.2807689898106673e-10,0.008748239706615181
