config_id,fold,date,method,return
W_K10P6_CP30,29,2024-09-30,AUR,-0.007877117047511662
W_K10P6_CP30,29,2024-10-01,AUR,0.002630216563730482
W_K10P6_CP30,29,2024-09-04,QAUR,-0.005105490937759103
W_K10P6_CP30,29,2024-09-05,QAUR,-0.0024002642458491614
W_K10P6_CP30,29,2024-09-06,QAUR,0.007129492365793942
W_K10P6_CP30,29,2024-09-09,QAUR,-0.003622394610942852
W_K10P6_CP30,29,2024-09-10,QAUR,-0.004473183599972051
W_K10P6_CP30,29,2024-09-11,QAUR,0.0014267914860554625
W_K10P6_CP30,29,2024-09-12,QAUR,0.004545453195082128
W_K10P6_CP30,29,2024-09-13,QAUR,0.00021549018756939842
W_K10P6_CP30,29,2024-09-16,QAUR,-0.005094327337646235
W_K10P6_CP30,29,2024-09-17,QAUR,0.012642640949613515
W_K10P6_CP30,29,2024-09-18,QAUR,0.004845392467784073
W_K10P6_CP30,29,2024-09-19,QAUR,0.015402130440498225
W_K10P6_CP30,29,2024-09-20,QAUR,0.00031073776486742477
W_K10P6_CP30,29,2024-09-23,QAUR,-0.0006189138329258941
W_K10P6_CP30,29,2024-09-24,QAUR,0.011830425709841483
W_K10P6_CP30,29,2024-09-25,QAUR,0.012543289728965462
W_K10P6_CP30,29,2024-09-26,QAUR,-0.01190478155354473
W_K10P6_CP30,29,2024-09-27,QAUR,-0.001531531531531529
W_K10P6_CP30,29,2024-09-30,QAUR,-0.00787711704751167
W_K10P6_CP30,29,2024-10-01,QAUR,0.0026302165637304797
W_K10P6_CP30,30,2024-10-02,AUR,0.0010913263972038517
W_K10P6_CP30,30,2024-10-03,AUR,0.0010265941824108228
W_K10P6_CP30,30,2024-10-04,AUR,-0.0112528465262818
W_K10P6_CP30,30,2024-10-07,AUR,0.001473236912130828
W_K10P6_CP30,30,2024-10-08,AUR,-0.0014828639130228848
W_K10P6_CP30,30,2024-10-09,AUR,0.00376357956286358
W_K10P6_CP30,30,2024-10-10,AUR,-0.0008592387711134585
W_K10P6_CP30,30,2024-10-11,AUR,0.003221884768179195
W_K10P6_CP30,30,2024-10-14,AUR,-0.010891149559242322
W_K10P6_CP30,30,2024-10-15,AUR,-0.00022320958772103344
W_K10P6_CP30,30,2024-10-16,AUR,0.0031633102189916173
W_K10P6_CP30,30,2024-10-17,AUR,0.00872773590597657
W_K10P6_CP30,30,2024-10-18,AUR,0.014562824664542246
W_K10P6_CP30,30,2024-10-21,AUR,0.010836288001703488
W_K10P6_CP30,30,2024-10-22,AUR,0.00719772315294889
W_K10P6_CP30,30,2024-10-23,AUR,-0.00033721685245762206
W_K10P6_CP30,30,2024-10-24,AUR,-0.0025792683058260945
W_K10P6_CP30,30,2024-10-25,AUR,-0.005930574214394208
W_K10P6_CP30,30,2024-10-28,AUR,-0.008678605150570695
W_K10P6_CP30,30,2024-10-29,AUR,0.001442415859682766
W_K10P6_CP30,30,2024-10-30,AUR,0.0016373013726410947
W_K10P6_CP30,30,2024-10-31,AUR,0.0017239874274962068
W_K10P6_CP30,30,2024-11-01,AUR,-0.0025447059397261064
W_K10P6_CP30,30,2024-10-02,QAUR,0.0010913263573839938
W_K10P6_CP30,30,2024-10-03,QAUR,0.0010265941792061287
W_K10P6_CP30,30,2024-10-04,QAUR,-0.01125284653003549
W_K10P6_CP30,30,2024-10-07,QAUR,0.0014732369209996667
W_K10P6_CP30,30,2024-10-08,QAUR,-0.001482863928103754
W_K10P6_CP30,30,2024-10-09,QAUR,0.0037635796030512786
W_K10P6_CP30,30,2024-10-10,QAUR,-0.000859238744942072
W_K10P6_CP30,30,2024-10-11,QAUR,0.0032218848438678614
W_K10P6_CP30,30,2024-10-14,QAUR,-0.010891149588756296
W_K10P6_CP30,30,2024-10-15,QAUR,-0.00022320962234128022
W_K10P6_CP30,30,2024-10-16,QAUR,0.0031633102202629007
W_K10P6_CP30,30,2024-10-17,QAUR,0.008727735876060341
W_K10P6_CP30,30,2024-10-18,QAUR,0.014562824666065788
W_K10P6_CP30,30,2024-10-21,QAUR,0.010836288030727077
W_K10P6_CP30,30,2024-10-22,QAUR,0.007197723085183491
W_K10P6_CP30,30,2024-10-23,QAUR,-0.00033721691974191207
W_K10P6_CP30,30,2024-10-24,QAUR,-0.002579268310027795
W_K10P6_CP30,30,2024-10-25,QAUR,-0.005930574119958124
W_K10P6_CP30,30,2024-10-28,QAUR,-0.008678605166996744
W_K10P6_CP30,30,2024-10-29,QAUR,0.0014424158963515217
W_K10P6_CP30,30,2024-10-30,QAUR,0.0016373013325307142
W_K10P6_CP30,30,2024-10-31,QAUR,0.0017239874511375947
W_K10P6_CP30,30,2024-11-01,QAUR,-0.0025447058939892355
W_K10P6_CP30,31,2024-11-04,AUR,-0.006431901398096887
W_K10P6_CP30,31,2024-11-05,AUR,0.0005280655274585656
W_K10P6_CP30,31,2024-11-06,AUR,0.0029820417212058727
W_K10P6_CP30,31,2024-11-07,AUR,-0.00028734199459005315
W_K10P6_CP30,31,2024-11-08,AUR,0.0007555093063913767
W_K10P6_CP30,31,2024-11-11,AUR,0.0012360737568753257
W_K10P6_CP30,31,2024-11-12,AUR,9.700144671720621e-05
W_K10P6_CP30,31,2024-11-13,AUR,-0.0011523667426386935
W_K10P6_CP30,31,2024-11-14,AUR,-0.002225915083290828
W_K10P6_CP30,31,2024-11-15,AUR,-0.01161322596750065
W_K10P6_CP30,31,2024-11-18,AUR,0.0019490438364031196
W_K10P6_CP30,31,2024-11-19,AUR,0.002958712422533856
W_K10P6_CP30,31,2024-11-20,AUR,0.0021328116571805128
W_K10P6_CP30,31,2024-11-21,AUR,-0.0009044020228516804
W_K10P6_CP30,31,2024-11-22,AUR,-0.001864885789171682
W_K10P6_CP30,31,2024-11-25,AUR,0.004509183056421366
W_K10P6_CP30,31,2024-11-26,AUR,0.0022242008817364898
W_K10P6_CP30,31,2024-11-27,AUR,0.00012764593109940414
W_K10P6_CP30,31,2024-11-28,AUR,0.0013935120942383042
W_K10P6_CP30,31,2024-11-29,AUR,0.01361330034872603
W_K10P6_CP30,31,2024-11-04,QAUR,-0.006431901407412158
W_K10P6_CP30,31,2024-11-05,QAUR,0.0005280655277054799
W_K10P6_CP30,31,2024-11-06,QAUR,0.0029820417222131195
W_K10P6_CP30,31,2024-11-07,QAUR,-0.00028734199661861775
W_K10P6_CP30,31,2024-11-08,QAUR,0.0007555093042413386
W_K10P6_CP30,31,2024-11-11,QAUR,0.001236073756311277
W_K10P6_CP30,31,2024-11-12,QAUR,9.700145154810903e-05
W_K10P6_CP30,31,2024-11-13,QAUR,-0.001152366737953063
W_K10P6_CP30,31,2024-11-14,QAUR,-0.002225915081735623
W_K10P6_CP30,31,2024-11-15,QAUR,-0.011613225965507543
W_K10P6_CP30,31,2024-11-18,QAUR,0.0019490438383355656
W_K10P6_CP30,31,2024-11-19,QAUR,0.0029587124181445676
W_K10P6_CP30,31,2024-11-20,QAUR,0.0021328116522279545
W_K10P6_CP30,31,2024-11-21,QAUR,-0.0009044020233211901
W_K10P6_CP30,31,2024-11-22,QAUR,-0.0018648857888491285
W_K10P6_CP30,31,2024-11-25,QAUR,0.004509183056384129
W_K10P6_CP30,31,2024-11-26,QAUR,0.0022242008803645004
W_K10P6_CP30,31,2024-11-27,QAUR,0.00012764593001466466
W_K10P6_CP30,31,2024-11-28,QAUR,0.0013935120985555031
W_K10P6_CP30,31,2024-11-29,QAUR,0.013613300333273229
W_K10P6_CP30,32,2024-12-02,AUR,-0.0027526193840721695
W_K10P6_CP30,32,2024-12-03,AUR,-0.00733964226425129
W_K10P6_CP30,32,2024-12-04,AUR,0.003928145841959645
W_K10P6_CP30,32,2024-12-05,AUR,0.006368666977295014
W_K10P6_CP30,32,2024-12-06,AUR,0.001676364766902983
W_K10P6_CP30,32,2024-12-09,AUR,0.01706536554568039
W_K10P6_CP30,32,2024-12-10,AUR,0.013804447458874658
W_K10P6_CP30,32,2024-12-11,AUR,-0.01049672603495375
W_K10P6_CP30,32,2024-12-12,AUR,0.0007736157141518865
W_K10P6_CP30,32,2024-12-13,AUR,0.0007057355571167979
W_K10P6_CP30,32,2024-12-16,AUR,0.0007383902424822344
W_K10P6_CP30,32,2024-12-17,AUR,-0.0035712720921784267
W_K10P6_CP30,32,2024-12-18,AUR,0.004372417109754041
W_K10P6_CP30,32,2024-12-19,AUR,-0.006244582708664981
W_K10P6_CP30,32,2024-12-20,AUR,0.009931336792902179
W_K10P6_CP30,32,2024-12-23,AUR,0.0036153225879986925
W_K10P6_CP30,32,2024-12-24,AUR,-0.002447672753909888
W_K10P6_CP30,32,2024-12-25,AUR,0.009704031984550839
W_K10P6_CP30,32,2024-12-26,AUR,-0.007616861752326896
W_K10P6_CP30,32,2024-12-27,AUR,-0.003224476578649462
W_K10P6_CP30,32,2024-12-30,AUR,0.0021929433328086246
W_K10P6_CP30,32,2024-12-31,AUR,-0.00237526055843485
W_K10P6_CP30,32,2024-12-02,QAUR,-0.002571761792970321
W_K10P6_CP30,32,2024-12-03,QAUR,-0.007407316159060803
W_K10P6_CP30,32,2024-12-04,QAUR,0.004048193304865657
W_K10P6_CP30,32,2024-12-05,QAUR,0.006226117868405397
W_K10P6_CP30,32,2024-12-06,QAUR,0.0017742619715445315
W_K10P6_CP30,32,2024-12-09,QAUR,0.016899561092537096
W_K10P6_CP30,32,2024-12-10,QAUR,0.014042875562280949
W_K10P6_CP30,32,2024-12-11,QAUR,-0.010517342669987946
W_K10P6_CP30,32,2024-12-12,QAUR,0.0007276919920880054
W_K10P6_CP30,32,2024-12-13,QAUR,0.0006592018087712983
W_K10P6_CP30,32,2024-12-16,QAUR,0.0008802354245341183
W_K10P6_CP30,32,2024-12-17,QAUR,-0.003731405917048753
W_K10P6_CP30,32,2024-12-18,QAUR,0.0044956899833970805
W_K10P6_CP30,32,2024-12-19,QAUR,-0.006309572987806159
W_K10P6_CP30,32,2024-12-20,QAUR,0.009698989207438011
W_K10P6_CP30,32,2024-12-23,QAUR,0.0036901554725817095
W_K10P6_CP30,32,2024-12-24,QAUR,-0.0024316515694715506
W_K10P6_CP30,32,2024-12-25,QAUR,0.009767776668129368
W_K10P6_CP30,32,2024-12-26,QAUR,-0.007472765253752557
W_K10P6_CP30,32,2024-12-27,QAUR,-0.0033835524282879144
W_K10P6_CP30,32,2024-12-30,QAUR,0.0021634191442018048
W_K10P6_CP30,32,2024-12-31,QAUR,-0.0017055044018672726
W_K10P6_CP30,33,2025-01-02,AUR,-0.0064015603893291285
W_K10P6_CP30,33,2025-01-03,AUR,-0.006496484694336965
W_K10P6_CP30,33,2025-01-06,AUR,-0.0012113861277029117
W_K10P6_CP30,33,2025-01-07,AUR,0.005968343242090263
W_K10P6_CP30,33,2025-01-08,AUR,-0.0023740071178205697
W_K10P6_CP30,33,2025-01-09,AUR,0.000850966998959226
W_K10P6_CP30,33,2025-01-10,AUR,-0.003676278999397972
W_K10P6_CP30,33,2025-01-13,AUR,-0.002773992907545392
W_K10P6_CP30,33,2025-01-14,AUR,-0.00017450741525895002
W_K10P6_CP30,33,2025-01-15,AUR,0.0025372185339797983
W_K10P6_CP30,33,2025-01-16,AUR,-0.0003398755307957185
W_K10P6_CP30,33,2025-01-17,AUR,0.0021816245624363957
W_K10P6_CP30,33,2025-01-20,AUR,-0.0007874295386629873
W_K10P6_CP30,33,2025-01-21,AUR,0.003349194691351195
W_K10P6_CP30,33,2025-01-22,AUR,0.004073697931746856
W_K10P6_CP30,33,2025-01-23,AUR,-0.0011996488744782563
W_K10P6_CP30,33,2025-01-24,AUR,0.016168070429220412
W_K10P6_CP30,33,2025-01-02,QAUR,-0.006401224335976112
W_K10P6_CP30,33,2025-01-03,QAUR,-0.006496484693754103
W_K10P6_CP30,33,2025-01-06,QAUR,-0.001211386127361649
W_K10P6_CP30,33,2025-01-07,QAUR,0.005968343241793488
W_K10P6_CP30,33,2025-01-08,QAUR,-0.0023740071178876107
W_K10P6_CP30,33,2025-01-09,QAUR,0.0008509669986963952
W_K10P6_CP30,33,2025-01-10,QAUR,-0.0036762789992081427
W_K10P6_CP30,33,2025-01-13,QAUR,-0.0027739929076366233
W_K10P6_CP30,33,2025-01-14,QAUR,-0.0001745074150704015
W_K10P6_CP30,33,2025-01-15,QAUR,0.0025372185337790903
W_K10P6_CP30,33,2025-01-16,QAUR,-0.0003398755304202766
W_K10P6_CP30,33,2025-01-17,QAUR,0.002181624562322178
W_K10P6_CP30,33,2025-01-20,QAUR,-0.0007874295391755749
W_K10P6_CP30,33,2025-01-21,QAUR,0.003349194691152025
W_K10P6_CP30,33,2025-01-22,QAUR,0.004073697931732444
W_K10P6_CP30,33,2025-01-23,QAUR,-0.0011996488738507023
W_K10P6_CP30,33,2025-01-24,QAUR,0.016168070429350687
W_K10P6_CP30,34,2025-02-03,AUR,-0.00804644185923215
W_K10P6_CP30,34,2025-02-04,AUR,0.00033503632420770477
W_K10P6_CP30,34,2025-02-05,AUR,0.0017886929361089284
W_K10P6_CP30,34,2025-02-06,AUR,0.0034204138936735854
W_K10P6_CP30,34,2025-02-07,AUR,-0.002313537878913417
W_K10P6_CP30,34,2025-02-10,AUR,-0.004189853395941014
W_K10P6_CP30,34,2025-02-11,AUR,-0.003176041831943543
W_K10P6_CP30,34,2025-02-12,AUR,-0.0006079796490167992
W_K10P6_CP30,34,2025-02-13,AUR,0.006101429553601584
W_K10P6_CP30,34,2025-02-14,AUR,0.0016497358817972874
W_K10P6_CP30,34,2025-02-17,AUR,0.0005797984015174747
W_K10P6_CP30,34,2025-02-18,AUR,-0.0009087980357895945
