spec_id,worst_segment_return,worst_segment_sharpe,worst_segment_drawdown,minimum_segment_exposure,market_lookback,strategy_lookback_folds,volatility_target,volatility_lookback_days,minimum_validation_ic,overlay_turnover_cost_bps
OV0351,-0.07317731141100281,-0.2817217658856171,-0.30203319479990964,0.286368146685364,200,0,0.12,60,0.05,25.0
OV0355,-0.07317731141100281,-0.2817217658856171,-0.30203319479990964,0.286368146685364,200,0,0.12,120,0.05,25.0
OV0398,-0.048581885277605985,-0.28681146599566537,-0.17379147064396705,0.3059818639878891,200,6,0.1,60,0.0,25.0
OV0305,-0.04135520808741966,-0.2898817125157434,-0.1522509558934404,0.2481709536916854,120,3,0.15,120,-1.0,25.0
OV0359,-0.07575028317091537,-0.29113257481974586,-0.30203319479990964,0.2889946661153257,200,0,0.15,60,0.05,25.0
OV0363,-0.07575028317091537,-0.29113257481974586,-0.30203319479990964,0.2889946661153257,200,0,0.15,120,0.05,25.0
OV0338,-0.08426003473113941,-0.301291422465998,-0.30203319479990964,0.41379310344827586,200,0,0.0,60,0.0,25.0
OV0034,-0.039071661011769065,-0.30508074929202394,-0.16482317256777723,0.3508259474509687,0,3,0.1,60,0.0,25.0
OV0013,-0.10314736466042174,-0.30695628228553073,-0.4179250087624148,0.787074736958705,0,0,0.12,60,-1.0,25.0
OV0038,-0.0413466783435924,-0.3222602414848131,-0.1658640098367088,0.342646474878144,0,3,0.1,120,0.0,25.0
OV0297,-0.044035178372854866,-0.3285874094371469,-0.1522509558934404,0.19920032322519848,120,3,0.12,120,-1.0,25.0
OV0042,-0.04305173520259431,-0.3306699759243386,-0.16236335465415375,0.36415772774190236,0,3,0.12,60,0.0,25.0
OV0289,-0.045028857010610546,-0.3491923828070968,-0.1522509558934404,0.1660002693543321,120,3,0.1,120,-1.0,25.0
OV0046,-0.04577613310562778,-0.35069475121154065,-0.16358864918678306,0.3515374417486404,0,3,0.12,120,0.0,25.0
