spec_id,worst_segment_return,worst_segment_sharpe,worst_segment_drawdown,minimum_segment_exposure,market_lookback,strategy_lookback_folds,volatility_target,volatility_lookback_days,minimum_validation_ic,overlay_turnover_cost_bps
OV0387,-0.07855139509721787,-0.5264133806829,-0.1522509558934404,0.1724137931034483,200,3,0.15,60,0.05,25.0
OV0388,-0.07855139509721787,-0.5264133806829,-0.1522509558934404,0.1724137931034483,200,3,0.15,60,0.1,25.0
OV0391,-0.07855139509721787,-0.5264133806829,-0.1522509558934404,0.1724137931034483,200,3,0.15,120,0.05,25.0
OV0392,-0.07855139509721787,-0.5264133806829,-0.1522509558934404,0.1724137931034483,200,3,0.15,120,0.1,25.0
OV0254,-0.1358685990705868,-0.5359500646320455,-0.30203319479990964,0.3103448275862069,120,0,0.0,60,0.0,25.0
OV0266,-0.1358685990705868,-0.5359500646320455,-0.30203319479990964,0.30775235568991866,120,0,0.12,60,0.0,25.0
OV0270,-0.1358685990705868,-0.5359500646320455,-0.30203319479990964,0.2946191988355026,120,0,0.12,120,0.0,25.0
OV0274,-0.1358685990705868,-0.5359500646320455,-0.30203319479990964,0.3103448275862069,120,0,0.15,60,0.0,25.0
OV0278,-0.1358685990705868,-0.5359500646320455,-0.30203319479990964,0.3103448275862069,120,0,0.15,120,0.0,25.0
OV0262,-0.13676835073218985,-0.5401653889315815,-0.30203319479990964,0.24551599902958549,120,0,0.1,120,0.0,25.0
OV0036,-0.07963826186663892,-0.5405641932534071,-0.1522509558934404,0.1680508295051305,0,3,0.1,60,0.1,25.0
OV0371,-0.07963826186663892,-0.5405641932534071,-0.1522509558934404,0.1680508295051305,200,3,0.1,60,0.05,25.0
OV0372,-0.07963826186663892,-0.5405641932534071,-0.1522509558934404,0.1680508295051305,200,3,0.1,60,0.1,25.0
OV0039,-0.08136106239865104,-0.5428417476897537,-0.1522509558934404,0.1892452935298566,0,3,0.1,120,0.05,25.0
OV0258,-0.13707204246629323,-0.543176485856174,-0.30203319479990964,0.25646029640826556,120,0,0.1,60,0.0,25.0
OV0047,-0.08231328237322677,-0.5476026357181714,-0.1522509558934404,0.19310090530859847,0,3,0.12,120,0.05,25.0
OV0055,-0.08327533762339223,-0.5515558856274497,-0.1522509558934404,0.19827268335988601,0,3,0.15,120,0.05,25.0
OV0043,-0.08404110030336909,-0.5542965498126557,-0.1522509558934404,0.20235665587271529,0,3,0.12,60,0.05,25.0
OV0118,-0.07838139069785321,-0.5544580047904462,-0.1522509558934404,0.17097348921856256,20,3,0.1,60,0.0,25.0
OV0146,-0.07838139069785321,-0.5544580047904462,-0.1522509558934404,0.17097348921856256,20,6,0.1,60,0.0,25.0
OV0031,-0.08489860961134987,-0.5569534629433802,-0.1522509558934404,0.20689655172413793,0,3,0.0,60,0.05,25.0
OV0051,-0.08489860961134987,-0.5569534629433802,-0.1522509558934404,0.20689655172413793,0,3,0.15,60,0.05,25.0
OV0018,-0.16280128187579457,-0.559558644146625,-0.34851875122875364,0.5522211046092267,0,0,0.12,120,0.0,25.0
OV0114,-0.07969054329830472,-0.5626485885084529,-0.1522509558934404,0.1724137931034483,20,3,0.0,60,0.0,25.0
OV0126,-0.07969054329830472,-0.5626485885084529,-0.1522509558934404,0.1724137931034483,20,3,0.12,60,0.0,25.0
OV0130,-0.07969054329830472,-0.5626485885084529,-0.1522509558934404,0.1724137931034483,20,3,0.12,120,0.0,25.0
OV0134,-0.07969054329830472,-0.5626485885084529,-0.1522509558934404,0.1724137931034483,20,3,0.15,60,0.0,25.0
OV0138,-0.07969054329830472,-0.5626485885084529,-0.1522509558934404,0.1724137931034483,20,3,0.15,120,0.0,25.0
OV0142,-0.07969054329830472,-0.5626485885084529,-0.1522509558934404,0.1724137931034483,20,6,0.0,60,0.0,25.0
OV0154,-0.07969054329830472,-0.5626485885084529,-0.1522509558934404,0.1724137931034483,20,6,0.12,60,0.0,25.0
OV0158,-0.07969054329830472,-0.5626485885084529,-0.1522509558934404,0.1724137931034483,20,6,0.12,120,0.0,25.0
OV0162,-0.07969054329830472,-0.5626485885084529,-0.1522509558934404,0.1724137931034483,20,6,0.15,60,0.0,25.0
OV0166,-0.07969054329830472,-0.5626485885084529,-0.1522509558934404,0.1724137931034483,20,6,0.15,120,0.0,25.0
OV0035,-0.08418758319782371,-0.5650791696917514,-0.1522509558934404,0.19300321514618635,0,3,0.1,60,0.05,25.0
OV0122,-0.08043421045117938,-0.5697237273883692,-0.1522509558934404,0.17038826192669082,20,3,0.1,120,0.0,25.0
OV0150,-0.08043421045117938,-0.5697237273883692,-0.1522509558934404,0.17038826192669082,20,6,0.1,120,0.0,25.0
OV0263,-0.14052136555502226,-0.5736103825385774,-0.30203319479990964,0.20648879197958775,120,0,0.1,120,0.05,25.0
OV0264,-0.14052136555502226,-0.5736103825385774,-0.30203319479990964,0.16641591361404479,120,0,0.1,120,0.1,25.0
OV0255,-0.14086766349801683,-0.5749576460239196,-0.30203319479990964,0.20689655172413793,120,0,0.0,60,0.05,25.0
OV0256,-0.14086766349801683,-0.5749576460239196,-0.30203319479990964,0.20689655172413793,120,0,0.0,60,0.1,25.0
OV0267,-0.14086766349801683,-0.5749576460239196,-0.30203319479990964,0.20689655172413793,120,0,0.12,60,0.05,25.0
OV0268,-0.14086766349801683,-0.5749576460239196,-0.30203319479990964,0.1584558400664472,120,0,0.12,60,0.1,25.0
OV0271,-0.14086766349801683,-0.5749576460239196,-0.30203319479990964,0.20689655172413793,120,0,0.12,120,0.05,25.0
OV0272,-0.14086766349801683,-0.5749576460239196,-0.30203319479990964,0.19969909633685376,120,0,0.12,120,0.1,25.0
OV0275,-0.14086766349801683,-0.5749576460239196,-0.30203319479990964,0.20689655172413793,120,0,0.15,60,0.05,25.0
OV0276,-0.14086766349801683,-0.5749576460239196,-0.30203319479990964,0.198069800083059,120,0,0.15,60,0.1,25.0
OV0279,-0.14086766349801683,-0.5749576460239196,-0.30203319479990964,0.20689655172413793,120,0,0.15,120,0.05,25.0
OV0280,-0.14086766349801683,-0.5749576460239196,-0.30203319479990964,0.20689655172413793,120,0,0.15,120,0.1,25.0
OV0259,-0.14170110567414929,-0.5810884969678912,-0.30203319479990964,0.20253358812582017,120,0,0.1,60,0.05,25.0
OV0260,-0.14170110567414929,-0.5810884969678912,-0.30203319479990964,0.132046533388706,120,0,0.1,60,0.1,25.0
OV0174,-0.07177657357889289,-0.582736584180784,-0.30203319479990964,0.2415156209233134,60,0,0.1,60,0.0,25.0
OV0202,-0.07177657357889289,-0.582736584180784,-0.16482317256777723,0.2415156209233134,60,3,0.1,60,0.0,25.0
OV0230,-0.07177657357889289,-0.582736584180784,-0.17740631556429587,0.2415156209233134,60,6,0.1,60,0.0,25.0
OV0175,-0.12291653931542668,-0.582736584180784,-0.30203319479990964,0.20805438951725855,60,0,0.1,60,0.05,25.0
OV0178,-0.07397416136690216,-0.5994121906730778,-0.30203319479990964,0.2433237534296353,60,0,0.1,120,0.0,25.0
OV0206,-0.07397416136690216,-0.5994121906730778,-0.1658640098367088,0.2433237534296353,60,3,0.1,120,0.0,25.0
OV0234,-0.07397416136690216,-0.5994121906730778,-0.17740631556429587,0.2433237534296353,60,6,0.1,120,0.0,25.0
OV0179,-0.11841775841378055,-0.5994121906730778,-0.30203319479990964,0.207034178813053,60,0,0.1,120,0.05,25.0
OV0182,-0.0756211871186575,-0.603204886195165,-0.30203319479990964,0.2898187451079761,60,0,0.12,60,0.0,25.0
OV0210,-0.0756211871186575,-0.603204886195165,-0.16236335465415375,0.2898187451079761,60,3,0.12,60,0.0,25.0
OV0238,-0.0756211871186575,-0.603204886195165,-0.17740631556429587,0.27586206896551724,60,6,0.12,60,0.0,25.0
OV0183,-0.12081217885533913,-0.603204886195165,-0.30203319479990964,0.2204180651180019,60,0,0.12,60,0.05,25.0
OV0235,-0.08843591119011096,-0.6119635962416548,-0.1522509558934404,0.13752327473820844,60,6,0.1,120,0.05,25.0
OV0239,-0.08874910881545839,-0.6137868248577505,-0.1522509558934404,0.13793103448275862,60,6,0.12,60,0.05,25.0
OV0310,-0.09748124559461513,-0.6197215276445234,-0.1936542957745857,0.27586206896551724,120,6,0.0,60,0.0,25.0
OV0322,-0.09748124559461513,-0.6197215276445234,-0.1936542957745857,0.27586206896551724,120,6,0.12,60,0.0,25.0
OV0326,-0.09748124559461513,-0.6197215276445234,-0.1936542957745857,0.27586206896551724,120,6,0.12,120,0.0,25.0
OV0330,-0.09748124559461513,-0.6197215276445234,-0.1936542957745857,0.27586206896551724,120,6,0.15,60,0.0,25.0
OV0334,-0.09748124559461513,-0.6197215276445234,-0.1936542957745857,0.27586206896551724,120,6,0.15,120,0.0,25.0
OV0186,-0.07825286094269224,-0.6224854985413574,-0.30203319479990964,0.2919885041155623,60,0,0.12,120,0.0,25.0
OV0214,-0.07825286094269224,-0.6224854985413574,-0.16358864918678306,0.2919885041155623,60,3,0.12,120,0.0,25.0
OV0242,-0.07825286094269224,-0.6224854985413574,-0.17740631556429587,0.27586206896551724,60,6,0.12,120,0.0,25.0
OV0243,-0.08874910881545839,-0.6224854985413574,-0.1522509558934404,0.13793103448275862,60,6,0.12,120,0.05,25.0
OV0187,-0.11701463572112947,-0.6224854985413574,-0.30203319479990964,0.21444756764843415,60,0,0.12,120,0.05,25.0
OV0318,-0.09842096697036007,-0.6274496356139078,-0.1932129244966977,0.24551599902958549,120,6,0.1,120,0.0,25.0
OV0231,-0.08982394718079334,-0.629677619492935,-0.1522509558934404,0.13356807088444086,60,6,0.1,60,0.05,25.0
OV0207,-0.09152768140077716,-0.630025653697588,-0.1522509558934404,0.15476253490916694,60,3,0.1,120,0.05,25.0
OV0190,-0.08143073789191924,-0.6326731384456038,-0.30203319479990964,0.36084125755495217,60,0,0.15,60,0.0,25.0
OV0218,-0.08143073789191924,-0.6326731384456038,-0.15819472722486738,0.34018237431924253,60,3,0.15,60,0.0,25.0
OV0246,-0.08143073789191924,-0.6326731384456038,-0.17740631556429587,0.27586206896551724,60,6,0.15,60,0.0,25.0
OV0247,-0.08874910881545839,-0.6326731384456038,-0.1522509558934404,0.13793103448275862,60,6,0.15,60,0.05,25.0
OV0191,-0.11870579811218473,-0.6326731384456038,-0.30203319479990964,0.2294733132807462,60,0,0.15,60,0.05,25.0
OV0012,-0.1677657555453146,-0.6337190311391434,-0.30234600678922074,0.3292303872662843,0,0,0.1,120,0.1,25.0
OV0215,-0.09246936311348386,-0.6345462988236134,-0.1522509558934404,0.15861814668790883,60,3,0.12,120,0.05,25.0
OV0314,-0.09873814961791882,-0.6350369265577178,-0.1920944217950431,0.25646029640826556,120,6,0.1,60,0.0,25.0
OV0006,-0.18245391272991685,-0.6369629440252529,-0.34995435373763584,0.5318519349514822,0,0,0.1,60,0.0,25.0
OV0170,-0.0836245747513974,-0.6375517009476425,-0.30203319479990964,0.375,60,0,0.0,60,0.0,25.0
OV0198,-0.0836245747513974,-0.6375517009476425,-0.15434762514564437,0.3448275862068966,60,3,0.0,60,0.0,25.0
OV0226,-0.0836245747513974,-0.6375517009476425,-0.17740631556429587,0.27586206896551724,60,6,0.0,60,0.0,25.0
OV0227,-0.08874910881545839,-0.6375517009476425,-0.1522509558934404,0.13793103448275862,60,6,0.0,60,0.05,25.0
OV0171,-0.11106247995579621,-0.6375517009476425,-0.30203319479990964,0.2413793103448276,60,0,0.0,60,0.05,25.0
OV0211,-0.09417805920382405,-0.6403910937009845,-0.1522509558934404,0.16787389725202564,60,3,0.12,60,0.05,25.0
OV0199,-0.09502607841720045,-0.6424953147399611,-0.1522509558934404,0.1724137931034483,60,3,0.0,60,0.05,25.0
OV0219,-0.09502607841720045,-0.6424953147399611,-0.1522509558934404,0.1724137931034483,60,3,0.15,60,0.05,25.0
OV0194,-0.08340614524484502,-0.6434257446718549,-0.30203319479990964,0.3641561798046402,60,0,0.15,120,0.0,25.0
OV0222,-0.08340614524484502,-0.6434257446718549,-0.160196761247818,0.327352836668559,60,3,0.15,120,0.0,25.0
OV0250,-0.08340614524484502,-0.6434257446718549,-0.17740631556429587,0.27586206896551724,60,6,0.15,120,0.0,25.0
OV0251,-0.08874910881545839,-0.6434257446718549,-0.1522509558934404,0.13793103448275862,60,6,0.15,120,0.05,25.0
OV0223,-0.09342077125433679,-0.6434257446718549,-0.1522509558934404,0.16378992473919637,60,3,0.15,120,0.05,25.0
OV0195,-0.11448813460308882,-0.6434257446718549,-0.30203319479990964,0.22495601128468062,60,0,0.15,120,0.05,25.0
OV0203,-0.09432292096540773,-0.6533685656188712,-0.1522509558934404,0.1585204565254967,60,3,0.1,60,0.05,25.0
OV0026,-0.19745733101691942,-0.6542848921025222,-0.38724740926647383,0.5868281048994644,0,0,0.15,120,0.0,25.0
OV0011,-0.1781113589182277,-0.6721283768049648,-0.3086738421709806,0.3552247122037817,0,0,0.1,120,0.05,25.0
OV0020,-0.18794172022760158,-0.6990266658577978,-0.32632891318508117,0.34039336261989783,0,0,0.12,120,0.1,25.0
OV0319,-0.10234070216285951,-0.7146204000357435,-0.15575998789883172,0.1720060333588981,120,6,0.1,120,0.05,25.0
OV0320,-0.10234070216285951,-0.7146204000357435,-0.15575998789883172,0.12407177205980717,120,6,0.1,120,0.1,25.0
OV0311,-0.10270238371710971,-0.7167349507405272,-0.15622184866023892,0.1724137931034483,120,6,0.0,60,0.05,25.0
OV0312,-0.10270238371710971,-0.7167349507405272,-0.15622184866023892,0.1724137931034483,120,6,0.0,60,0.1,25.0
OV0323,-0.10270238371710971,-0.7167349507405272,-0.15622184866023892,0.1724137931034483,120,6,0.12,60,0.05,25.0
OV0324,-0.10270238371710971,-0.7167349507405272,-0.15622184866023892,0.12144531863244942,120,6,0.12,60,0.1,25.0
OV0327,-0.10270238371710971,-0.7167349507405272,-0.15622184866023892,0.1724137931034483,120,6,0.12,120,0.05,25.0
OV0328,-0.10270238371710971,-0.7167349507405272,-0.15622184866023892,0.1488861264717686,120,6,0.12,120,0.1,25.0
OV0331,-0.10270238371710971,-0.7167349507405272,-0.15622184866023892,0.1724137931034483,120,6,0.15,60,0.05,25.0
OV0332,-0.10270238371710971,-0.7167349507405272,-0.15622184866023892,0.15180664829056179,120,6,0.15,60,0.1,25.0
OV0335,-0.10270238371710971,-0.7167349507405272,-0.15622184866023892,0.1724137931034483,120,6,0.15,120,0.05,25.0
OV0336,-0.10270238371710971,-0.7167349507405272,-0.15622184866023892,0.1724137931034483,120,6,0.15,120,0.1,25.0
OV0014,-0.21180593933709368,-0.7181044753368367,-0.38133347695657493,0.5606992575701049,0,0,0.12,60,0.0,25.0
OV0315,-0.10357284993771287,-0.7327627909123172,-0.15458956169463023,0.1680508295051305,120,6,0.1,60,0.05,25.0
OV0316,-0.10357284993771287,-0.7327627909123172,-0.15458956169463023,0.10120443219370785,120,6,0.1,60,0.1,25.0
OV0019,-0.20006902386708525,-0.7426461173720093,-0.33366918960245195,0.37158655254489475,0,0,0.12,120,0.05,25.0
OV0282,-0.11907513202625197,-0.7795928708046294,-0.2129471220750796,0.2413793103448276,120,3,0.0,60,0.0,25.0
OV0294,-0.11907513202625197,-0.7795928708046294,-0.2129471220750796,0.18867300604396176,120,3,0.12,60,0.0,25.0
OV0298,-0.11907513202625197,-0.7795928708046294,-0.2129471220750796,0.19920032322519848,120,3,0.12,120,0.0,25.0
OV0302,-0.11907513202625197,-0.7795928708046294,-0.2129471220750796,0.23584125755495217,120,3,0.15,60,0.0,25.0
OV0306,-0.11907513202625197,-0.7795928708046294,-0.2129471220750796,0.2413793103448276,120,3,0.15,120,0.0,25.0
OV0028,-0.217090402884206,-0.7849470845479316,-0.36087845440633315,0.356526186033493,0,0,0.15,120,0.1,25.0
OV0290,-0.11999236939646474,-0.7878934028326873,-0.2125163111553029,0.1660002693543321,120,3,0.1,120,0.0,25.0
OV0002,-0.2586904232285945,-0.7936474140017425,-0.44909322320677536,0.6551724137931034,0,0,0.0,60,0.0,25.0
OV0286,-0.12030196305372798,-0.7972355342578175,-0.21142457002530013,0.1572275050366348,120,3,0.1,60,0.0,25.0
OV0008,-0.21412279987715488,-0.8036158317232533,-0.341537091384278,0.3252029808672378,0,0,0.1,60,0.1,25.0
OV0022,-0.24932042300685053,-0.8117325465790909,-0.4209827901039326,0.5935199290635623,0,0,0.15,60,0.0,25.0
OV0027,-0.23172965252924094,-0.8347616853173336,-0.3695972274689313,0.3955176734397391,0,0,0.15,120,0.05,25.0
OV0007,-0.22510016862011506,-0.8429306399572937,-0.34750945724366245,0.35891043127483263,0,0,0.1,60,0.05,25.0
OV0291,-0.11943389743926813,-0.8607561955632059,-0.17183597510441528,0.13752327473820844,120,3,0.1,120,0.05,25.0
OV0283,-0.1197886918666885,-0.8627874098689388,-0.17228904113022048,0.13793103448275862,120,3,0.0,60,0.05,25.0
OV0295,-0.1197886918666885,-0.8627874098689388,-0.17228904113022048,0.13793103448275862,120,3,0.12,60,0.05,25.0
OV0299,-0.1197886918666885,-0.8627874098689388,-0.17228904113022048,0.13793103448275862,120,3,0.12,120,0.05,25.0
OV0303,-0.1197886918666885,-0.8627874098689388,-0.17228904113022048,0.13793103448275862,120,3,0.15,60,0.05,25.0
OV0307,-0.1197886918666885,-0.8627874098689388,-0.17228904113022048,0.13793103448275862,120,3,0.15,120,0.05,25.0
OV0119,-0.11553464175856543,-0.86724204463989,-0.1522509558934404,0.10200797197718325,20,3,0.1,60,0.05,25.0
OV0120,-0.11553464175856543,-0.86724204463989,-0.1522509558934404,0.10200797197718325,20,3,0.1,60,0.1,25.0
OV0147,-0.11553464175856543,-0.86724204463989,-0.1522509558934404,0.10200797197718325,20,6,0.1,60,0.05,25.0
OV0148,-0.11553464175856543,-0.86724204463989,-0.1522509558934404,0.10200797197718325,20,6,0.1,60,0.1,25.0
OV0123,-0.11643543157967462,-0.8726835519200346,-0.1522509558934404,0.1030405161175188,20,3,0.1,120,0.05,25.0
OV0124,-0.11643543157967462,-0.8726835519200346,-0.1522509558934404,0.1030405161175188,20,3,0.1,120,0.1,25.0
OV0151,-0.11643543157967462,-0.8726835519200346,-0.1522509558934404,0.1030405161175188,20,6,0.1,120,0.05,25.0
OV0152,-0.11643543157967462,-0.8726835519200346,-0.1522509558934404,0.1030405161175188,20,6,0.1,120,0.1,25.0
OV0115,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,3,0.0,60,0.05,25.0
OV0116,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,3,0.0,60,0.1,25.0
OV0127,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,3,0.12,60,0.05,25.0
OV0128,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,3,0.12,60,0.1,25.0
OV0131,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,3,0.12,120,0.05,25.0
OV0132,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,3,0.12,120,0.1,25.0
OV0135,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,3,0.15,60,0.05,25.0
OV0136,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,3,0.15,60,0.1,25.0
OV0139,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,3,0.15,120,0.05,25.0
OV0140,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,3,0.15,120,0.1,25.0
OV0143,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,6,0.0,60,0.05,25.0
OV0144,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,6,0.0,60,0.1,25.0
OV0155,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,6,0.12,60,0.05,25.0
OV0156,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,6,0.12,60,0.1,25.0
OV0159,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,6,0.12,120,0.05,25.0
OV0160,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,6,0.12,120,0.1,25.0
OV0163,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,6,0.15,60,0.05,25.0
OV0164,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,6,0.15,60,0.1,25.0
OV0167,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,6,0.15,120,0.05,25.0
OV0168,-0.11679101843332396,-0.8748143928837352,-0.1522509558934404,0.10344827586206896,20,6,0.15,120,0.1,25.0
OV0016,-0.24069175413415822,-0.8804816046646557,-0.37161847786407476,0.34030671956556324,0,0,0.12,60,0.1,25.0
OV0287,-0.12064258270159012,-0.8815478002471788,-0.17068783611287186,0.13356807088444086,120,3,0.1,60,0.05,25.0
OV0004,-0.25911114055025997,-0.8920838124028501,-0.40873964040937727,0.3793103448275862,0,0,0.0,60,0.1,25.0
OV0204,-0.08982394718079334,-0.9004231473006368,-0.1522509558934404,0.10804355090583666,60,3,0.1,60,0.1,25.0
OV0232,-0.08982394718079334,-0.9004231473006368,-0.1522509558934404,0.10804355090583666,60,6,0.1,60,0.1,25.0
OV0176,-0.11855960505278051,-0.9004231473006368,-0.30203319479990964,0.10804355090583666,60,0,0.1,60,0.1,25.0
OV0015,-0.25343956048020044,-0.9238163856570105,-0.3784652821255633,0.38075566005467704,0,0,0.12,60,0.05,25.0
OV0208,-0.08843591119011096,-0.9418080794611412,-0.1522509558934404,0.11014173871466462,60,3,0.1,120,0.1,25.0
OV0236,-0.08843591119011096,-0.9418080794611412,-0.1522509558934404,0.11014173871466462,60,6,0.1,120,0.1,25.0
OV0180,-0.11541750220675562,-0.9418080794611412,-0.30203319479990964,0.11014173871466462,60,0,0.1,120,0.1,25.0
OV0212,-0.08874910881545839,-0.9641525847131658,-0.1522509558934404,0.11631892775367066,60,3,0.12,60,0.1,25.0
OV0240,-0.08874910881545839,-0.9641525847131658,-0.1522509558934404,0.11631892775367066,60,6,0.12,60,0.1,25.0
OV0184,-0.1155428573164351,-0.9641525847131658,-0.30203319479990964,0.11631892775367066,60,0,0.12,60,0.1,25.0
OV0024,-0.2743734019772254,-0.9698583510345267,-0.40873964040937727,0.3554578350194692,0,0,0.15,60,0.1,25.0
OV0003,-0.29090345217912894,-0.9760922991407466,-0.4301861889365003,0.4482758620689655,0,0,0.0,60,0.05,25.0
OV0216,-0.08874910881545839,-1.0006410280369205,-0.1522509558934404,0.11883675312426423,60,3,0.12,120,0.1,25.0
OV0244,-0.08874910881545839,-1.0006410280369205,-0.1522509558934404,0.11883675312426423,60,6,0.12,120,0.1,25.0
OV0188,-0.11339500023662319,-1.0006410280369205,-0.30203319479990964,0.11883675312426423,60,0,0.12,120,0.1,25.0
OV0023,-0.2892024077670071,-1.0171321099212631,-0.4168055003881588,0.40307319078996734,0,0,0.15,60,0.05,25.0
OV0220,-0.08874910881545839,-1.0308716431278122,-0.1522509558934404,0.12873199302542165,60,3,0.15,60,0.1,25.0
OV0248,-0.08874910881545839,-1.0308716431278122,-0.1522509558934404,0.12873199302542165,60,6,0.15,60,0.1,25.0
OV0192,-0.11259307289048393,-1.0308716431278122,-0.30203319479990964,0.12873199302542165,60,0,0.15,60,0.1,25.0
OV0200,-0.08874910881545839,-1.0491013433467877,-0.1522509558934404,0.13333333333333333,60,3,0.0,60,0.1,25.0
OV0224,-0.08874910881545839,-1.0491013433467877,-0.1522509558934404,0.1318792747386636,60,3,0.15,120,0.1,25.0
OV0228,-0.08874910881545839,-1.0491013433467877,-0.1522509558934404,0.13333333333333333,60,6,0.0,60,0.1,25.0
OV0252,-0.08874910881545839,-1.0491013433467877,-0.1522509558934404,0.1318792747386636,60,6,0.15,120,0.1,25.0
OV0172,-0.10489674008408179,-1.0491013433467877,-0.30203319479990964,0.13333333333333333,60,0,0.0,60,0.1,25.0
OV0196,-0.10992503367424966,-1.0491013433467877,-0.30203319479990964,0.1318792747386636,60,0,0.15,120,0.1,25.0
OV0284,-0.1197886918666885,-1.2392992973963297,-0.17228904113022048,0.06666666666666667,120,3,0.0,60,0.1,25.0
OV0308,-0.1197886918666885,-1.2392992973963297,-0.17228904113022048,0.06666666666666667,120,3,0.15,120,0.1,25.0
OV0304,-0.1197886918666885,-1.2455168777824837,-0.17228904113022048,0.062065326358754974,120,3,0.15,60,0.1,25.0
OV0300,-0.1197886918666885,-1.255442265509378,-0.17228904113022048,0.05576461918207587,120,3,0.12,120,0.1,25.0
OV0296,-0.1197886918666885,-1.267084594699102,-0.17228904113022048,0.04965226108700398,120,3,0.12,60,0.1,25.0
OV0292,-0.11943389743926813,-1.2741489861331796,-0.17183597510441528,0.04647051598506323,120,3,0.1,120,0.1,25.0
OV0288,-0.12064258270159012,-1.287288520332088,-0.17068783611287186,0.041376884239169985,120,3,0.1,60,0.1,25.0
