spec_id,market_lookback,strategy_lookback_folds,volatility_target,volatility_lookback_days,minimum_validation_ic,overlay_turnover_cost_bps,sample,method,mean_exposure,active_folds,total_folds,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_zero_rf,sortino_zero_rf,maximum_drawdown
OV0086,20,0,0.0,60,0.0,25.0,observed_2026,AUR,0.5,4,8,160,0.05034538268642175,0.08043365981616835,0.104498933850519,0.7697079467932664,0.726133499769343,-0.07784495961642024
OV0086,20,0,0.0,60,0.0,25.0,observed_2026,QAUR,0.5,4,8,160,0.05034538268642175,0.08043365981616835,0.104498933850519,0.7697079467932664,0.726133499769343,-0.07784495961642024
OV0087,20,0,0.0,60,0.05,25.0,bridge,AUR,1.0,1,1,22,-0.0008402112485044189,-0.009582079885219863,0.13605541196478052,-0.07042777458716815,-0.19672029060250767,-0.057399710992871555
OV0087,20,0,0.0,60,0.05,25.0,bridge,QAUR,1.0,1,1,22,-0.006760827613896403,-0.07476283511752091,0.17710019007632893,-0.4221499428391277,-0.7393922324903532,-0.050549381198343735
OV0087,20,0,0.0,60,0.05,25.0,development,AUR,0.1724137931034483,5,29,604,-0.060686178141287295,-0.025782054319937187,0.06629277407780268,-0.3889119844295367,-0.18519831062811387,-0.1522509558934404
OV0087,20,0,0.0,60,0.05,25.0,development,QAUR,0.1724137931034483,5,29,604,-0.060686178141287295,-0.025782054319937187,0.06629277407780268,-0.3889119844295367,-0.18519831062811387,-0.1522509558934404
OV0087,20,0,0.0,60,0.05,25.0,historical_holdout,AUR,0.4666666666666667,7,15,312,0.1299246762575652,0.1036914230989554,0.07386255029786319,1.4038429851230732,1.4932014980533082,-0.060623972601851595
OV0087,20,0,0.0,60,0.05,25.0,historical_holdout,QAUR,0.4666666666666667,7,15,312,0.1561490307702056,0.1243351216491706,0.07724431181755383,1.6096346607740164,1.882171590586945,-0.04191866323271709
OV0087,20,0,0.0,60,0.05,25.0,observed_2026,AUR,0.5,4,8,160,0.05034538268642175,0.08043365981616835,0.104498933850519,0.7697079467932664,0.726133499769343,-0.07784495961642024
OV0087,20,0,0.0,60,0.05,25.0,observed_2026,QAUR,0.5,4,8,160,0.05034538268642175,0.08043365981616835,0.104498933850519,0.7697079467932664,0.726133499769343,-0.07784495961642024
OV0088,20,0,0.0,60,0.1,25.0,bridge,AUR,1.0,1,1,22,-0.0008402112485044189,-0.009582079885219863,0.13605541196478052,-0.07042777458716815,-0.19672029060250767,-0.057399710992871555
OV0088,20,0,0.0,60,0.1,25.0,bridge,QAUR,1.0,1,1,22,-0.006760827613896403,-0.07476283511752091,0.17710019007632893,-0.4221499428391277,-0.7393922324903532,-0.050549381198343735
OV0088,20,0,0.0,60,0.1,25.0,development,AUR,0.1724137931034483,5,29,604,-0.060686178141287295,-0.025782054319937187,0.06629277407780268,-0.3889119844295367,-0.18519831062811387,-0.1522509558934404
OV0088,20,0,0.0,60,0.1,25.0,development,QAUR,0.1724137931034483,5,29,604,-0.060686178141287295,-0.025782054319937187,0.06629277407780268,-0.3889119844295367,-0.18519831062811387,-0.1522509558934404
OV0088,20,0,0.0,60,0.1,25.0,historical_holdout,AUR,0.3333333333333333,5,15,312,0.14345006618850942,0.11434992408405686,0.05654918979468344,2.0221319615583186,2.2878129590650755,-0.03475552016869088
OV0088,20,0,0.0,60,0.1,25.0,historical_holdout,QAUR,0.3333333333333333,5,15,312,0.1735268263949299,0.137965194889903,0.06862124541255067,2.0105317829843625,2.1627608084281174,-0.03475552016869088
OV0088,20,0,0.0,60,0.1,25.0,observed_2026,AUR,0.375,3,8,160,0.08433109244903547,0.13600439058892322,0.08714060679554105,1.5607464256937273,1.1065484253945457,-0.0373945114401405
OV0088,20,0,0.0,60,0.1,25.0,observed_2026,QAUR,0.375,3,8,160,0.08433109244903547,0.13600439058892322,0.08714060679554105,1.5607464256937273,1.1065484253945457,-0.0373945114401405
OV0089,20,0,0.1,60,-1.0,25.0,bridge,AUR,0.8084685363936632,1,1,22,-0.000561703604404773,-0.006415201327679476,0.10999651977960304,-0.0583218572781524,-0.16290579646295542,-0.04663230926488282
OV0089,20,0,0.1,60,-1.0,25.0,bridge,QAUR,0.9940789509528171,1,1,22,-0.006713349956390502,-0.07425610712976238,0.17605157116462156,-0.4217861086870239,-0.7387549798967107,-0.0502555521080611
OV0089,20,0,0.1,60,-1.0,25.0,development,AUR,0.45245172061429195,15,29,604,0.10272875976086837,0.04164259232529899,0.07813912318494853,0.5329288406107985,0.4416478602194615,-0.15590689161157545
OV0089,20,0,0.1,60,-1.0,25.0,development,QAUR,0.45245172061429195,15,29,604,0.10272875976086837,0.04164259232529899,0.07813912318494853,0.5329288406107985,0.4416478602194615,-0.15590689161157545
OV0089,20,0,0.1,60,-1.0,25.0,historical_holdout,AUR,0.6068291470316024,11,15,312,0.15091868767047467,0.12022506982619041,0.07213585812248212,1.6666478081130727,2.2579348559636587,-0.060157706629359375
OV0089,20,0,0.1,60,-1.0,25.0,historical_holdout,QAUR,0.5813576063864552,11,15,312,0.16919952900870427,0.1345747801388122,0.06713261619483844,2.0046109889153865,2.905814240383909,-0.038564861049379284
OV0089,20,0,0.1,60,-1.0,25.0,observed_2026,AUR,0.3254059948191924,4,8,160,0.03206227988980159,0.050961486922257215,0.06877676920802565,0.7409694800887863,0.7036634939308352,-0.05211344044827515
OV0089,20,0,0.1,60,-1.0,25.0,observed_2026,QAUR,0.3127289992698448,4,8,160,0.028753666439495174,0.045659888363516865,0.06584859942272603,0.6934071303536105,0.6661707003470857,-0.052113440448274595
OV0090,20,0,0.1,60,0.0,25.0,bridge,AUR,0.8084685363936632,1,1,22,-0.000561703604404773,-0.006415201327679476,0.10999651977960304,-0.0583218572781524,-0.16290579646295542,-0.04663230926488282
OV0090,20,0,0.1,60,0.0,25.0,bridge,QAUR,0.9940789509528171,1,1,22,-0.006713349956390502,-0.07425610712976238,0.17605157116462156,-0.4217861086870239,-0.7387549798967107,-0.0502555521080611
OV0090,20,0,0.1,60,0.0,25.0,development,AUR,0.22050742221032438,7,29,604,-0.03365802679479424,-0.014182979301467613,0.06406856828130426,-0.22137187831628702,-0.11502668229877443,-0.1522509558934404
OV0090,20,0,0.1,60,0.0,25.0,development,QAUR,0.22050742221032438,7,29,604,-0.03365802679479424,-0.014182979301467613,0.06406856828130426,-0.22137187831628702,-0.11502668229877443,-0.1522509558934404
OV0090,20,0,0.1,60,0.0,25.0,historical_holdout,AUR,0.3674747851502056,7,15,312,0.06919726318514918,0.055528083230929726,0.05064325483240885,1.096455656625665,1.1679747843370991,-0.03757414155020289
OV0090,20,0,0.1,60,0.0,25.0,historical_holdout,QAUR,0.3617132951078148,7,15,312,0.07957197234812075,0.06379283851436623,0.0489187363901627,1.3040573657825438,1.5339597924442796,-0.03475552016869088
OV0090,20,0,0.1,60,0.0,25.0,observed_2026,AUR,0.3254059948191924,4,8,160,0.03206227988980159,0.050961486922257215,0.06877676920802565,0.7409694800887863,0.7036634939308352,-0.05211344044827515
OV0090,20,0,0.1,60,0.0,25.0,observed_2026,QAUR,0.3127289992698448,4,8,160,0.028753666439495174,0.045659888363516865,0.06584859942272603,0.6934071303536105,0.6661707003470857,-0.052113440448274595
OV0091,20,0,0.1,60,0.05,25.0,bridge,AUR,0.8084685363936632,1,1,22,-0.000561703604404773,-0.006415201327679476,0.10999651977960304,-0.0583218572781524,-0.16290579646295542,-0.04663230926488282
OV0091,20,0,0.1,60,0.05,25.0,bridge,QAUR,0.9940789509528171,1,1,22,-0.006713349956390502,-0.07425610712976238,0.17605157116462156,-0.4217861086870239,-0.7387549798967107,-0.0502555521080611
OV0091,20,0,0.1,60,0.05,25.0,development,AUR,0.15154190496894507,5,29,604,-0.0726142127687106,-0.030962805850325625,0.06145015241178417,-0.5038686583369312,-0.22064700366366183,-0.1522509558934404
OV0091,20,0,0.1,60,0.05,25.0,development,QAUR,0.15154190496894507,5,29,604,-0.0726142127687106,-0.030962805850325625,0.06145015241178417,-0.5038686583369312,-0.22064700366366183,-0.1522509558934404
OV0091,20,0,0.1,60,0.05,25.0,historical_holdout,AUR,0.3674747851502056,7,15,312,0.06919726318514918,0.055528083230929726,0.05064325483240885,1.096455656625665,1.1679747843370991,-0.03757414155020289
OV0091,20,0,0.1,60,0.05,25.0,historical_holdout,QAUR,0.3617132951078148,7,15,312,0.07957197234812075,0.06379283851436623,0.0489187363901627,1.3040573657825438,1.5339597924442796,-0.03475552016869088
OV0091,20,0,0.1,60,0.05,25.0,observed_2026,AUR,0.3254059948191924,4,8,160,0.03206227988980159,0.050961486922257215,0.06877676920802565,0.7409694800887863,0.7036634939308352,-0.05211344044827515
OV0091,20,0,0.1,60,0.05,25.0,observed_2026,QAUR,0.3127289992698448,4,8,160,0.028753666439495174,0.045659888363516865,0.06584859942272603,0.6934071303536105,0.6661707003470857,-0.052113440448274595
OV0092,20,0,0.1,60,0.1,25.0,bridge,AUR,0.8084685363936632,1,1,22,-0.000561703604404773,-0.006415201327679476,0.10999651977960304,-0.0583218572781524,-0.16290579646295542,-0.04663230926488282
OV0092,20,0,0.1,60,0.1,25.0,bridge,QAUR,0.9940789509528171,1,1,22,-0.006713349956390502,-0.07425610712976238,0.17605157116462156,-0.4217861086870239,-0.7387549798967107,-0.0502555521080611
OV0092,20,0,0.1,60,0.1,25.0,development,AUR,0.15154190496894507,5,29,604,-0.0726142127687106,-0.030962805850325625,0.06145015241178417,-0.5038686583369312,-0.22064700366366183,-0.1522509558934404
OV0092,20,0,0.1,60,0.1,25.0,development,QAUR,0.15154190496894507,5,29,604,-0.0726142127687106,-0.030962805850325625,0.06145015241178417,-0.5038686583369312,-0.22064700366366183,-0.1522509558934404
OV0092,20,0,0.1,60,0.1,25.0,historical_holdout,AUR,0.2598275479545379,5,15,312,0.07877489300959017,0.06315840838484377,0.037825013182646146,1.6697524487267175,1.7439128435709106,-0.03475552016869088
OV0092,20,0,0.1,60,0.1,25.0,historical_holdout,QAUR,0.2590973983776032,5,15,312,0.09059283115025063,0.07255562155885409,0.04131281533120541,1.7562497490711941,1.909952626033437,-0.03475552016869088
OV0092,20,0,0.1,60,0.1,25.0,observed_2026,AUR,0.2411178789325138,3,8,160,0.05422220634756725,0.08672123154821065,0.05673355207733171,1.528570455627451,1.0933604664603531,-0.024755634838498186
OV0092,20,0,0.1,60,0.1,25.0,observed_2026,QAUR,0.2284408833831662,3,8,160,0.05084255199966625,0.08123924216361167,0.053158847119962736,1.5282355913453192,1.1102670712254643,-0.022873312795381517
OV0093,20,0,0.1,120,-1.0,25.0,bridge,AUR,0.699835950763031,1,1,22,-0.0004283449142048479,-0.004895525090422459,0.09521646858882804,-0.05141468868754981,-0.14361255284779478,-0.04047806079647387
OV0093,20,0,0.1,120,-1.0,25.0,bridge,QAUR,0.6720099587302066,1,1,22,-0.004263484325235933,-0.047762383525534746,0.11901309142430554,-0.40132041739216967,-0.7029094860558476,-0.03417536064190052
OV0093,20,0,0.1,120,-1.0,25.0,development,AUR,0.4225702941668151,15,29,604,0.07728224875401923,0.03154568902832566,0.07436702374142465,0.4241892096960951,0.33996340463097907,-0.1522509558934404
OV0093,20,0,0.1,120,-1.0,25.0,development,QAUR,0.4225702941668151,15,29,604,0.07728224875401923,0.03154568902832566,0.07436702374142465,0.4241892096960951,0.33996340463097907,-0.1522509558934404
OV0093,20,0,0.1,120,-1.0,25.0,historical_holdout,AUR,0.5960841078841602,11,15,312,0.15567966559292512,0.12396643643094318,0.06608560637119316,1.8758462430478715,2.6727667556506938,-0.052803402012232104
OV0093,20,0,0.1,120,-1.0,25.0,historical_holdout,QAUR,0.5873073546011233,11,15,312,0.18240814112042014,0.14491614164391553,0.06707164770404833,2.1606169910027218,3.2450866659849384,-0.034914664436937914
OV0093,20,0,0.1,120,-1.0,25.0,observed_2026,AUR,0.32395171349433954,4,8,160,0.0341387410421885,0.054293727372719536,0.06810040319545455,0.7972599988415846,0.7435931771296642,-0.049362497124569304
OV0093,20,0,0.1,120,-1.0,25.0,observed_2026,QAUR,0.31933874992167355,4,8,160,0.033531202685375794,0.05331837013775309,0.06735208607844921,0.7916365066354416,0.7345600219184302,-0.04864471031376649
OV0094,20,0,0.1,120,0.0,25.0,bridge,AUR,0.699835950763031,1,1,22,-0.0004283449142048479,-0.004895525090422459,0.09521646858882804,-0.05141468868754981,-0.14361255284779478,-0.04047806079647387
OV0094,20,0,0.1,120,0.0,25.0,bridge,QAUR,0.6720099587302066,1,1,22,-0.004263484325235933,-0.047762383525534746,0.11901309142430554,-0.40132041739216967,-0.7029094860558476,-0.03417536064190052
OV0094,20,0,0.1,120,0.0,25.0,development,AUR,0.22265990583057688,7,29,604,-0.03384678418388454,-0.014263324097631758,0.06446870997261843,-0.22124413694162284,-0.11571562735575486,-0.1522509558934404
OV0094,20,0,0.1,120,0.0,25.0,development,QAUR,0.22265990583057688,7,29,604,-0.03384678418388454,-0.014263324097631758,0.06446870997261843,-0.22124413694162284,-0.11571562735575486,-0.1522509558934404
OV0094,20,0,0.1,120,0.0,25.0,historical_holdout,AUR,0.3891351128128924,7,15,312,0.08752962753345406,0.07012175701561696,0.05422350075057563,1.2931986324190357,1.453618747179313,-0.037574535663136066
OV0094,20,0,0.1,120,0.0,25.0,historical_holdout,QAUR,0.3846678159834818,7,15,312,0.10227962452098804,0.0818293136624606,0.05502843683706448,1.4870368552309003,1.8153078874645134,-0.03475552016869088
OV0094,20,0,0.1,120,0.0,25.0,observed_2026,AUR,0.32395171349433954,4,8,160,0.0341387410421885,0.054293727372719536,0.06810040319545455,0.7972599988415846,0.7435931771296642,-0.049362497124569304
OV0094,20,0,0.1,120,0.0,25.0,observed_2026,QAUR,0.31933874992167355,4,8,160,0.033531202685375794,0.05331837013775309,0.06735208607844921,0.7916365066354416,0.7345600219184302,-0.04864471031376649
OV0095,20,0,0.1,120,0.05,25.0,bridge,AUR,0.699835950763031,1,1,22,-0.0004283449142048479,-0.004895525090422459,0.09521646858882804,-0.05141468868754981,-0.14361255284779478,-0.04047806079647387
OV0095,20,0,0.1,120,0.05,25.0,bridge,QAUR,0.6720099587302066,1,1,22,-0.004263484325235933,-0.047762383525534746,0.11901309142430554,-0.40132041739216967,-0.7029094860558476,-0.03417536064190052
OV0095,20,0,0.1,120,0.05,25.0,development,AUR,0.15531216002140483,5,29,604,-0.07167191422016927,-0.030552125805483277,0.062003470792347436,-0.4927486383432275,-0.21830758024950453,-0.1522509558934404
OV0095,20,0,0.1,120,0.05,25.0,development,QAUR,0.15531216002140483,5,29,604,-0.07167191422016927,-0.030552125805483277,0.062003470792347436,-0.4927486383432275,-0.21830758024950453,-0.1522509558934404
OV0095,20,0,0.1,120,0.05,25.0,historical_holdout,AUR,0.3891351128128924,7,15,312,0.08752962753345406,0.07012175701561696,0.05422350075057563,1.2931986324190357,1.453618747179313,-0.037574535663136066
OV0095,20,0,0.1,120,0.05,25.0,historical_holdout,QAUR,0.3846678159834818,7,15,312,0.10227962452098804,0.0818293136624606,0.05502843683706448,1.4870368552309003,1.8153078874645134,-0.03475552016869088
OV0095,20,0,0.1,120,0.05,25.0,observed_2026,AUR,0.32395171349433954,4,8,160,0.0341387410421885,0.054293727372719536,0.06810040319545455,0.7972599988415846,0.7435931771296642,-0.049362497124569304
OV0095,20,0,0.1,120,0.05,25.0,observed_2026,QAUR,0.31933874992167355,4,8,160,0.033531202685375794,0.05331837013775309,0.06735208607844921,0.7916365066354416,0.7345600219184302,-0.04864471031376649
OV0096,20,0,0.1,120,0.1,25.0,bridge,AUR,0.699835950763031,1,1,22,-0.0004283449142048479,-0.004895525090422459,0.09521646858882804,-0.05141468868754981,-0.14361255284779478,-0.04047806079647387
OV0096,20,0,0.1,120,0.1,25.0,bridge,QAUR,0.6720099587302066,1,1,22,-0.004263484325235933,-0.047762383525534746,0.11901309142430554,-0.40132041739216967,-0.7029094860558476,-0.03417536064190052
OV0096,20,0,0.1,120,0.1,25.0,development,AUR,0.15531216002140483,5,29,604,-0.07167191422016927,-0.030552125805483277,0.062003470792347436,-0.4927486383432275,-0.21830758024950453,-0.1522509558934404
OV0096,20,0,0.1,120,0.1,25.0,development,QAUR,0.15531216002140483,5,29,604,-0.07167191422016927,-0.030552125805483277,0.062003470792347436,-0.4927486383432275,-0.21830758024950453,-0.1522509558934404
OV0096,20,0,0.1,120,0.1,25.0,historical_holdout,AUR,0.2814874400561767,5,15,312,0.09727152693658181,0.0778576201729424,0.042490353776848844,1.8323598947148247,2.017244430855594,-0.03475552016869088
OV0096,20,0,0.1,120,0.1,25.0,historical_holdout,QAUR,0.28059670001180925,5,15,312,0.11377823241822749,0.09093524013749721,0.04818231330439089,1.8873157783648842,2.1018153292447113,-0.03475552016869088
OV0096,20,0,0.1,120,0.1,25.0,observed_2026,AUR,0.24560914629061273,3,8,160,0.05472878715010632,0.08754380609692247,0.05770780122162075,1.517018570170776,1.0623117979626329,-0.025145833212408375
OV0096,20,0,0.1,120,0.1,25.0,observed_2026,QAUR,0.2420152658463704,3,8,160,0.05383333739418106,0.08608994903439027,0.05711991711749558,1.5071791658468863,1.0487200091535516,-0.02504640624912091
OV0097,20,0,0.12,60,-1.0,25.0,bridge,AUR,0.9701622436723958,1,1,22,-0.0007931924465627294,-0.009048081683594278,0.13199582373552363,-0.06854824211502077,-0.19147034232166216,-0.05572926724444194
OV0097,20,0,0.12,60,-1.0,25.0,bridge,QAUR,1.0,1,1,22,-0.006760827613896403,-0.07476283511752091,0.17710019007632893,-0.4221499428391277,-0.7393922324903532,-0.050549381198343735
OV0097,20,0,0.12,60,-1.0,25.0,development,AUR,0.4755249778350232,15,29,604,0.12102254291835668,0.048817741535228,0.08131489585473871,0.6003542281162879,0.5102393087853483,-0.16047721143933957
OV0097,20,0,0.12,60,-1.0,25.0,development,QAUR,0.4755249778350232,15,29,604,0.12102254291835668,0.048817741535228,0.08131489585473871,0.6003542281162879,0.5102393087853483,-0.16047721143933957
OV0097,20,0,0.12,60,-1.0,25.0,historical_holdout,AUR,0.6448429071944387,11,15,312,0.1686354084194912,0.13413261699137147,0.08077924389069684,1.660483690251763,2.2101008004910585,-0.07185104799758024
OV0097,20,0,0.12,60,-1.0,25.0,historical_holdout,QAUR,0.6176291276637463,11,15,312,0.19337798188442634,0.15348782985120968,0.07555889273546035,2.031366849016525,2.9065702593548393,-0.04615658645172427
OV0097,20,0,0.12,60,-1.0,25.0,observed_2026,AUR,0.3904871937830309,4,8,160,0.03822284503755591,0.0608589992546289,0.08253212304963078,0.737397718680171,0.7002715619014991,-0.0622774667225483
OV0097,20,0,0.12,60,-1.0,25.0,observed_2026,QAUR,0.3752747991238138,4,8,160,0.03476162582847131,0.055294064272565446,0.0789896301729145,0.7000167509522757,0.6713840552858598,-0.062277466722548636
OV0098,20,0,0.12,60,0.0,25.0,bridge,AUR,0.9701622436723958,1,1,22,-0.0007931924465627294,-0.009048081683594278,0.13199582373552363,-0.06854824211502077,-0.19147034232166216,-0.05572926724444194
OV0098,20,0,0.12,60,0.0,25.0,bridge,QAUR,1.0,1,1,22,-0.006760827613896403,-0.07476283511752091,0.17710019007632893,-0.4221499428391277,-0.7393922324903532,-0.050549381198343735
OV0098,20,0,0.12,60,0.0,25.0,development,AUR,0.22495796096942453,7,29,604,-0.032870177312586346,-0.013847728995944664,0.06468387888367684,-0.21408315696168273,-0.11235928154541906,-0.1522509558934404
OV0098,20,0,0.12,60,0.0,25.0,development,QAUR,0.22495796096942453,7,29,604,-0.032870177312586346,-0.013847728995944664,0.06468387888367684,-0.21408315696168273,-0.11235928154541906,-0.1522509558934404
OV0098,20,0,0.12,60,0.0,25.0,historical_holdout,AUR,0.38763640884691336,7,15,312,0.07841331593720713,0.0628705837402821,0.055311406053305624,1.1366658023426743,1.1883892276529442,-0.04497071757026261
OV0098,20,0,0.12,60,0.0,25.0,historical_holdout,QAUR,0.38072262079604446,7,15,312,0.09101047382032834,0.0728873571021107,0.05303201852447001,1.3744028443586216,1.6257133679248643,-0.03475552016869088
OV0098,20,0,0.12,60,0.0,25.0,observed_2026,AUR,0.3904871937830309,4,8,160,0.03822284503755591,0.0608589992546289,0.08253212304963078,0.737397718680171,0.7002715619014991,-0.0622774667225483
OV0098,20,0,0.12,60,0.0,25.0,observed_2026,QAUR,0.3752747991238138,4,8,160,0.03476162582847131,0.055294064272565446,0.0789896301729145,0.7000167509522757,0.6713840552858598,-0.062277466722548636
OV0099,20,0,0.12,60,0.05,25.0,bridge,AUR,0.9701622436723958,1,1,22,-0.0007931924465627294,-0.009048081683594278,0.13199582373552363,-0.06854824211502077,-0.19147034232166216,-0.05572926724444194
OV0099,20,0,0.12,60,0.05,25.0,bridge,QAUR,1.0,1,1,22,-0.006760827613896403,-0.07476283511752091,0.17710019007632893,-0.4221499428391277,-0.7393922324903532,-0.050549381198343735
OV0099,20,0,0.12,60,0.05,25.0,development,AUR,0.15599244372804522,5,29,604,-0.07185812389692803,-0.030633261920183674,0.06209183726589138,-0.493354090796268,-0.21889694720739197,-0.1522509558934404
OV0099,20,0,0.12,60,0.05,25.0,development,QAUR,0.15599244372804522,5,29,604,-0.07185812389692803,-0.030633261920183674,0.06209183726589138,-0.493354090796268,-0.21889694720739197,-0.1522509558934404
OV0099,20,0,0.12,60,0.05,25.0,historical_holdout,AUR,0.38763640884691336,7,15,312,0.07841331593720713,0.0628705837402821,0.055311406053305624,1.1366658023426743,1.1883892276529442,-0.04497071757026261
OV0099,20,0,0.12,60,0.05,25.0,historical_holdout,QAUR,0.38072262079604446,7,15,312,0.09101047382032834,0.0728873571021107,0.05303201852447001,1.3744028443586216,1.6257133679248643,-0.03475552016869088
OV0099,20,0,0.12,60,0.05,25.0,observed_2026,AUR,0.3904871937830309,4,8,160,0.03822284503755591,0.0608589992546289,0.08253212304963078,0.737397718680171,0.7002715619014991,-0.0622774667225483
OV0099,20,0,0.12,60,0.05,25.0,observed_2026,QAUR,0.3752747991238138,4,8,160,0.03476162582847131,0.055294064272565446,0.0789896301729145,0.7000167509522757,0.6713840552858598,-0.062277466722548636
OV0100,20,0,0.12,60,0.1,25.0,bridge,AUR,0.9701622436723958,1,1,22,-0.0007931924465627294,-0.009048081683594278,0.13199582373552363,-0.06854824211502077,-0.19147034232166216,-0.05572926724444194
OV0100,20,0,0.12,60,0.1,25.0,bridge,QAUR,1.0,1,1,22,-0.006760827613896403,-0.07476283511752091,0.17710019007632893,-0.4221499428391277,-0.7393922324903532,-0.050549381198343735
OV0100,20,0,0.12,60,0.1,25.0,development,AUR,0.15599244372804522,5,29,604,-0.07185812389692803,-0.030633261920183674,0.06209183726589138,-0.493354090796268,-0.21889694720739197,-0.1522509558934404
OV0100,20,0,0.12,60,0.1,25.0,development,QAUR,0.15599244372804522,5,29,604,-0.07185812389692803,-0.030633261920183674,0.06209183726589138,-0.493354090796268,-0.21889694720739197,-0.1522509558934404
OV0100,20,0,0.12,60,0.1,25.0,historical_holdout,AUR,0.27179305754544547,5,15,312,0.0890694746985381,0.0713454051806075,0.04031592090351203,1.7696583280674214,1.9101216321288672,-0.03475552016869088
OV0100,20,0,0.12,60,0.1,25.0,historical_holdout,QAUR,0.27091687805312387,5,15,312,0.10335639170569211,0.08268279483501884,0.04498036168407366,1.8381976431348837,2.0352443637317426,-0.03475552016869088
OV0100,20,0,0.12,60,0.1,25.0,observed_2026,AUR,0.2893414547190165,3,8,160,0.06515147067808291,0.10451828493381154,0.06808026249279804,1.5352215327440628,1.0981178688763886,-0.029701731475731408
OV0100,20,0,0.12,60,0.1,25.0,observed_2026,QAUR,0.2741290600597994,3,8,160,0.06160047702723337,0.09872432697476596,0.06375320779270213,1.548538973847007,1.1226038003122978,-0.027443565471517273
OV0101,20,0,0.12,120,-1.0,25.0,bridge,AUR,0.8398031409156371,1,1,22,-0.000603484653772024,-0.006890877342781265,0.11425976230659367,-0.06030887167689836,-0.1684559654444966,-0.04840111185423457
OV0101,20,0,0.12,120,-1.0,25.0,bridge,QAUR,0.8064119504762479,1,1,22,-0.00525409348206729,-0.05855741273951465,0.14281570970916665,-0.41002080834638127,-0.7181481508959017,-0.04090911883699966
OV0101,20,0,0.12,120,-1.0,25.0,development,AUR,0.44719993301401106,15,29,604,0.0970765575285073,0.03941168646629212,0.07645611065384934,0.5154811842931204,0.42499802978488477,-0.1522509558934404
OV0101,20,0,0.12,120,-1.0,25.0,development,QAUR,0.44719993301401106,15,29,604,0.0970765575285073,0.03941168646629212,0.07645611065384934,0.5154811842931204,0.42499802978488477,-0.1522509558934404
OV0101,20,0,0.12,120,-1.0,25.0,historical_holdout,AUR,0.6353009294609923,11,15,312,0.1768622473531627,0.14057683894880868,0.07421266071829524,1.894243348617105,2.654179982812874,-0.063110779704867
OV0101,20,0,0.12,120,-1.0,25.0,historical_holdout,QAUR,0.624768825521348,11,15,312,0.20957406334701134,0.16611560455033536,0.0754858045700175,2.200620441108943,3.273690333931944,-0.04180099294305295
OV0101,20,0,0.12,120,-1.0,25.0,observed_2026,AUR,0.3887420561932074,4,8,160,0.040736812980359804,0.06490764246382774,0.08172048383454544,0.7942640500665946,0.7407988978840613,-0.05900121272843084
OV0101,20,0,0.12,120,-1.0,25.0,observed_2026,QAUR,0.38320649990600825,4,8,160,0.040011171581692206,0.06373844850492238,0.08082250329413901,0.7886225482642839,0.7317633680139903,-0.05814687979180466
OV0102,20,0,0.12,120,0.0,25.0,bridge,AUR,0.8398031409156371,1,1,22,-0.000603484653772024,-0.006890877342781265,0.11425976230659367,-0.06030887167689836,-0.1684559654444966,-0.04840111185423457
OV0102,20,0,0.12,120,0.0,25.0,bridge,QAUR,0.8064119504762479,1,1,22,-0.00525409348206729,-0.05855741273951465,0.14281570970916665,-0.41002080834638127,-0.7181481508959017,-0.04090911883699966
OV0102,20,0,0.12,120,0.0,25.0,development,AUR,0.2282432140639736,7,29,604,-0.030521554031131215,-0.012849272530316869,0.06530587094989695,-0.19675524334060113,-0.10437481820386132,-0.1522509558934404
OV0102,20,0,0.12,120,0.0,25.0,development,QAUR,0.2282432140639736,7,29,604,-0.030521554031131215,-0.012849272530316869,0.06530587094989695,-0.19675524334060113,-0.10437481820386132,-0.1522509558934404
OV0102,20,0,0.12,120,0.0,25.0,historical_holdout,AUR,0.41362880204213753,7,15,312,0.10057782318757802,0.08048008276447316,0.06000428738441955,1.3412388726304625,1.4840417870312712,-0.04497118800809985
OV0102,20,0,0.12,120,0.0,25.0,historical_holdout,QAUR,0.4082680458468448,7,15,312,0.11850007953015296,0.09466930052731337,0.06105370408738556,1.5505906143190615,1.8888153072318874,-0.03475552016869088
OV0102,20,0,0.12,120,0.0,25.0,observed_2026,AUR,0.3887420561932074,4,8,160,0.040736812980359804,0.06490764246382774,0.08172048383454544,0.7942640500665946,0.7407988978840613,-0.05900121272843084
OV0102,20,0,0.12,120,0.0,25.0,observed_2026,QAUR,0.38320649990600825,4,8,160,0.040011171581692206,0.06373844850492238,0.08082250329413901,0.7886225482642839,0.7317633680139903,-0.05814687979180466
OV0103,20,0,0.12,120,0.05,25.0,bridge,AUR,0.8398031409156371,1,1,22,-0.000603484653772024,-0.006890877342781265,0.11425976230659367,-0.06030887167689836,-0.1684559654444966,-0.04840111185423457
OV0103,20,0,0.12,120,0.05,25.0,bridge,QAUR,0.8064119504762479,1,1,22,-0.00525409348206729,-0.05855741273951465,0.14281570970916665,-0.41002080834638127,-0.7181481508959017,-0.04090911883699966
OV0103,20,0,0.12,120,0.05,25.0,development,AUR,0.1592776968225943,5,29,604,-0.06960418076791564,-0.029651800420110397,0.06274068684643996,-0.4726087951935276,-0.21252341067294564,-0.1522509558934404
