spec_id,market_lookback,strategy_lookback_folds,volatility_target,volatility_lookback_days,minimum_validation_ic,overlay_turnover_cost_bps,sample,method,mean_exposure,active_folds,total_folds,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_zero_rf,sortino_zero_rf,maximum_drawdown
OV0014,0,0,0.12,60,0.0,25.0,historical_holdout,AUR,0.6076325247012484,11,15,312,0.028703049267665426,0.023119967124160645,0.10965929952506288,0.21083453226761242,0.20894288985752318,-0.13096078514839327
OV0014,0,0,0.12,60,0.0,25.0,historical_holdout,QAUR,0.6028702338720269,11,15,312,0.045724890295315346,0.036772146544040485,0.10807241379906121,0.34025469822864185,0.3370469778538829,-0.13096078514839327
OV0014,0,0,0.12,60,0.0,25.0,observed_2026,AUR,0.7986600687264112,8,8,160,0.13866731917303454,0.22694486813760073,0.12986629234977823,1.7475271221754278,2.6286623683981998,-0.08397927948109041
OV0014,0,0,0.12,60,0.0,25.0,observed_2026,QAUR,0.787074736958705,8,8,160,0.13523559284295317,0.22112591620183641,0.12842941647496872,1.7217699984250456,2.6259053571892745,-0.08397927948109063
OV0015,0,0,0.12,60,0.05,25.0,bridge,AUR,0.9701622436723958,1,1,22,0.0010668424443769364,0.01228857298960162,0.13218744726070464,0.09296323701119422,0.2600437705187785,-0.055729267244441605
OV0015,0,0,0.12,60,0.05,25.0,bridge,QAUR,1.0,1,1,22,-0.004818330954499572,-0.053822585497676934,0.17637332367311662,-0.3051628464938927,-0.5339695699849608,-0.05054938119834351
OV0015,0,0,0.12,60,0.05,25.0,development,AUR,0.38075566005467704,13,29,604,-0.25343956048020044,-0.11480214498372865,0.12426944008151827,-0.9238163856570105,-0.6880927404537347,-0.3784652821255633
OV0015,0,0,0.12,60,0.05,25.0,development,QAUR,0.38075566005467704,13,29,604,-0.25343956048020044,-0.11480214498372865,0.12426944008151827,-0.9238163856570105,-0.6880927404537347,-0.3784652821255633
OV0015,0,0,0.12,60,0.05,25.0,historical_holdout,AUR,0.6076325247012484,11,15,312,0.028703049267665426,0.023119967124160645,0.10965929952506288,0.21083453226761242,0.20894288985752318,-0.13096078514839327
OV0015,0,0,0.12,60,0.05,25.0,historical_holdout,QAUR,0.6028702338720269,11,15,312,0.045724890295315346,0.036772146544040485,0.10807241379906121,0.34025469822864185,0.3370469778538829,-0.13096078514839327
OV0015,0,0,0.12,60,0.05,25.0,observed_2026,AUR,0.7986600687264112,8,8,160,0.13866731917303454,0.22694486813760073,0.12986629234977823,1.7475271221754278,2.6286623683981998,-0.08397927948109041
OV0015,0,0,0.12,60,0.05,25.0,observed_2026,QAUR,0.787074736958705,8,8,160,0.13523559284295317,0.22112591620183641,0.12842941647496872,1.7217699984250456,2.6259053571892745,-0.08397927948109063
OV0016,0,0,0.12,60,0.1,25.0,bridge,AUR,0.9701622436723958,1,1,22,0.0010668424443769364,0.01228857298960162,0.13218744726070464,0.09296323701119422,0.2600437705187785,-0.055729267244441605
OV0016,0,0,0.12,60,0.1,25.0,bridge,QAUR,1.0,1,1,22,-0.004818330954499572,-0.053822585497676934,0.17637332367311662,-0.3051628464938927,-0.5339695699849608,-0.05054938119834351
OV0016,0,0,0.12,60,0.1,25.0,development,AUR,0.34030671956556324,11,29,604,-0.24069175413415822,-0.10852694577200162,0.12325861800751156,-0.8804816046646557,-0.6051223705690855,-0.37161847786407476
OV0016,0,0,0.12,60,0.1,25.0,development,QAUR,0.34030671956556324,11,29,604,-0.24069175413415822,-0.10852694577200162,0.12325861800751156,-0.8804816046646557,-0.6051223705690855,-0.37161847786407476
OV0016,0,0,0.12,60,0.1,25.0,historical_holdout,AUR,0.35845584006644715,7,15,312,0.08008897355992417,0.06420429411129702,0.045818955453206855,1.401260536741533,1.7183557301171082,-0.03475552016869077
OV0016,0,0,0.12,60,0.1,25.0,historical_holdout,QAUR,0.3597311577957729,7,15,312,0.10001785705598021,0.08003603982816543,0.04895874086902024,1.6347650778496647,2.0880068527642077,-0.03475552016869077
OV0016,0,0,0.12,60,0.1,25.0,observed_2026,AUR,0.6975143296623968,7,8,160,0.15938966403211063,0.2622963990143341,0.12089880163981993,2.16955334094844,2.9749324130716155,-0.04972686539935378
OV0016,0,0,0.12,60,0.1,25.0,observed_2026,QAUR,0.6859289978946906,7,8,160,0.15589548450320967,0.2563097876634086,0.11935853571144117,2.1473938678592543,2.993426156592042,-0.049726865399354
OV0017,0,0,0.12,120,-1.0,25.0,bridge,AUR,0.8398031409156371,1,1,22,0.001485990927834191,0.01715418816495773,0.11452507446505122,0.14978543559203314,0.4193552119704649,-0.048401111854234236
