ticker,event_type,record_date,ex_date,reason,source_url,corroboration_url
BVH,CASH_DIVIDEND,2024-11-20,2024-11-19,"term conflict official=1003.7, reference=1.0037e+06",https://www.vsd.vn/vi/ad/176556,https://cafef.vn/du-lieu/bvh/thong-tin-chung.chn
BVH,CASH_DIVIDEND,2022-11-28,2022-11-25,"term conflict official=3026.1, reference=3.0261e+06",https://www.vsd.vn/vi/ad/154470,https://cafef.vn/du-lieu/bvh/thong-tin-chung.chn
BVH,CASH_DIVIDEND,2021-11-09,2021-11-08,"term conflict official=898.5, reference=898500",https://www.vsd.vn/vi/ad/145636,https://cafef.vn/du-lieu/bvh/thong-tin-chung.chn
C32,CASH_DIVIDEND,2023-05-17,2023-05-16,material event terms incomplete,https://www.vsd.vn/vi/ad/158337,https://cafef.vn/du-lieu/c32/thong-tin-chung.chn
C32,CASH_DIVIDEND,2020-11-18,2020-11-17,material event terms incomplete,https://www.vsd.vn/vi/ad/75875,https://cafef.vn/du-lieu/c32/thong-tin-chung.chn
C32,CASH_DIVIDEND,2020-08-18,2020-08-17,material event terms incomplete,https://www.vsd.vn/vi/ad/70879,https://cafef.vn/du-lieu/c32/thong-tin-chung.chn
C47,STOCK_DIVIDEND,2023-11-30,2023-11-29,material event terms incomplete,https://www.vsd.vn/vi/ad/164808,https://cafef.vn/du-lieu/c47/thong-tin-chung.chn
C47,RIGHTS_ISSUE,2022-10-17,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/153719,
C47,STOCK_DIVIDEND,2021-09-06,2021-09-01,material event terms incomplete,https://www.vsd.vn/vi/ad/144033,https://cafef.vn/du-lieu/c47/thong-tin-chung.chn
C47,STOCK_DIVIDEND,2021-01-06,2021-01-05,material event terms incomplete,https://www.vsd.vn/vi/ad/77145,https://cafef.vn/du-lieu/c47/thong-tin-chung.chn
CDC,RIGHTS_ISSUE,2025-03-31,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/180893,
CII,RIGHTS_ISSUE,2023-10-16,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/164081,
CII,SHARE_CONVERSION,2023-10-16,2023-10-13,material event terms incomplete,https://www.vsd.vn/vi/ad/164081,https://cafef.vn/du-lieu/cii/thong-tin-chung.chn
CII,RIGHTS_ISSUE,2023-10-16,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/162617,
CII,SHARE_CONVERSION,2023-10-16,2023-10-13,material event terms incomplete,https://www.vsd.vn/vi/ad/162617,https://cafef.vn/du-lieu/cii/thong-tin-chung.chn
CII,RIGHTS_ISSUE,2023-10-16,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/162349,
CII,SHARE_CONVERSION,2023-10-16,2023-10-13,material event terms incomplete,https://www.vsd.vn/vi/ad/162349,https://cafef.vn/du-lieu/cii/thong-tin-chung.chn
CII,RIGHTS_ISSUE,2020-10-01,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/74407,
