ticker,event_type,record_date,ex_date,reason,source_url,corroboration_url
CTG,CASH_DIVIDEND,2023-12-01,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/164888,
CTG,STOCK_DIVIDEND,2021-07-08,2021-07-07,"term conflict official=0.290695, reference=290.69",https://www.vsd.vn/vi/ad/142790,https://cafef.vn/du-lieu/ctg/thong-tin-chung.chn
CTS,STOCK_DIVIDEND,2022-08-25,2022-08-24,material event terms incomplete,https://www.vsd.vn/vi/ad/152547,https://cafef.vn/du-lieu/cts/thong-tin-chung.chn
CTS,STOCK_DIVIDEND,2022-03-29,2022-03-28,material event terms incomplete,https://www.vsd.vn/vi/ad/149267,https://cafef.vn/du-lieu/cts/thong-tin-chung.chn
CVT,CASH_DIVIDEND,2020-08-20,2020-08-19,material event terms incomplete,https://www.vsd.vn/vi/ad/70926,https://cafef.vn/du-lieu/cvt/thong-tin-chung.chn
D2D,CASH_DIVIDEND,2020-09-18,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/72925,
DAG,RIGHTS_ISSUE,2021-04-15,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/140654,
DAT,STOCK_DIVIDEND,2024-07-02,2024-07-01,material event terms incomplete,https://www.vsd.vn/vi/ad/172285,https://cafef.vn/du-lieu/dat/thong-tin-chung.chn
DAT,STOCK_DIVIDEND,2022-08-10,2022-08-09,material event terms incomplete,https://www.vsd.vn/vi/ad/152296,https://cafef.vn/du-lieu/dat/thong-tin-chung.chn
DAT,STOCK_DIVIDEND,2022-01-20,2022-01-19,material event terms incomplete,https://www.vsd.vn/vi/ad/147228,https://cafef.vn/du-lieu/dat/thong-tin-chung.chn
DBC,RIGHTS_ISSUE,2024-07-16,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/172777,
DBC,STOCK_DIVIDEND,2022-06-23,2022-06-22,material event terms incomplete,https://www.vsd.vn/vi/ad/151330,https://cafef.vn/du-lieu/dbc/thong-tin-chung.chn
DBC,CASH_DIVIDEND,2020-04-07,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/66375,
DBD,STOCK_DIVIDEND,2024-06-20,2024-06-19,material event terms incomplete,https://www.vsd.vn/vi/ad/171690,https://cafef.vn/du-lieu/dbd/thong-tin-chung.chn
DBD,STOCK_DIVIDEND,2022-06-10,2022-06-09,material event terms incomplete,https://www.vsd.vn/vi/ad/150958,https://cafef.vn/du-lieu/dbd/thong-tin-chung.chn
DBD,STOCK_DIVIDEND,2021-06-15,2021-06-14,material event terms incomplete,https://www.vsd.vn/vi/ad/142288,https://cafef.vn/du-lieu/dbd/thong-tin-chung.chn
DBD,CASH_DIVIDEND,2020-03-24,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/64767,
DBT,STOCK_DIVIDEND,2024-07-08,2024-07-05,material event terms incomplete,https://www.vsd.vn/vi/ad/172395,https://cafef.vn/du-lieu/dbt/thong-tin-chung.chn
DBT,STOCK_DIVIDEND,2023-01-31,2023-01-30,material event terms incomplete,https://www.vsd.vn/vi/ad/155712,https://cafef.vn/du-lieu/dbt/thong-tin-chung.chn
DC4,RIGHTS_ISSUE,2025-01-15,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/178284,
DC4,STOCK_DIVIDEND,2024-06-28,2024-06-27,material event terms incomplete,https://www.vsd.vn/vi/ad/172076,https://cafef.vn/du-lieu/dc4/thong-tin-chung.chn
DC4,STOCK_DIVIDEND,2022-06-10,2022-06-09,material event terms incomplete,https://www.vsd.vn/vi/ad/151080,https://cafef.vn/du-lieu/dc4/thong-tin-chung.chn
DC4,STOCK_DIVIDEND,2021-07-12,2021-07-09,material event terms incomplete,https://www.vsd.vn/vi/ad/142779,https://cafef.vn/du-lieu/dc4/thong-tin-chung.chn
DGC,CASH_DIVIDEND,2023-12-20,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/164989,
DHA,CASH_DIVIDEND,2023-06-09,2023-06-08,material event terms incomplete,https://www.vsd.vn/vi/ad/159114,https://cafef.vn/du-lieu/dha/thong-tin-chung.chn
DHA,CASH_DIVIDEND,2023-01-04,2023-01-03,material event terms incomplete,https://www.vsd.vn/vi/ad/155357,https://cafef.vn/du-lieu/dha/thong-tin-chung.chn
DHG,CASH_DIVIDEND,2022-04-04,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/149278,
DIG,RIGHTS_ISSUE,2025-10-10,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/187680,
DIG,STOCK_DIVIDEND,2022-07-22,2022-07-21,material event terms incomplete,https://www.vsd.vn/vi/ad/151698,https://cafef.vn/du-lieu/dig/thong-tin-chung.chn
DIG,STOCK_DIVIDEND,2021-06-09,2021-06-08,material event terms incomplete,https://www.vsd.vn/vi/ad/142089,https://cafef.vn/du-lieu/dig/thong-tin-chung.chn
DIG,STOCK_DIVIDEND,2021-03-31,2021-03-30,material event terms incomplete,https://www.vsd.vn/vi/ad/140313,https://cafef.vn/du-lieu/dig/thong-tin-chung.chn
DPG,BONUS_SHARE,2021-07-15,2021-07-14,material event terms incomplete,https://www.vsd.vn/vi/ad/142977,https://cafef.vn/du-lieu/dpg/thong-tin-chung.chn
DPM,CASH_DIVIDEND,2025-07-16,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/184756,
DPM,CASH_DIVIDEND,2024-08-22,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/173814,
DPM,CASH_DIVIDEND,2023-08-23,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/160788,
DPM,CASH_DIVIDEND,2023-02-17,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/156077,
DPM,CASH_DIVIDEND,2022-07-21,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/151942,
DPM,CASH_DIVIDEND,2022-01-28,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/147360,
DPM,CASH_DIVIDEND,2021-07-06,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/142759,
DPM,CASH_DIVIDEND,2021-01-26,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/77553,
DPM,CASH_DIVIDEND,2020-08-06,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/70741,
DPM,CASH_DIVIDEND,2020-04-28,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/67003,
DPR,CASH_DIVIDEND,2021-07-30,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/143299,
DRC,CASH_DIVIDEND,2020-11-24,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/76015,
DRH,RIGHTS_ISSUE,2022-03-15,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/148573,
DRL,CASH_DIVIDEND,2021-05-14,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/141090,
DSC,RIGHTS_ISSUE,2025-10-06,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/187496,
DTT,CASH_DIVIDEND,2021-05-31,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/141680,
DTT,CASH_DIVIDEND,2021-05-24,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/141487,
DVP,CASH_DIVIDEND,2020-08-06,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/70752,
DXG,RIGHTS_ISSUE,2025-01-07,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/177996,
DXG,RIGHTS_ISSUE,2023-12-15,,missing_ex_date_corroboration,https://www.vsd.vn/vi/ad/165369,
