date,ticker,raw_open,raw_high,raw_low,raw_close,source_adjusted_close,volume,trading_value,source,source_url,fetched_at,available_at,raw_checksum,parser_version,data_class,security_id,adjustment_policy,price_return,source_adjusted_return,total_return,adjustment_known_at,adjustment_source,research_adjusted_close,research_adjusted_open,research_adjusted_high,research_adjusted_low,adjustment_factor,adjustment_version,research_adjustment_status,matched_verified_event
2020-09-15,AAA,10562.7705078125,10735.9306640625,10562.7705078125,10692.640625,9534.87109375,3083642.0,32972275722.15625,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:41:53.600193+00:00,2020-09-16,86cfefe71ec9be143ccf6cf77bb2d691fad3aa2d4739922db9d9dc6f40adb1f2,finance-datareader-yahoo-hose-v2-business-day,real,VN000000AAA4,,-0.019841268065114437,0.02066105983203337,-0.019841268065114437,,no_event_raw_close,11182.719990967438,11046.897493360404,11227.994156836448,11046.897493360404,1.0458333337063255,corporate-actions-v2,blocked_unresolved_material_event,False
2021-09-02,AAA,16000.0,16400.0,16000.0,16200.0,14907.8408203125,10066400.0,163075680000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:41:53.600193+00:00,2021-09-03,86cfefe71ec9be143ccf6cf77bb2d691fad3aa2d4739922db9d9dc6f40adb1f2,finance-datareader-yahoo-hose-v2-business-day,real,VN000000AAA4,,0.003943684065662145,0.03604648463857152,0.003943684065662145,,no_event_raw_close,17467.478891022383,17251.8310034789,17683.12677856587,17251.8310034789,1.0782394377174311,corporate-actions-v2,blocked_unresolved_material_event,False
2025-06-02,AAA,7630.0,7630.0,7480.0,7550.0,7234.10009765625,2235200.0,16875760000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:41:53.600193+00:00,2025-06-03,4a17f1101a856001f97bc91727980b5acc9c877620bfaeff22620a2cf3374292,finance-datareader-yahoo-hose-v2-business-day,real,VN000000AAA4,,-0.00395778364116095,0.037087870356849795,-0.00395778364116095,,no_event_raw_close,8462.899354559473,8552.572460303149,8552.572460303149,8384.435387033756,1.1209138217959567,corporate-actions-v2,blocked_unresolved_material_event,False
2020-02-27,AAM,11000.0,12000.0,11000.0,12000.0,11285.1064453125,30.0,360000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:57:14.737500+00:00,2020-02-28,52864ccf9bf667c950a571eb36608b8426df4b48cd724f3a757b9086c20b1d34,finance-datareader-yahoo-hose-v2-business-day,real,VN000000AAM9,,0.02127659574468077,0.06666668512757679,0.02127659574468077,,no_event_raw_close,12510.63829787234,11468.085106382978,12510.638297872338,11468.085106382978,1.0425531914893615,corporate-actions-v2,candidate_no_known_unresolved_event,False
2023-04-03,AAM,11600.0,11600.0,11000.0,11500.0,11500.0,7400.0,85100000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:57:14.737500+00:00,2023-04-04,23691bc47073ef7e8d91f415bc045aa1b21128c8084cc60e5df392152dd5679e,finance-datareader-yahoo-hose-v2-business-day,real,VN000000AAM9,,-0.021276595744680882,0.040723981900452566,-0.021276595744680882,,no_event_raw_close,12703.621548211877,12814.087822544154,12814.087822544154,12151.29017655049,1.1046627433227718,corporate-actions-v2,candidate_no_known_unresolved_event,False
2021-09-29,AAT,17210.03515625,17694.82421875,17088.837890625,17533.228515625,16165.8740234375,928856.0,16285844506.109375,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:56:37.181000+00:00,2021-09-30,9a8e2899cf7260b47d68deadaddc856d1e58359071d68f6dd7a7dc34aabfe6ac,finance-datareader-yahoo-hose-v2-business-day,real,VN000000AAT4,,-0.00913237120229582,0.05021944157578195,-0.00913237120229582,,no_event_raw_close,17533.228515624996,17210.035156249996,17694.824218749996,17088.837890624996,0.9999999999999998,corporate-actions-v2,blocked_unresolved_material_event,False
2021-10-15,AAT,19149.193359375,19149.193359375,19149.193359375,19149.193359375,18527.466796875,0.0,0.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:56:37.181000+00:00,2021-10-16,9a8e2899cf7260b47d68deadaddc856d1e58359071d68f6dd7a7dc34aabfe6ac,finance-datareader-yahoo-hose-v2-business-day,real,VN000000AAT4,,0.0,0.0493690221153662,0.0,,no_event_raw_close,22351.350595703127,22351.350595703127,22351.350595703127,22351.350595703127,1.1672215208355199,corporate-actions-v2,blocked_unresolved_material_event,False
2022-06-24,AAT,7495.49560546875,8198.1982421875,7495.49560546875,8198.1982421875,8198.1982421875,371628.0,3046680016.3476562,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:56:37.181000+00:00,2022-06-25,9a8e2899cf7260b47d68deadaddc856d1e58359071d68f6dd7a7dc34aabfe6ac,finance-datareader-yahoo-hose-v2-business-day,real,VN000000AAT4,,-0.015151497376617029,0.017897140548522872,-0.015151497376617029,,no_event_raw_close,9913.974330464565,9064.205186492196,9913.974330464565,9064.205186492196,1.2092869722822475,corporate-actions-v2,blocked_unresolved_material_event,False
2024-05-17,ABR,14900.0,14900.0,13900.0,13900.0,10060.0224609375,23300.0,323870000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:56:20.935917+00:00,2024-05-18,72ff9ef8f1f3b14404ea93212cb49b0564f9fee22773e89f78ad1a3e8328761b,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ABR6,,-0.1775147928994083,-0.06711414075846067,-0.1775147928994083,,no_event_raw_close,15544.9704142012,16663.313609467474,16663.313609467474,15544.970414201201,1.1183431952662735,corporate-actions-v2,blocked_unresolved_material_event,False
2025-04-29,ABR,13700.0,14200.0,13700.0,14200.0,11675.3974609375,20600.0,292520000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:56:20.935917+00:00,2025-04-30,72ff9ef8f1f3b14404ea93212cb49b0564f9fee22773e89f78ad1a3e8328761b,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ABR6,,-0.14970059880239517,-0.03401359939608517,-0.14970059880239517,,no_event_raw_close,17782.326471317734,17156.18821528542,17782.326471317734,17156.18821528542,1.252276512064629,corporate-actions-v2,blocked_unresolved_material_event,False
2025-09-29,ABR,18300.0,18400.0,17750.0,18400.0,16973.64453125,16400.0,301760000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:56:20.935917+00:00,2025-09-30,cf1aad517ad9c8846627cd95d2d37403e143864bc9a33802beb5b93a065e27ac,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ABR6,,0.0,0.12195118802419769,0.0,,no_event_raw_close,25546.44084611846,25407.601493693903,25546.44084611846,24643.98505535884,1.3883935242455685,corporate-actions-v2,blocked_unresolved_material_event,False
2021-03-29,ABS,42800.0,43500.0,42000.0,43500.0,40212.8046875,5000.0,217500000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:56:14.246316+00:00,2021-03-30,fa6abd3f611250510d26c7895ada82efec76b2eef573c1aa681292b37179a252,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ABS4,,0.011627906976744207,0.02352944568620874,0.011627906976744207,,no_event_raw_close,54374.99999999994,53499.99999999994,54374.99999999994,52499.99999999994,1.2499999999999987,corporate-actions-v2,blocked_unresolved_material_event,False
2021-10-01,ABS,20500.0,21750.0,20500.0,20950.0,19841.53515625,897600.0,18804720000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:56:14.246316+00:00,2021-10-02,235312fd4fa1e04bd2a66a412cef792ac510662c3bb331cc1112a82607e9fe82,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ABS4,,0.0023923444976077235,0.026960832133309465,0.0023923444976077235,,no_event_raw_close,26813.995215310955,26238.038277511914,27837.918660287032,26238.038277511914,1.2799043062200934,corporate-actions-v2,blocked_unresolved_material_event,False
2022-10-12,ABS,9300.0,9300.0,8350.0,8700.0,8700.0,326800.0,2843160000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:56:14.246316+00:00,2022-10-13,235312fd4fa1e04bd2a66a412cef792ac510662c3bb331cc1112a82607e9fe82,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ABS4,,-0.07936507936507942,-0.027932960893854775,-0.07936507936507942,,no_event_raw_close,11724.329763803436,12532.90423027264,12532.90423027264,11252.661325029734,1.3476241107820042,corporate-actions-v2,blocked_unresolved_material_event,False
2020-03-20,ABT,32100.0,33000.0,32000.0,33000.0,24192.5234375,1130.0,37290000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:44:49.727676+00:00,2020-03-21,4ec9c9c8caa67f362050495d5b5673b28a0c894b174a87520a94975f0966c94a,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ABT2,,-0.02941176470588236,8.073259327723292e-08,-0.02941176470588236,,no_event_raw_close,32999.99999999999,32099.999999999993,32999.99999999999,31999.999999999993,0.9999999999999998,corporate-actions-v2,blocked_unresolved_material_event,False
2021-01-25,ABT,32400.0,32400.0,32400.0,32400.0,24518.87109375,10.0,324000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:44:49.727676+00:00,2021-01-26,5aeb671eb2301b2c7c7221a54585cc20c6dd32491dfbbe5c9790274a0ec83926,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ABT2,,0.012499999999999956,0.04516118719320872,0.012499999999999956,,no_event_raw_close,32399.999999999996,32399.999999999996,32399.999999999996,32399.999999999996,0.9999999999999999,corporate-actions-v2,blocked_unresolved_material_event,False
2022-08-24,ABT,40100.0,40150.0,40000.0,40000.0,31044.384765625,1000.0,40000000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:44:49.727676+00:00,2022-08-25,4ec9c9c8caa67f362050495d5b5673b28a0c894b174a87520a94975f0966c94a,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ABT2,,-0.0024937655860348684,0.02301794808076396,-0.0024937655860348684,,no_event_raw_close,40997.50623441397,41100.00000000001,41151.24688279303,40997.50623441397,1.0249376558603494,corporate-actions-v2,blocked_unresolved_material_event,False
2023-03-15,ABT,33150.0,33150.0,32600.0,32600.0,26746.95703125,1000.0,32600000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:44:49.727676+00:00,2023-03-16,4ec9c9c8caa67f362050495d5b5673b28a0c894b174a87520a94975f0966c94a,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ABT2,,-0.11891891891891893,-0.06857137921191059,-0.11891891891891893,,no_event_raw_close,33412.96758104741,33976.683291770605,33976.683291770605,33412.96758104741,1.02493765586035,corporate-actions-v2,blocked_unresolved_material_event,False
2023-07-21,ABT,30200.0,31750.0,29900.0,31750.0,26920.7890625,500.0,15875000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:44:49.727676+00:00,2023-07-22,4ec9c9c8caa67f362050495d5b5673b28a0c894b174a87520a94975f0966c94a,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ABT2,,0.027508090614886793,0.061872925416134095,0.027508090614886793,,no_event_raw_close,33594.90230733848,31954.83621044479,33594.90230733848,31637.40406265892,1.0581071592862514,corporate-actions-v2,blocked_unresolved_material_event,False
2024-03-20,ABT,36000.0,36000.0,34250.0,35300.0,31593.654296875,11700.0,413010000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:44:49.727676+00:00,2024-03-21,4ec9c9c8caa67f362050495d5b5673b28a0c894b174a87520a94975f0966c94a,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ABT2,,-0.07105263157894737,-0.019444410767716303,-0.07105263157894737,,no_event_raw_close,39317.034445057536,40096.692351900034,40096.692351900034,38147.547584793785,1.113797009775001,corporate-actions-v2,blocked_unresolved_material_event,False
2025-03-18,ABT,44050.0,46700.0,44050.0,45500.0,43425.53125,11800.0,536900000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:44:49.727676+00:00,2025-03-19,4ec9c9c8caa67f362050495d5b5673b28a0c894b174a87520a94975f0966c94a,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ABT2,,-0.05601659751037347,0.006637215620180159,-0.05601659751037347,,no_event_raw_close,50677.76394476263,49062.75828058887,52014.32035649263,49062.75828058887,1.1137970097750027,corporate-actions-v2,blocked_unresolved_material_event,False
2023-06-02,ACB,14386.8046875,14554.0927734375,14219.515625,14319.888671875,12750.5458984375,19070656.0,273089670819.625,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:38:25.304338+00:00,2023-06-03,52edb1fd6a93e615e2fa54578d9ed75955cf55297c817fc8af6bafe79e7199f5,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ACB8,,-0.031102375679896932,0.014845285469756941,-0.031102375679896932,,no_event_raw_close,27244.95249527551,27372.26659028359,27690.5481117974,27053.983210766582,1.9025952728798794,corporate-actions-v2,blocked_unresolved_material_event,False
2024-06-03,ACB,19238.16796875,19469.02734375,18968.833984375,18968.833984375,17577.5625,14453558.0,274167142185.53516,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:38:25.304338+00:00,2024-06-04,839459586f2fad19df8770243dd591d53ac7e388f808e2fc8250753dcb35d290,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ACB8,,-0.03579936415856144,0.0034513139946468208,-0.03579936415856144,,no_event_raw_close,43337.999523182065,43953.34552157265,44480.78877358874,43337.999523182065,2.284694966431802,corporate-actions-v2,blocked_unresolved_material_event,False
2025-05-26,ACB,22743.36328125,22787.611328125,22566.37109375,22610.619140625,21935.712890625,20377516.0,460748253307.9922,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:38:25.304338+00:00,2025-05-27,839459586f2fad19df8770243dd591d53ac7e388f808e2fc8250753dcb35d290,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ACB8,,0.14551652818348937,0.19928555967962192,0.14551652818348937,,no_event_raw_close,62024.27874517148,62388.415592937854,62509.79454219331,61902.89979591602,2.743148180039488,corporate-actions-v2,blocked_unresolved_material_event,False
2020-12-02,ACC,6513.95556640625,6513.95556640625,6373.36669921875,6467.0927734375,5957.56396484375,16345.0,105704631.38183594,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:45:03.504353+00:00,2020-12-03,882be3bbe3c45a1be1adb97dd751218fb78460aaa310a2006360c4bdc3e65445,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ACC6,,-0.02816904095444639,0.007299211619428814,-0.02816904095444639,,no_event_raw_close,6953.008252960277,7003.392157704431,7003.392157704431,6852.239918502915,1.0751366180362516,corporate-actions-v2,blocked_unresolved_material_event,False
2021-09-02,ACC,7146.60595703125,7263.763671875,7146.60595703125,7216.90087890625,6866.990234375,84715.0,611379757.956543,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:45:03.504353+00:00,2021-09-03,882be3bbe3c45a1be1adb97dd751218fb78460aaa310a2006360c4bdc3e65445,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ACC6,,-0.019108265459988116,0.013157887153561143,-0.019108265459988116,,no_event_raw_close,8286.450714716655,8205.73803549522,8340.258606886066,8205.73803549522,1.1482007102157261,corporate-actions-v2,blocked_unresolved_material_event,False
2022-09-26,ACC,16000.0,16200.0,15500.0,16000.0,16000.0,41200.0,659200000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:45:03.504353+00:00,2022-09-27,4c2316839b8de38dfc575516790fd6728b4a250e98061fd85d6c9ce4861db16b,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ACC6,,-0.030303030303030276,0.019108280254777066,-0.030303030303030276,,no_event_raw_close,19261.93676289172,19261.93676289172,19502.710972427867,18660.001239051355,1.2038710476807326,corporate-actions-v2,blocked_unresolved_material_event,False
2022-10-17,ACG,54954.953125,54954.953125,53153.15234375,54054.0546875,48460.84375,71262.0,3852000045.140625,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:41:16.979046+00:00,2022-10-18,a0d88b551029bd5911f1deda3348cbfe0e1cf3d72ac744a21b90fb878287b967,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ACG7,,-0.024390247341612104,-0.0066224762549002,-0.024390247341612104,,no_event_raw_close,54054.05468749999,54954.95312499999,54954.95312499999,53153.15234374999,0.9999999999999999,corporate-actions-v2,blocked_unresolved_material_event,False
2023-12-04,ACG,38300.0,38300.0,37600.0,37600.0,34331.96484375,2500.0,94000000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:41:16.979046+00:00,2023-12-05,a0d88b551029bd5911f1deda3348cbfe0e1cf3d72ac744a21b90fb878287b967,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ACG7,,-0.025906735751295318,-0.007915470487036669,-0.025906735751295318,,no_event_raw_close,38281.86528497404,38994.55958549217,38994.55958549217,38281.86528497404,1.0181347150259052,corporate-actions-v2,blocked_unresolved_material_event,False
2024-06-25,ACG,48650.0,48850.0,46500.0,47200.0,43806.99609375,37200.0,1755840000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:41:16.979046+00:00,2024-06-26,e3cf4b670951497d124b555348f716234458fa9e6f63146ede7af1988a64ebb3,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ACG7,,-0.04453441295546556,-0.028806569750469135,-0.04453441295546556,,no_event_raw_close,48834.192695768885,50334.39564934653,50541.32019466758,48109.956787145195,1.034622726605273,corporate-actions-v2,blocked_unresolved_material_event,False
2024-11-07,ACG,41000.0,41000.0,38150.0,41000.0,38795.1796875,3500.0,143500000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:41:16.979046+00:00,2024-11-08,e3cf4b670951497d124b555348f716234458fa9e6f63146ede7af1988a64ebb3,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ACG7,,-0.019138755980861233,0.0,-0.019138755980861233,,no_event_raw_close,42419.53179081621,42419.53179081621,42419.53179081621,39470.857019991185,1.0346227266052734,corporate-actions-v2,blocked_unresolved_material_event,False
2025-05-26,ACG,36700.0,36950.0,36550.0,36550.0,35258.83203125,1200.0,43860000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:41:16.979046+00:00,2025-05-27,a0d88b551029bd5911f1deda3348cbfe0e1cf3d72ac744a21b90fb878287b967,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ACG7,,-0.001366120218579181,0.01810587927300822,-0.001366120218579181,,no_event_raw_close,38538.707172728624,38696.86876167279,38960.471409913065,38538.707172728624,1.0544105929611114,corporate-actions-v2,blocked_unresolved_material_event,False
2025-11-12,ACG,36050.0,36500.0,35500.0,36150.0,36150.0,2900.0,104835000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:41:16.979046+00:00,2025-11-13,e3cf4b670951497d124b555348f716234458fa9e6f63146ede7af1988a64ebb3,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ACG7,,-0.017663043478260865,0.018309859154929553,-0.017663043478260865,,no_event_raw_close,39463.46537620198,39354.29949687639,39845.54595384156,38753.887160585626,1.0916587932559332,corporate-actions-v2,blocked_unresolved_material_event,False
2021-12-24,ACL,41763.40143269756,41763.40143269756,38905.9055451972,40334.65348894738,36437.5374029538,520600.0,20998220606.346004,fdr_segment_scaled_by_cafef_crosscheck,https://cafef.vn/du-lieu/lich-su-giao-dich-hose/all-1.chn,2026-07-30T05:44:32.885964+00:00,2021-12-25,343683dfe3051b0d848a565263af06fd1431e295d93291788970288d25419ac3,fdr-cafef-segment-scale-v1,real,VN000000ACL7,,-0.05897435897435899,-0.029100536363544816,-0.05897435897435899,,no_event_raw_close,88736.23767568437,91879.4831519348,91879.4831519348,85592.99219943398,2.2000000000000037,corporate-actions-v2,blocked_unresolved_material_event,False
2023-03-28,ACL,26376.885115387933,26596.6924913495,25717.462987503233,26596.6924913495,25476.831867848276,81000.0,2154332091.7993093,fdr_segment_scaled_by_cafef_crosscheck,https://cafef.vn/du-lieu/lich-su-giao-dich-hose/all-1.chn,2026-07-30T05:44:32.885964+00:00,2023-03-29,343683dfe3051b0d848a565263af06fd1431e295d93291788970288d25419ac3,fdr-cafef-segment-scale-v1,real,VN000000ACL7,,-0.016260162601625994,0.04310343842646547,-0.016260162601625994,,no_event_raw_close,60027.68283056261,59531.586278243914,60027.68283056261,58043.29662128781,2.2569604416070326,corporate-actions-v2,blocked_unresolved_material_event,False
2021-08-09,ADG,40744.1875,40744.1875,40465.1171875,40744.1875,40744.1875,83097.0,3385719748.6875,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:56:38.500719+00:00,2021-08-10,4ef00796253040684d21f31ac55d3faae79e95c532d987081d59036ba2dd92a0,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ADG5,,-0.007620963686894355,0.0037500686856610788,-0.007620963686894355,,no_event_raw_close,45314.79576815659,45314.79576815659,45314.79576815659,45004.419859546484,1.112178166963241,corporate-actions-v2,blocked_unresolved_material_event,False
2023-11-15,ADP,19000.0,19000.0,19000.0,19000.0,13268.455078125,0.0,0.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:45:02.399203+00:00,2023-11-16,84c17fa3f210c8f35e66ddc53fdc64870e50e90fedfe43c8f83f7468506949a9,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ADP6,,0.0,0.032608779087322626,0.0,,no_event_raw_close,18999.999999999978,18999.999999999978,18999.999999999978,18999.999999999978,0.9999999999999989,corporate-actions-v2,blocked_unresolved_material_event,False
2024-03-20,ADP,24000.0,24000.0,23600.0,23600.0,17248.9921875,200.0,4720000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:45:02.399203+00:00,2024-03-21,84c17fa3f210c8f35e66ddc53fdc64870e50e90fedfe43c8f83f7468506949a9,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ADP6,,-0.04453441295546556,0.0,-0.04453441295546556,,no_event_raw_close,23599.99999999998,23999.99999999998,23999.99999999998,23599.99999999998,0.9999999999999992,corporate-actions-v2,blocked_unresolved_material_event,False
2024-05-20,ADP,26900.0,26900.0,26000.0,26250.0,19885.525390625,1900.0,49875000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:45:02.399203+00:00,2024-05-21,45c9856e7a2b772b8c65bcd9dea42309e364b5ea3abf82787f6c581c41d695d0,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ADP6,,-0.02777777777777779,0.007677594287148537,-0.02777777777777779,,no_event_raw_close,26249.99999999997,26899.99999999997,26899.99999999997,25999.99999999997,0.9999999999999989,corporate-actions-v2,blocked_unresolved_material_event,False
2024-07-02,ADP,27850.0,27850.0,27850.0,27850.0,21721.5546875,0.0,0.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:45:02.399203+00:00,2024-07-03,84c17fa3f210c8f35e66ddc53fdc64870e50e90fedfe43c8f83f7468506949a9,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ADP6,,0.0,0.02957469521071654,0.0,,no_event_raw_close,27849.99999999997,27849.99999999997,27849.99999999997,27849.99999999997,0.999999999999999,corporate-actions-v2,blocked_unresolved_material_event,False
2024-09-17,ADP,30900.0,30900.0,30000.0,30000.0,23945.31640625,1000.0,30000000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:45:02.399203+00:00,2024-09-18,84c17fa3f210c8f35e66ddc53fdc64870e50e90fedfe43c8f83f7468506949a9,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ADP6,,-0.021207177814029365,0.0016693396908551428,-0.021207177814029365,,no_event_raw_close,30685.15497553014,31605.709624796043,31605.709624796043,30685.15497553014,1.022838499184338,corporate-actions-v2,blocked_unresolved_material_event,False
2024-12-05,ADP,29100.0,29100.0,28950.0,29000.0,23705.861328125,1700.0,49300000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:45:02.399203+00:00,2024-12-06,84c17fa3f210c8f35e66ddc53fdc64870e50e90fedfe43c8f83f7468506949a9,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ADP6,,-0.023569023569023573,0.0,-0.023569023569023573,,no_event_raw_close,30361.42831248863,30466.122892876523,30466.122892876523,30309.081022294686,1.0469458038789183,corporate-actions-v2,blocked_unresolved_material_event,False
2025-05-19,ADP,31050.0,31050.0,30500.0,30800.0,26277.4453125,8400.0,258720000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:45:02.399203+00:00,2025-05-20,45c9856e7a2b772b8c65bcd9dea42309e364b5ea3abf82787f6c581c41d695d0,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ADP6,,-0.008051529790660261,0.035294128510638956,-0.008051529790660261,,no_event_raw_close,32245.93075947068,32507.667210440406,32507.667210440406,31931.847018307002,1.0469458038789181,corporate-actions-v2,blocked_unresolved_material_event,False
2025-07-10,ADP,30000.0,30000.0,29950.0,29950.0,26165.86328125,4200.0,125790000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:45:02.399203+00:00,2025-07-11,84c17fa3f210c8f35e66ddc53fdc64870e50e90fedfe43c8f83f7468506949a9,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ADP6,,0.003350083752093891,0.02744435896631603,0.003350083752093891,,no_event_raw_close,31356.026826173616,31408.374116367562,31408.374116367562,31356.026826173616,1.0469458038789188,corporate-actions-v2,blocked_unresolved_material_event,False
2025-10-08,ADP,26000.0,26300.0,25800.0,26300.0,23605.3125,14600.0,383980000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:45:02.399203+00:00,2025-10-09,84c17fa3f210c8f35e66ddc53fdc64870e50e90fedfe43c8f83f7468506949a9,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ADP6,,0.0,0.027343708162412828,0.0,,no_event_raw_close,28267.53670473081,27945.0933202662,28267.536704730814,27730.13106395646,1.0748112815487,corporate-actions-v2,blocked_unresolved_material_event,False
2025-12-31,ADP,22950.0,23000.0,22950.0,23000.0,21363.025390625,13200.0,303600000.0,finance_datareader_yahoo_hose,https://github.com/FinanceData/FinanceDataReader,2026-07-30T05:45:02.399203+00:00,2026-01-01,84c17fa3f210c8f35e66ddc53fdc64870e50e90fedfe43c8f83f7468506949a9,finance-datareader-yahoo-hose-v2-business-day,real,VN000000ADP6,,-0.03157894736842104,0.002178651433270895,-0.03157894736842104,,no_event_raw_close,24720.659475620083,24666.918911542645,24720.659475620083,24666.918911542645,1.0748112815486992,corporate-actions-v2,blocked_unresolved_material_event,False
