ticker,year,source,data_class,records,start,end,missing_close
CRE,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
CRE,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
CRE,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
CSM,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
CSM,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
CSM,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
CSM,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
CSM,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
CSM,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
CSV,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
CSV,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
CSV,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
CSV,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
CSV,2024,fdr_segment_scaled_by_cafef_crosscheck,real,136,2024-06-21,2024-12-31,0
CSV,2024,finance_datareader_yahoo_hose,real,119,2024-01-01,2024-06-20,0
CSV,2025,fdr_segment_scaled_by_cafef_crosscheck,real,259,2025-01-01,2025-12-31,0
CTD,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
CTD,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
CTD,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
CTD,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
CTD,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
CTD,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
CTF,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
CTF,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
CTF,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
CTF,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
CTF,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
CTF,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
CTG,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
CTG,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
CTG,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
CTG,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
CTG,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
CTG,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
CTI,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
CTI,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
CTI,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
CTI,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
CTI,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
CTI,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
CTR,2022,finance_datareader_yahoo_hose,real,222,2022-02-24,2022-12-30,0
CTR,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
CTR,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
CTR,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
CTS,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
CTS,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
CTS,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
CTS,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
CTS,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
CTS,2025,fdr_segment_scaled_by_cafef_crosscheck,real,149,2025-06-06,2025-12-31,0
CTS,2025,finance_datareader_yahoo_hose,real,112,2025-01-01,2025-06-05,0
CVT,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
CVT,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
CVT,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
CVT,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
CVT,2024,finance_datareader_yahoo_hose,real,258,2024-01-01,2024-12-31,0
CVT,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
D2D,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
D2D,2021,finance_datareader_yahoo_hose,real,261,2021-01-01,2021-12-31,0
D2D,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
D2D,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
D2D,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
D2D,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DAH,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DAH,2021,finance_datareader_yahoo_hose,real,261,2021-01-01,2021-12-31,0
DAH,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DAH,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DAH,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DAH,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DAT,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DAT,2021,finance_datareader_yahoo_hose,real,261,2021-01-01,2021-12-31,0
DAT,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DAT,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DAT,2024,finance_datareader_yahoo_hose,real,256,2024-01-01,2024-12-31,0
DAT,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DBC,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DBC,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DBC,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DBC,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DBC,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
DBC,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
DBD,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DBD,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DBD,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DBD,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DBD,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DBD,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DBT,2020,finance_datareader_yahoo_hose,real,46,2020-10-29,2020-12-31,0
DBT,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DBT,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DBT,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DBT,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
DBT,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
DCL,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DCL,2021,finance_datareader_yahoo_hose,real,261,2021-01-01,2021-12-31,0
DCL,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DCL,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DCL,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DCL,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DCM,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DCM,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DCM,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DCM,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DCM,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DCM,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DGC,2020,finance_datareader_yahoo_hose,real,112,2020-07-29,2020-12-31,0
DGC,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DGC,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DGC,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DGC,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DGC,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DGW,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DGW,2021,fdr_segment_scaled_by_cafef_crosscheck,real,93,2021-08-24,2021-12-31,0
DGW,2021,finance_datareader_yahoo_hose,real,167,2021-01-01,2021-08-23,0
DGW,2022,fdr_segment_scaled_by_cafef_crosscheck,real,260,2022-01-03,2022-12-30,0
DGW,2023,fdr_segment_scaled_by_cafef_crosscheck,real,260,2023-01-02,2023-12-29,0
DGW,2024,fdr_segment_scaled_by_cafef_crosscheck,real,257,2024-01-01,2024-12-31,0
DGW,2025,fdr_segment_scaled_by_cafef_crosscheck,real,259,2025-01-01,2025-12-31,0
DHA,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DHA,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DHA,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DHA,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DHA,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DHA,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DHC,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DHC,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DHC,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DHC,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DHC,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
DHC,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
DHG,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DHG,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DHG,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DHG,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DHG,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DHG,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DHM,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DHM,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DHM,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DHM,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DHM,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DHM,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DIC,2020,vnstock_kbs,real,149,2020-01-02,2020-08-07,0
DIG,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DIG,2021,finance_datareader_yahoo_hose,real,261,2021-01-01,2021-12-31,0
DIG,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DIG,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DIG,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
DIG,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
DLG,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DLG,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DLG,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DLG,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DLG,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DLG,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DMC,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DMC,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DMC,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DMC,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DMC,2024,finance_datareader_yahoo_hose,real,256,2024-01-01,2024-12-31,0
DMC,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DPG,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DPG,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DPG,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DPG,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DPG,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DPG,2025,fdr_segment_scaled_by_cafef_crosscheck,real,152,2025-06-03,2025-12-31,0
DPG,2025,finance_datareader_yahoo_hose,real,107,2025-01-01,2025-06-02,0
DPM,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DPM,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DPM,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DPM,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DPM,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
DPM,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
DPR,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DPR,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DPR,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DPR,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DPR,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DPR,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DQC,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DQC,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DQC,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DQC,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DQC,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DQC,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DRC,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DRC,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DRC,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DRC,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DRC,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
DRC,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
DRH,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DRH,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DRH,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DRH,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DRH,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DRH,2025,finance_datareader_yahoo_hose,real,260,2025-01-01,2025-12-31,0
DRL,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DRL,2021,finance_datareader_yahoo_hose,real,261,2021-01-01,2021-12-31,0
DRL,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DRL,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DRL,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DRL,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DSC,2024,finance_datareader_yahoo_hose,real,47,2024-10-28,2024-12-31,0
DSC,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
DSE,2024,finance_datareader_yahoo_hose,real,129,2024-07-02,2024-12-31,0
DSE,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DSN,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DSN,2021,finance_datareader_yahoo_hose,real,261,2021-01-01,2021-12-31,0
DSN,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DSN,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DSN,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DSN,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DTA,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DTA,2021,finance_datareader_yahoo_hose,real,261,2021-01-01,2021-12-31,0
DTA,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DTA,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DTA,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
DTA,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
DTL,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DTL,2021,finance_datareader_yahoo_hose,real,261,2021-01-01,2021-12-31,0
DTL,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DTL,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DTL,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DTL,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DTT,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DTT,2021,finance_datareader_yahoo_hose,real,261,2021-01-01,2021-12-31,0
DTT,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DTT,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DTT,2024,finance_datareader_yahoo_hose,real,259,2024-01-01,2024-12-31,0
DTT,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DVP,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DVP,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DVP,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DVP,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DVP,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DVP,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DXG,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DXG,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
DXG,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DXG,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DXG,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
DXG,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
DXS,2021,finance_datareader_yahoo_hose,real,83,2021-09-07,2021-12-31,0
DXS,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
DXS,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
DXS,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
DXS,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
DXV,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
DXV,2021,fdr_segment_scaled_by_cafef_crosscheck,real,46,2021-10-29,2021-12-31,0
DXV,2021,finance_datareader_yahoo_hose,real,215,2021-01-01,2021-10-28,0
DXV,2022,fdr_segment_scaled_by_cafef_crosscheck,real,260,2022-01-03,2022-12-30,0
DXV,2023,fdr_segment_scaled_by_cafef_crosscheck,real,260,2023-01-02,2023-12-29,0
DXV,2024,fdr_segment_scaled_by_cafef_crosscheck,real,255,2024-01-01,2024-12-31,0
DXV,2025,fdr_segment_scaled_by_cafef_crosscheck,real,259,2025-01-01,2025-12-31,0
EIB,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
EIB,2021,finance_datareader_yahoo_hose,real,261,2021-01-01,2021-12-31,0
EIB,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
EIB,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
EIB,2024,finance_datareader_yahoo_hose,real,257,2024-01-01,2024-12-31,0
EIB,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
ELC,2020,fdr_segment_scaled_by_cafef_crosscheck,real,159,2020-05-25,2020-12-31,0
ELC,2020,finance_datareader_yahoo_hose,real,101,2020-01-02,2020-05-22,0
ELC,2021,fdr_segment_scaled_by_cafef_crosscheck,real,260,2021-01-01,2021-12-31,0
ELC,2022,fdr_segment_scaled_by_cafef_crosscheck,real,260,2022-01-03,2022-12-30,0
ELC,2023,fdr_segment_scaled_by_cafef_crosscheck,real,260,2023-01-02,2023-12-29,0
ELC,2024,fdr_segment_scaled_by_cafef_crosscheck,real,262,2024-01-01,2024-12-31,0
ELC,2025,fdr_segment_scaled_by_cafef_crosscheck,real,260,2025-01-01,2025-12-31,0
EVE,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
EVE,2021,finance_datareader_yahoo_hose,real,261,2021-01-01,2021-12-31,0
EVE,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
EVE,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
EVE,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
EVE,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
EVF,2022,finance_datareader_yahoo_hose,real,252,2022-01-13,2022-12-30,0
EVF,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
EVF,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
EVF,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
EVG,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
EVG,2021,finance_datareader_yahoo_hose,real,261,2021-01-01,2021-12-31,0
EVG,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
EVG,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
EVG,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
EVG,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
FCM,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
FCM,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
FCM,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
FCM,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
FCM,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
FCM,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
FCN,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
FCN,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
FCN,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
FCN,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
FCN,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
FCN,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
FDC,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
FDC,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
FDC,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
FDC,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
FDC,2024,finance_datareader_yahoo_hose,real,259,2024-01-01,2024-12-31,0
FDC,2025,finance_datareader_yahoo_hose,real,260,2025-01-01,2025-12-31,0
FIR,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
FIR,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
FIR,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
FIR,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
FIR,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
FIR,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
FIT,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
FIT,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
FIT,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
FIT,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
FIT,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
FIT,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
FMC,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
FMC,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
FMC,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
FMC,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
FMC,2024,finance_datareader_yahoo_hose,real,255,2024-01-01,2024-12-31,0
FMC,2025,finance_datareader_yahoo_hose,real,259,2025-01-01,2025-12-31,0
FPT,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
FPT,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
FPT,2022,finance_datareader_yahoo_hose,real,260,2022-01-03,2022-12-30,0
FPT,2023,finance_datareader_yahoo_hose,real,260,2023-01-02,2023-12-29,0
FPT,2024,finance_datareader_yahoo_hose,real,262,2024-01-01,2024-12-31,0
FPT,2025,finance_datareader_yahoo_hose,real,261,2025-01-01,2025-12-31,0
FRT,2020,finance_datareader_yahoo_hose,real,260,2020-01-02,2020-12-31,0
FRT,2021,finance_datareader_yahoo_hose,real,260,2021-01-01,2021-12-31,0
