config_id,fold,method,ticker,selected_downstream,weight,shadow_weight,risk_multiplier,paper_target_weight,regime_state
C1_IV_X,53,AUR,NAF,True,0.3,0.3,0.0,0.0,CASH
C1_IV_X,53,AUR,VCB,True,0.2468904760797061,0.2468904760797061,0.0,0.0,CASH
C1_IV_X,53,AUR,VJC,True,0.2424415945564346,0.2424415945564346,0.0,0.0,CASH
C1_IV_X,53,AUR,STB,True,0.2106679293638594,0.2106679293638594,0.0,0.0,CASH
C1_IV_X,53,QAUR,NAF,True,0.3,0.3,0.0,0.0,CASH
C1_IV_X,53,QAUR,VCB,True,0.2468904760797061,0.2468904760797061,0.0,0.0,CASH
C1_IV_X,53,QAUR,VJC,True,0.2424415945564346,0.2424415945564346,0.0,0.0,CASH
C1_IV_X,53,QAUR,STB,True,0.2106679293638594,0.2106679293638594,0.0,0.0,CASH
